res1           Y1_gamma1      LogPost        
   0.112869E+03   0.146221E+00  -0.471215E+01
   0.113132E+03   0.970438E+00  -0.552267E+01
   0.112848E+03   0.607108E+00  -0.514637E+01
   0.112087E+03   0.278041E+01  -0.848537E+01
   0.114087E+03   0.190040E-01  -0.560969E+01
   0.112890E+03   0.517740E+00  -0.499688E+01
   0.113270E+03   0.678664E+00  -0.504992E+01
   0.112412E+03   0.154328E+00  -0.555750E+01
   0.112950E+03   0.155383E+00  -0.463287E+01
   0.115058E+03   0.393607E+00  -0.922113E+01
   0.112514E+03   0.618412E+00  -0.561323E+01
   0.113499E+03   0.270330E+00  -0.467386E+01
   0.114142E+03   0.522998E+00  -0.583698E+01
   0.114855E+03   0.180406E+01  -0.784974E+01
   0.113495E+03   0.519865E-01  -0.457816E+01
   0.113819E+03   0.280707E+01  -0.823278E+01
   0.113683E+03   0.294538E+01  -0.836728E+01
   0.112450E+03   0.346847E+01  -0.902385E+01
   0.115392E+03   0.183280E+01  -0.867560E+01
   0.113102E+03   0.239353E-01  -0.449895E+01
   0.113102E+03   0.583653E+00  -0.494497E+01
   0.114018E+03   0.174064E+01  -0.696671E+01
   0.112514E+03   0.135473E+01  -0.650990E+01
   0.113951E+03   0.786730E+00  -0.568908E+01
   0.111961E+03   0.635019E-01  -0.702975E+01
   0.113637E+03   0.318242E+00  -0.483818E+01
   0.113521E+03   0.318242E+00  -0.472608E+01
   0.112795E+03   0.187485E+01  -0.705248E+01
   0.112627E+03   0.102743E+01  -0.594822E+01
   0.113218E+03   0.125571E+01  -0.597589E+01
   0.113308E+03   0.716632E+00  -0.510801E+01
   0.113943E+03   0.460953E+00  -0.539698E+01
   0.112464E+03   0.106834E+01  -0.619533E+01
   0.113389E+03   0.177699E+01  -0.680072E+01
   0.113113E+03   0.658869E+00  -0.504564E+01
   0.113534E+03   0.412714E+00  -0.481942E+01
   0.115680E+03   0.487873E+01  -0.105802E+02
   0.114978E+03   0.233874E+01  -0.838070E+01
   0.112317E+03   0.237461E+00  -0.582932E+01
   0.113053E+03   0.151672E+01  -0.642752E+01
   0.113171E+03   0.120638E+01  -0.590111E+01
   0.113171E+03   0.109109E+01  -0.571160E+01
   0.113469E+03   0.100519E+01  -0.559131E+01
   0.113279E+03   0.596987E+00  -0.493493E+01
   0.112555E+03   0.368830E+00  -0.533047E+01
   0.113320E+03   0.696595E+00  -0.507978E+01
   0.113297E+03   0.742860E-01  -0.448324E+01
   0.114220E+03   0.952337E+00  -0.625806E+01
   0.114294E+03   0.944457E+00  -0.638083E+01
   0.113044E+03   0.265629E+00  -0.462933E+01
   0.113044E+03   0.276587E+00  -0.463762E+01
   0.113629E+03   0.138829E+01  -0.625409E+01
   0.112626E+03   0.104975E+01  -0.598062E+01
   0.113637E+03   0.388774E+00  -0.489395E+01
   0.113112E+03   0.436207E+00  -0.475795E+01
   0.113112E+03   0.106983E+01  -0.568989E+01
   0.111857E+03   0.846790E+00  -0.723889E+01
   0.115060E+03   0.231855E+01  -0.844552E+01
   0.113639E+03   0.474638E+00  -0.497537E+01
   0.113645E+03   0.423174E+00  -0.493269E+01
   0.113128E+03   0.509486E+01  -0.103162E+02
   0.111686E+03   0.918251E+00  -0.770987E+01
   0.113184E+03   0.157537E+01  -0.649435E+01
   0.113194E+03   0.334204E+00  -0.463258E+01
   0.113354E+03   0.118923E+01  -0.586618E+01
   0.115759E+03   0.118923E+01  -0.102049E+02
   0.115216E+03   0.335356E+01  -0.934195E+01
   0.113522E+03   0.150904E+01  -0.640821E+01
   0.113700E+03   0.916000E+00  -0.558082E+01
   0.113814E+03   0.115768E+01  -0.601431E+01
   0.114339E+03   0.111202E+01  -0.658241E+01
   0.113684E+03   0.827864E+00  -0.544506E+01
   0.116259E+03   0.234860E+01  -0.100641E+02
   0.110107E+03   0.395282E+01  -0.105935E+02
   0.112236E+03   0.110409E+01  -0.656684E+01
   0.113428E+03   0.321810E+00  -0.466674E+01
   0.113614E+03   0.153285E+01  -0.647090E+01
   0.112779E+03   0.896822E+00  -0.561205E+01
   0.114440E+03   0.126778E+01  -0.686648E+01
   0.113887E+03   0.128383E+01  -0.624920E+01
   0.113098E+03   0.341465E-01  -0.450134E+01
   0.113098E+03   0.341465E-01  -0.450134E+01
   0.113807E+03   0.266522E+00  -0.504617E+01
   0.114514E+03   0.933538E+00  -0.681614E+01
   0.114463E+03   0.134798E+01  -0.696610E+01
   0.113167E+03   0.632060E+00  -0.499270E+01
   0.113866E+03   0.109076E+01  -0.596430E+01
   0.113826E+03   0.548322E+00  -0.527554E+01
   0.115184E+03   0.181453E+01  -0.832971E+01
   0.113743E+03   0.223155E+00  -0.492393E+01
   0.113884E+03   0.449202E+00  -0.528622E+01
   0.113799E+03   0.266480E+00  -0.503303E+01
   0.111717E+03   0.154549E+01  -0.775583E+01
   0.112360E+03   0.120327E+01  -0.649237E+01
   0.111039E+03   0.215440E+01  -0.904501E+01
   0.113555E+03   0.213157E+01  -0.733161E+01
   0.113663E+03   0.869307E+00  -0.548652E+01
   0.113663E+03   0.686574E-01  -0.476097E+01
   0.112725E+03   0.232713E+01  -0.768360E+01
   0.112798E+03   0.219357E+00  -0.483429E+01
   0.113635E+03   0.108747E+01  -0.579204E+01
   0.113097E+03   0.475386E+00  -0.480912E+01
   0.112092E+03   0.103795E+01  -0.676614E+01
   0.113275E+03   0.299916E+00  -0.460055E+01
   0.112954E+03   0.523523E+00  -0.495062E+01
   0.112850E+03   0.578042E-01  -0.470994E+01
   0.113538E+03   0.578042E-01  -0.461732E+01
   0.113538E+03   0.814376E+00  -0.532754E+01
   0.113308E+03   0.220262E+00  -0.454744E+01
   0.113639E+03   0.220262E+00  -0.478065E+01
   0.113736E+03   0.264751E+00  -0.493330E+01
   0.112821E+03   0.227845E+01  -0.759013E+01
   0.114785E+03   0.156320E+01  -0.759753E+01
   0.114236E+03   0.190199E+00  -0.603792E+01
   0.112597E+03   0.485923E+00  -0.534677E+01
   0.114210E+03   0.849333E+00  -0.616065E+01
   0.111161E+03   0.313356E+01  -0.938723E+01
   0.114844E+03   0.198284E+00  -0.844734E+01
   0.111754E+03   0.168105E+01  -0.778192E+01
   0.112450E+03   0.269650E+00  -0.550044E+01
   0.113743E+03   0.171700E+00  -0.490354E+01
   0.113564E+03   0.171700E+00  -0.467537E+01
   0.114285E+03   0.838460E+00  -0.629639E+01
   0.111645E+03   0.878344E+00  -0.784449E+01
   0.112951E+03   0.515811E-01  -0.460203E+01
   0.113336E+03   0.119264E+00  -0.450556E+01
   0.113614E+03   0.424447E+00  -0.490151E+01
   0.114033E+03   0.272237E-01  -0.546908E+01
   0.112753E+03   0.576265E-01  -0.484234E+01
   0.112628E+03   0.749452E-01  -0.506006E+01
   0.113303E+03   0.555952E+00  -0.488218E+01
   0.113690E+03   0.598944E-03  -0.479296E+01
   0.114654E+03   0.988476E+00  -0.714465E+01
   0.112760E+03   0.282589E+00  -0.492677E+01
   0.113518E+03   0.596271E+00  -0.501487E+01
   0.112729E+03   0.370979E+00  -0.503778E+01
   0.113274E+03   0.831361E+00  -0.528182E+01
   0.113640E+03   0.104287E+00  -0.473866E+01
   0.112880E+03   0.920374E+00  -0.556419E+01
   0.113602E+03   0.665883E+00  -0.516318E+01
   0.113129E+03   0.302654E+00  -0.462024E+01
   0.112428E+03   0.562281E-01  -0.550133E+01
   0.112197E+03   0.216512E+01  -0.776959E+01
   0.112757E+03   0.639531E+00  -0.528426E+01
   0.112766E+03   0.423561E-01  -0.482071E+01
   0.113353E+03   0.423561E-01  -0.449312E+01
   0.112631E+03   0.101019E+01  -0.592068E+01
   0.112795E+03   0.395400E+00  -0.497011E+01
   0.113446E+03   0.265822E+00  -0.463387E+01
   0.113408E+03   0.265822E+00  -0.461330E+01
   0.113096E+03   0.265822E+00  -0.460346E+01
   0.112881E+03   0.156262E+01  -0.655910E+01
   0.113113E+03   0.242828E+00  -0.457966E+01
   0.113113E+03   0.242828E+00  -0.457966E+01
   0.113190E+03   0.242828E+00  -0.455933E+01
   0.113190E+03   0.450319E+00  -0.475364E+01
   0.113790E+03   0.252573E-01  -0.495274E+01
   0.113090E+03   0.145582E+01  -0.632201E+01
   0.113141E+03   0.164610E+01  -0.661080E+01
   0.114450E+03   0.151677E+01  -0.709949E+01
   0.115102E+03   0.398761E+01  -0.976166E+01
   0.113233E+03   0.122094E+01  -0.591747E+01
   0.113105E+03   0.301195E+00  -0.462748E+01
   0.113452E+03   0.528764E+00  -0.489387E+01
   0.112882E+03   0.129449E+01  -0.614557E+01
   0.113808E+03   0.207838E+01  -0.732131E+01
   0.113486E+03   0.244201E+01  -0.773730E+01
   0.111893E+03   0.223966E+00  -0.727893E+01
   0.114558E+03   0.932386E+00  -0.691721E+01
   0.114566E+03   0.227407E+01  -0.797263E+01
   0.111910E+03   0.455817E+01  -0.100813E+02
   0.119288E+03   0.607798E+01  -0.128152E+02
   0.113023E+03   0.666909E+00  -0.509649E+01
   0.112195E+03   0.896726E+00  -0.646026E+01
   0.112971E+03   0.137407E+01  -0.622954E+01
   0.113438E+03   0.191007E+01  -0.700228E+01
   0.112855E+03   0.574309E+00  -0.509896E+01
   0.114538E+03   0.574309E+00  -0.690588E+01
   0.112141E+03   0.279288E+01  -0.846946E+01
   0.113330E+03   0.785722E+00  -0.521478E+01
   0.113686E+03   0.201490E+00  -0.483243E+01
   0.112918E+03   0.195151E+00  -0.468210E+01
   0.113599E+03   0.145190E+01  -0.634135E+01
   0.113053E+03   0.393958E+00  -0.473902E+01
   0.112121E+03   0.920176E+00  -0.662927E+01
   0.113552E+03   0.100557E+01  -0.562398E+01
   0.113989E+03   0.376174E+00  -0.544143E+01
   0.113622E+03   0.508214E+00  -0.499376E+01
   0.112916E+03   0.812378E+00  -0.537601E+01
   0.113369E+03   0.385378E-01  -0.449926E+01
   0.113135E+03   0.385378E-01  -0.448774E+01
   0.112953E+03   0.103849E+01  -0.570286E+01
   0.112894E+03   0.485876E+00  -0.495585E+01
   0.113324E+03   0.822464E+00  -0.527086E+01
   0.113324E+03   0.437015E+00  -0.474167E+01
   0.113341E+03   0.437015E+00  -0.474549E+01
   0.112581E+03   0.437015E+00  -0.533262E+01
   0.112933E+03   0.110346E+01  -0.581670E+01
   0.112505E+03   0.186350E+01  -0.719261E+01
   0.115100E+03   0.562342E+00  -0.906754E+01
   0.114126E+03   0.207655E+01  -0.746095E+01
   0.116724E+03   0.398295E+01  -0.107167E+02
   0.112187E+03   0.157722E+00  -0.620991E+01
   0.112726E+03   0.157722E+00  -0.491029E+01
   0.116204E+03   0.271356E+01  -0.993110E+01
   0.112037E+03   0.317416E+01  -0.888912E+01
   0.113111E+03   0.139535E+01  -0.622051E+01
   0.112647E+03   0.492458E+00  -0.527162E+01
   0.113124E+03   0.853639E+00  -0.533778E+01
   0.114076E+03   0.131141E+01  -0.645335E+01
   0.112722E+03   0.161265E+01  -0.671422E+01
   0.113185E+03   0.489968E+00  -0.480146E+01
   0.113799E+03   0.108541E+01  -0.589967E+01
   0.113548E+03   0.172934E+01  -0.675117E+01
   0.114106E+03   0.218966E+01  -0.758978E+01
   0.113227E+03   0.888910E+00  -0.537495E+01
   0.113227E+03   0.917426E+00  -0.542075E+01
   0.112743E+03   0.205118E+01  -0.731670E+01
   0.113176E+03   0.973348E+00  -0.551811E+01
   0.113515E+03   0.145005E+01  -0.631420E+01
   0.113151E+03   0.667498E+00  -0.504716E+01
   0.113598E+03   0.425701E+00  -0.488705E+01
   0.113910E+03   0.130510E+01  -0.629714E+01
   0.114929E+03   0.331260E+01  -0.915183E+01
   0.113161E+03   0.760784E+00  -0.518400E+01
   0.114010E+03   0.204231E+00  -0.543318E+01
   0.113437E+03   0.204231E+00  -0.459029E+01
   0.113586E+03   0.172545E+01  -0.675428E+01
   0.113808E+03   0.598940E+00  -0.529901E+01
   0.112405E+03   0.220240E-01  -0.555966E+01
