"res1"	"res2"	"tau1"	"Y1_gamma1"	"LogPost"
81.8187	83.3135	8.84084	0.773794	-25.6575
81.1592	82.1972	8.20854	0.285408	-27.0552
81.8179	83.0016	8.89404	0.0547485	-24.835
81.613	82.1231	8.44723	0.953446	-27.7531
82.4041	83.4611	8.89736	1.57327	-29.0661
81.467	82.8477	8.7616	0.396266	-24.8298
81.0673	83.1267	8.32635	1.11333	-27.5094
79.6059	83.1267	8.72843	0.538125	-30.3254
82.2363	83.8198	9.23365	0.505927	-26.7896
81.4291	82.2937	9.11577	0.326216	-25.6729
81.9654	82.2548	8.49894	0.83679	-27.2819
82.2393	82.3136	8.89126	1.06336	-27.9937
80.4099	82.3809	8.44907	0.422551	-27.335
83.3644	82.7008	8.38834	1.50821	-30.371
81.493	83.1599	9.05566	0.071447	-25.0176
80.9454	82.6359	8.33066	0.916987	-26.8011
80.5118	82.8735	9.06689	0.115233	-25.8329
80.7412	83.7879	9.10522	0.115233	-24.5986
81.8762	82.9967	9.08312	0.154909	-22.8598
81.4751	83.4594	9.13158	0.135432	-22.1916
81.901	83.6509	9.13158	1.05099	-25.3532
81.9882	83.2293	9.13158	0.242558	-22.8887
81.0893	82.7807	9.02128	0.796128	-26.0687
80.8479	82.8455	8.57654	0.515332	-25.5133
82.4791	82.1478	8.96199	0.621706	-28.4642
81.2364	83.2551	8.53651	0.415151	-25.6249
81.2026	83.2718	9.06649	0.144874	-22.4672
81.5122	83.2632	9.06166	0.217705	-25.1847
81.0221	83.4951	9.09655	0.194759	-23.0039
81.4581	83.1613	9.09655	0.800746	-24.0783
80.777	82.6466	9.09655	0.341085	-25.3663
82.0275	83.6448	8.57543	0.388311	-27.865
81.646	82.721	9.0258	0.215267	-24.9439
81.2546	82.6219	8.59232	0.0111104	-24.9945
81.8616	83.1128	8.7716	0.453809	-25.2045
81.4802	83.5681	9.06725	0.41731	-22.7175
80.7154	82.5198	9.06725	0.0283252	-26.1623
82.6638	83.0302	8.93786	1.38924	-28.725
81.1799	83.2559	8.58414	0.676453	-25.8056
81.3164	83.4246	8.70589	0.731112	-25.9286
81.8669	83.5876	9.10385	0.45822	-23.119
81.0134	83.0956	9.10385	0.227098	-23.1713
81.7975	83.5971	9.10385	0.1374	-22.5599
81.6677	83.2691	9.03833	1.18801	-26.8415
81.4688	83.449	9.17073	1.06481	-25.503
81.4109	83.3756	9.10706	1.42288	-26.9596
80.9391	83.4233	9.10706	0.479568	-23.6011
81.9987	82.9856	8.80918	1.15665	-26.9848
81.3625	82.7381	8.54143	0.880738	-25.9701
81.6401	82.7214	8.51209	0.891754	-26.0909
82.1309	82.0564	8.74714	0.0911142	-28.2495
82.6041	82.4845	8.27314	0.284672	-27.2107
81.055	83.4578	8.63049	0.486119	-26.1705
81.4624	83.1947	9.10549	0.486119	-22.8884
81.9578	83.8857	9.16901	0.551001	-24.2525
81.6526	83.7959	9.16901	0.660884	-24.0771
81.2956	83.8257	9.16901	0.867254	-25.0235
81.1593	82.7728	9.16152	0.0662103	-24.033
81.3567	83.4306	9.10896	0.259505	-22.3852
82.0197	83.7928	9.14745	0.259505	-23.7755
80.2894	83.7577	9.07389	0.238295	-27.081
82.6935	83.3058	9.07248	0.8011	-26.5112
81.595	83.759	9.16264	0.844038	-24.6641
80.4885	83.344	9.05345	0.844038	-27.5363
78.4267	82.8277	8.22228	1.34009	-28.9104
79.4347	82.5405	8.22228	1.02897	-27.5061
81.4895	82.4661	9.09156	0.260758	-24.6074
81.7034	83.7171	9.12178	0.468394	-23.1206
82.6161	83.1361	8.74437	0.309141	-27.0809
81.2326	82.9773	8.87832	0.227095	-25.1348
81.529	82.8981	8.9014	0.346962	-24.8418
82.1761	82.9797	9.16377	0.249736	-24.0011
81.7109	82.768	8.65645	0.099713	-24.8342
81.2775	82.768	9.07151	0.380565	-23.6624
81.847	83.0071	8.90833	0.446739	-24.961
82.1832	82.1699	9.21443	1.28761	-28.9657
81.8268	83.4494	8.52384	0.522788	-26.4614
81.5393	83.4541	9.10091	0.971958	-24.6986
81.9509	83.8555	9.11411	0.268122	-23.5566
80.6808	82.9643	9.12133	0.0686118	-24.6617
81.3552	83.5073	9.12133	0.0137428	-22.272
81.5921	83.4296	9.07922	0.390053	-22.5619
81.0358	82.8964	9.07922	0.548061	-24.1156
81.5303	82.8209	8.60372	0.00349381	-24.6802
82.0064	82.3212	8.53542	0.0752002	-26.4814
82.4499	83.148	9.22018	0.617793	-26.4607
82.2498	83.7383	9.10978	0.291646	-24.2015
81.1504	82.8575	8.22572	0.532921	-26.9568
81.0719	82.843	8.66256	0.503697	-25.213
81.9008	83.1372	8.8547	1.17946	-26.8789
81.623	83.1372	9.15106	0.496932	-23.35
81.4515	82.5036	9.03503	0.607241	-25.8762
81.4945	83.1244	8.95314	0.271191	-24.9299
81.5106	83.1554	8.49326	0.582023	-25.4349
81.1728	83.0526	9.13606	0.728302	-24.1445
81.9859	83.0526	8.96928	0.371365	-25.0807
81.1095	82.9738	9.09519	0.968984	-25.3212
81.7983	83.3745	9.16327	0.710987	-24.0092
81.4244	82.4633	8.81395	0.994216	-26.7687
80.7564	82.3147	8.55269	0.541069	-26.7818
81.6298	82.614	8.91065	0.255487	-25.1775
80.7686	82.9137	8.81244	0.255487	-25.7248
80.4641	84.0236	9.08903	0.47466	-26.5561
82.807	84.2499	9.10519	1.36198	-29.1921
82.5004	79.5847	9.25023	0.769321	-30.2057
81.6802	82.8821	8.74459	0.846417	-25.7213
81.8955	82.5754	8.83676	0.350247	-25.4584
81.3817	82.6144	9.12329	0.400863	-24.1678
81.3978	83.0749	9.10532	0.415206	-22.8754
81.4679	83.8023	9.16309	0.110747	-23.2631
81.6788	83.8577	9.16309	0.0159597	-23.3863
82.1155	82.535	8.49097	0.308714	-25.9617
81.4117	82.7932	8.71473	0.58899	-25.1239
81.8486	83.48	9.10714	0.126342	-22.4905
82.29	83.4125	9.20889	0.328051	-26.1145
82.2851	83.5785	8.88296	1.18486	-27.6321
81.4777	83.2941	9.15846	0.835428	-24.5034
80.7634	82.4518	8.53642	0.0875626	-26.3151
80.2309	82.1793	8.50714	0.416563	-28.7978
81.1213	82.911	8.74285	1.33804	-27.5478
80.8495	83.3432	9.06679	0.249208	-23.5552
81.4952	83.7167	9.06679	0.0782618	-22.5731
81.6386	82.9401	9.1808	0.344394	-23.303
81.344	83.4658	9.1808	1.08487	-25.6782
81.049	83.0508	8.73232	0.38425	-25.2218
81.8108	83.567	9.09119	0.535065	-23.211
82.0388	83.5874	9.09119	0.45855	-23.4806
81.82	83.3268	9.11851	0.301879	-22.5886
81.7246	83.2685	9.07517	0.301879	-22.4804
81.434	83.2685	9.11935	0.301879	-22.3988
80.818	83.673	9.07207	0.194093	-23.9833
81.5059	83.0516	9.08761	0.156961	-22.4084
81.5594	82.7376	8.84586	2.4109	-32.3439
81.0167	82.6776	8.69546	1.29421	-27.6324
81.7	83.4309	8.96374	0.51882	-25.5229
82.4635	84.0402	9.07381	0.474351	-26.0337
81.0223	83.5585	8.90303	0.139439	-27.1272
80.9243	83.3368	9.10498	0.339432	-23.3937
81.4497	83.2586	9.16119	0.620498	-23.7002
81.4213	83.1061	8.78309	1.08097	-26.4231
81.9256	83.177	8.62567	0.31051	-25.3682
81.2824	82.8004	9.08587	0.226141	-23.3001
81.7625	82.7964	9.03817	0.988724	-26.2891
81.1639	82.9232	9.14757	0.495169	-24.1903
82.2277	82.9018	9.0777	0.181109	-24.1708
81.4333	83.3159	9.0777	0.181109	-22.206
81.1828	83.2607	9.09777	0.729555	-23.908
79.5895	83.3568	8.67171	1.5013	-30.5379
81.8137	82.8368	8.52397	0.239299	-25.0724
82.1806	82.4097	8.83307	0.473092	-26.5217
81.4323	83.4713	9.14944	0.9876	-25.1654
81.0623	83.8159	9.14944	1.19058	-26.654
81.4085	82.9814	8.5873	0.0504789	-24.9719
81.3055	83.6783	9.13385	0.757618	-23.9688
81.3055	83.6134	9.1088	0.180351	-22.5553
81.4652	83.1781	9.1088	0.21643	-22.314
81.5309	82.7702	8.92641	1.09572	-26.6728
80.9847	82.7352	9.17457	0.233785	-24.8157
82.3266	83.8526	9.09209	1.04212	-26.2567
80.8468	84.2089	9.10853	0.299546	-25.7586
81.5087	82.823	9.16429	0.299546	-23.5441
80.8232	82.8868	8.71151	0.482625	-25.5931
81.4315	82.8738	8.78576	0.450077	-24.8746
81.828	83.3497	9.08079	0.0863228	-22.3637
