"res1"	"res2"	"tau1"	"Y1_gamma1"	"LogPost"
123.735	119.751	3.71923	2.88188	-29.2096
123.735	118.096	4.09246	1.01607	-25.4213
124.377	118.738	4.01641	0.524307	-23.7287
124.914	115.139	3.8072	1.29307	-30.9537
124.754	117.533	3.97995	0.885809	-24.4314
123.766	118.533	4.05369	2.30717	-27.4034
125.066	118.088	4.01296	0.678042	-24.1702
124.366	118.563	3.96445	0.755938	-23.6369
124.255	118.548	4.12456	0.888903	-23.8729
125.162	118.548	3.95929	1.65478	-25.8621
125.162	118.356	3.89416	0.862149	-24.3998
125.389	118.87	3.78664	0.611744	-25.4031
124.739	119.056	3.75503	1.1323	-24.2705
124.768	118.027	3.86137	0.871181	-23.8279
124.768	117.909	4.03498	0.374303	-23.9546
124.572	118.497	3.73512	0.133232	-23.6237
124.572	117.96	3.99063	0.681744	-23.7132
124.572	117.752	3.93496	0.835134	-24.0162
124.683	118.606	3.9726	0.719474	-23.4598
124.254	119.731	3.73573	1.49902	-25.6173
124.725	118.945	4.07387	0.211226	-23.8686
124.662	119.779	3.99906	1.96227	-26.6818
123.381	118.879	3.87457	1.96227	-27.198
123.786	118.315	3.71904	1.69533	-25.9084
123.396	118.396	3.84769	1.63718	-26.6343
124.934	117.284	3.78641	2.41673	-28
124.488	118.775	4.08793	2.16936	-26.75
124.488	118.029	3.90315	1.06367	-24.0141
124.587	119.079	3.86239	0.0253322	-24.2226
124.587	119.138	4.11655	0.351291	-24.0996
124.401	122.131	3.18739	2.81398	-32.895
114.866	121.447	2.71611	3.2644	-34.4272
110.732	122.768	2.71611	4.29516	-35.2865
112.893	122.768	2.84268	4.47938	-34.9311
112.478	123.944	2.64482	4.12267	-34.646
108.97	124.057	2.83222	5.23443	-37.0939
109.208	123.441	2.84033	5.77077	-37.5885
110.63	124.537	2.63522	3.9157	-35.4767
114.509	123.588	2.71018	3.28334	-33.0045
119.838	123.713	2.65527	3.28334	-32.6271
111.739	121.608	2.77777	4.19456	-35.6132
124.485	122.135	3.67554	4.15785	-33.2295
123.042	121.564	4.00834	4.33838	-33.6346
124.139	114.177	3.81111	1.47255	-33.8058
123.44	116.323	4.13724	1.92787	-28.4832
125.318	118.764	3.70547	1.92787	-26.8397
125.164	118.62	4.02283	0.70404	-24.322
123.846	119.164	3.72124	1.42968	-25.5134
124.03	120.19	4.02974	1.01959	-26.5926
124.934	118.916	3.89047	0.65027	-23.8971
124.633	118.482	3.86197	0.0917054	-23.5929
124.633	118.405	3.86762	1.23893	-24.2285
124.369	118.39	3.91687	0.492549	-23.6968
125.042	118.893	3.75324	0.58505	-24.1219
125.042	118.556	3.94231	0.713781	-23.9615
124.113	118.061	3.77298	0.713781	-24.3734
124.113	117.873	3.66917	0.713781	-24.5742
125.369	118.232	3.82732	0.713781	-25.1518
124.208	116.981	3.87565	0.713781	-26.2674
124.208	118.747	4.08916	0.853168	-23.999
124.969	119.38	3.98981	1.51884	-25.5722
125.057	118.62	4.03727	1.16164	-24.5656
124.436	117.701	3.8686	0.601104	-24.2333
124.436	119.645	3.76602	0.122069	-26.0591
124.633	118.706	4.01997	0.525233	-23.4516
124.344	119.291	3.7489	0.141317	-25.1356
124.344	118.071	4.12877	0.201746	-24.31
124.458	117.812	3.80012	0.604278	-24.0163
124.344	118.806	4.04107	1.53418	-24.9932
124.344	119.098	3.69341	0.745174	-24.0402
124.612	117.794	3.72269	0.959957	-24.0678
124.751	118.117	4.06929	0.368556	-23.6645
124.751	118.304	4.09436	0.368556	-23.516
124.399	118.71	4.10435	0.317143	-23.8525
124.766	119.194	3.80536	0.751666	-24.0246
124.766	118.875	4.13617	0.751666	-23.673
125.14	117.493	4.00056	1.0776	-25.2876
125.235	117.72	4.05711	0.22558	-25.7562
124.395	118.208	3.69438	1.1718	-24.1518
124.566	119.388	3.7401	1.05889	-24.4309
125.184	118.32	3.96843	0.92179	-24.5261
124.092	117.366	4.04699	1.10256	-25.2212
124.439	118.369	4.09396	0.94903	-23.7261
124.439	119.011	3.94268	0.745282	-23.8183
124.553	119.011	3.84853	0.78326	-23.7559
124.589	118.007	3.85469	0.567861	-23.6691
124.589	118.575	3.80271	0.411457	-23.4544
124.589	117.4	3.95611	0.991361	-24.6428
124.404	118.514	3.99271	0.273226	-23.8079
124.264	119.332	3.92192	1.43199	-25.0891
124.493	118.522	3.68452	1.79709	-25.6502
125.321	118.656	3.75599	1.26669	-25.3941
124.105	118.656	3.72713	0.302748	-24.8512
125.438	118.656	3.94693	0.703664	-25.4459
124.08	117.741	4.05627	0.0979308	-26.156
125.058	115.987	4.04084	1.46467	-28.2261
125.068	118.426	4.10203	1.30753	-24.8745
125.058	118.344	3.81028	0.00967567	-24.231
125.165	118.078	3.68095	0.00967567	-24.8821
123.963	117.739	4.12059	0.00967567	-26.9098
124.106	119.503	3.96597	0.241516	-26.5238
123.066	120.174	4.33037	1.99165	-30.5256
123.148	118.036	3.7936	3.18523	-30.2355
123.891	118.797	3.91934	0.760379	-25.0324
124.566	118	3.81255	0.0756158	-24.0559
124.523	118.684	4.00037	0.594149	-23.4798
124.523	119.895	4.07142	0.788788	-25.4142
124.546	118.667	4.12554	0.395186	-23.5307
124.232	117.69	3.82786	0.739759	-24.5031
124.232	117.924	3.67085	0.158357	-24.9765
124.574	118.127	3.7296	0.454723	-23.6019
124.147	118.266	3.93087	1.05194	-24.2358
124.271	119.82	3.84711	1.12569	-25.3138
124.271	118.227	3.72983	0.359939	-24.1715
124.759	118.727	4.15122	1.21435	-24.2801
124.518	118.577	4.04259	0.512288	-23.4639
124.518	118.577	3.70757	0.931864	-23.6615
124.518	118.763	3.91647	0.308571	-23.69
124.518	118.763	4.14184	1.29968	-24.3832
123.919	117.462	4.10952	1.09143	-25.4666
123.93	119.386	4.01547	1.31833	-25.3959
124.707	117.871	4.07711	1.02553	-24.1133
124.707	118.83	4.08432	0.760278	-23.6049
123.258	116.344	3.8487	2.17318	-29.0137
125.177	119.029	4.11026	1.66282	-26.0192
124.337	119.539	4.09078	0.297292	-25.6328
123.771	118.667	4.06929	1.53889	-25.6327
124.531	119.519	4.05422	1.95884	-26.4428
123.28	119.519	4.15012	1.20469	-27.6974
124.761	119	4.15012	0.647243	-23.7501
125.03	119.454	4.07258	1.08323	-25.0133
124.06	119.891	3.76728	2.13402	-27.2322
124.241	118.128	3.73768	0.916269	-24.0184
124.675	118.227	3.77371	1.60142	-25.1907
124.021	119.34	3.99021	1.09905	-24.9985
125.339	119.34	4.00871	0.384557	-26.2227
124.998	118.643	4.00194	0.811987	-23.9492
124.395	118.718	3.74476	0.648662	-23.6362
124.395	118.972	3.83728	0.654089	-23.8383
124.395	118.972	3.78697	0.976646	-23.9697
124.764	118.393	4.02253	0.976646	-23.7986
124.764	117.893	3.88316	0.239696	-24.1009
124.764	118.317	3.98373	0.239696	-23.5877
124.764	119.174	4.12085	1.32003	-24.7493
124.764	116.918	4.04647	1.32003	-25.8575
124.263	118.798	4.01188	0.787789	-23.9055
124.946	118.322	3.95444	0.964389	-24.0302
125.565	117.751	3.73031	0.964389	-26.3954
124.821	118.071	4.08389	1.37625	-24.7742
124.312	119.357	3.75611	0.817481	-24.4458
124.951	118.797	3.8877	1.2682	-24.6443
124.951	118.939	4.03262	0.592273	-23.9525
124.818	118.478	3.94909	0.443333	-23.5016
124.704	118.257	3.8104	0.443333	-23.486
124.704	118.065	3.97453	0.461056	-23.6442
124.704	118.065	3.69281	0.0519423	-23.8946
124.401	118.708	3.76207	0.0519423	-24.0398
124.589	116.993	4.05249	0.982599	-25.4555
124.589	117.029	3.88831	0.982599	-25.3714
124.589	117.946	4.07602	0.841804	-23.7956
124.589	117.533	4.0317	0.841804	-24.352
124.589	118.802	3.69401	0.869812	-23.6548
124.582	118.802	4.00183	1.28552	-24.3709
124.094	118.602	4.04253	1.19126	-24.4776
125.287	118.41	3.75205	0.0805228	-25.1705
124.606	119.845	3.86005	1.67311	-26.044
125.116	117.618	4.02374	0.395732	-25.2689
124.604	119.26	3.74077	0.394157	-24.2919
124.021	118.374	4.1145	0.504936	-24.821
124.752	117.963	3.84945	0.20066	-24
124.752	117.056	3.83375	0.562466	-25.8911
124.035	118.102	3.70094	1.09344	-24.5657
124.654	117.48	4.00497	0.528902	-24.6459
124.726	119.689	3.76677	1.02129	-24.9214
123.504	117.567	3.68903	2.09987	-27.4588
125.36	118.86	3.94901	0.0198406	-25.8175
123.913	119.126	4.14238	0.532135	-25.7797
125.046	119.146	3.92557	0.430118	-24.5665
124.532	117.462	3.81223	1.13528	-24.6876
124.805	119.213	4.10852	1.13528	-24.4701
124.262	116.603	3.77537	1.7251	-26.8423
124.198	118.95	3.72206	0.625147	-24.2523
125.305	119.272	3.88637	0.938779	-25.4145
124.806	119.509	3.9158	1.06383	-24.7313
124.6	116.875	3.70111	1.22172	-25.7597
124.265	117.598	4.02193	1.22172	-24.779
124.348	119.16	4.01776	1.31223	-24.6656
124.348	118.896	3.9847	0.172167	-24.3108
124.4	117.448	4.10292	1.00579	-24.6374
124.432	116.877	3.72845	0.837477	-25.9504
124.597	118.589	3.77219	0.826493	-23.5288
125.105	118.589	3.81599	0.124048	-24.345
124.621	118.589	4.0584	0.418208	-23.4407
124.776	118.026	3.77263	0.750373	-23.7349
124.465	118.026	3.82099	0.45627	-23.8231
125.274	118.735	3.68554	0.886711	-24.8127
123.987	118.102	3.87869	0.535356	-25.0815
123.977	119.388	3.81056	0.188803	-27.007
123.903	118.055	3.73789	0.442408	-25.7945
124.439	117.27	3.72044	2.15093	-27.0775
124.212	117.374	3.77475	0.337501	-26.1332
124.327	117.408	3.83139	1.16014	-24.8826
124.229	118.413	3.75305	0.658297	-23.9078
124.25	118.578	3.86094	0.658297	-23.8603
124.921	119.12	3.76538	0.333887	-24.3015
124.918	117.633	4.00403	0.657745	-24.4554
125.038	118.254	3.8079	0.592854	-23.9725
124.817	117.982	3.72537	0.592854	-23.787
124.726	118.623	3.8556	0.122161	-23.6041
124.726	117.905	3.86098	0.122161	-24.1455
124.819	119.25	4.13561	0.12651	-24.5989
124.749	119.078	3.8287	0.0631047	-24.1795
125.072	118.13	3.79391	0.419455	-24.2246
124.941	116.227	3.88518	1.81356	-27.7779
124.48	118.363	4.02363	1.47153	-24.7703
123.206	118.181	3.73468	1.38547	-27.2329
124.678	117.963	3.90514	2.01071	-26.4144
124.744	118.811	4.02476	0.16058	-23.7367
124.896	118.677	3.87651	0.884139	-23.8491
124.896	118.164	4.0092	0.500785	-23.7338
124.126	118.604	4.11191	0.297468	-24.7397
125.173	119.438	3.68655	0.5341	-25.4775
124.952	118.859	3.7772	0.5341	-23.8834
124.193	118.859	3.70823	0.90946	-24.1136
124.751	117.877	3.84616	0.923239	-24.0063
124.152	119.841	3.97252	0.00514539	-27.9707
124.404	118.479	4.14871	0.423582	-23.669
124.404	117.553	3.78485	0.548401	-24.6476
124.548	118.994	4.11016	0.581836	-23.726
124.548	118.539	3.79739	0.632093	-23.4216
124.556	119.087	3.67302	0.632093	-23.8267
125.097	118.457	3.79176	0.632093	-24.0822
125.122	119.721	3.76183	2.36618	-28.0405
123.595	118.403	4.06989	1.35423	-25.8177
125.591	120.018	3.76167	1.43548	-27.6166
124.72	118.025	4.06861	1.28273	-24.4955
124.864	119.228	4.05107	0.738809	-24.184
124.565	119.299	3.80548	0.472071	-24.3072
123.369	118.503	3.71313	1.97962	-27.2097
124.659	117.168	4.09369	0.9524	-25.083
124.047	117.568	3.79219	1.33088	-25.2352
124.047	117.323	3.94042	1.33088	-25.5153
124.146	120.426	3.85171	2.02393	-27.4489
124.87	118.042	3.84575	1.01271	-24.1175
124.715	118.042	4.1037	0.223433	-23.8435
124.948	118.381	3.7831	1.35873	-24.7997
124.828	118.661	3.95009	1.12291	-24.1405
124.318	119.738	3.91574	1.5554	-25.6937
124.787	119.584	3.74568	1.5554	-25.6332
124.318	119.598	3.70578	1.61073	-25.6653
124.158	117.964	3.68186	1.12431	-24.4548
124.906	116.459	3.87908	1.55549	-27.0567
124.143	118.598	3.86167	0.160582	-24.8587
124.947	118.598	3.70562	0.396618	-23.7503
124.708	118.026	3.80051	1.2481	-24.4111
124.798	118.431	3.95468	0.728609	-23.5353
124.824	117.997	4.01516	0.918195	-23.9632
124.602	118.444	3.89928	0.789758	-23.4853
124.245	118.283	3.83491	0.471279	-24.0692
124.915	118.925	4.00331	0.544601	-23.8748
125.412	117.925	3.74013	0.429835	-25.9592
124.57	118.249	4.06377	0.197895	-23.6843
124.595	118.499	3.86844	0.59967	-23.3951
124.53	118.499	4.03737	0.452838	-23.4672
124.948	118.499	3.80747	0.452838	-23.7134
124.948	118.935	3.8635	0.319838	-24.0707
125.067	117.323	3.80014	0.0644214	-26.5128
123.909	117.559	3.99982	1.64576	-25.9627
124.05	116.88	4.10098	1.3387	-26.1857
124.538	116.748	3.93336	1.74497	-26.6485
125.019	118.041	4.0682	1.49624	-25.3268
124.3	118.368	3.85592	0.939895	-23.8552
125.059	119.739	3.79696	0.478496	-26.0528
124.306	118.981	3.99337	0.609727	-24.0333
124.854	118.773	4.11792	0.54011	-23.6387
124.178	118.696	3.96115	0.88667	-24.051
123.504	119.928	4.07668	1.56658	-27.1575
124.26	119.329	4.08427	0.943605	-24.4846
124.203	119.329	3.76284	1.03143	-24.6109
124.565	118.53	3.73857	0.584616	-23.4086
124.885	118.507	3.69208	0.518676	-23.5828
124.624	118.426	4.08253	0.372383	-23.4528
123.93	118.781	3.82621	2.13197	-26.8174
125.382	118.502	3.75201	0.594332	-25.2049
124.177	118.621	4.07588	1.23004	-24.4201
125.033	118.764	4.13664	1.1503	-24.5357
124.845	117.862	3.74948	0.671664	-23.9713
124.147	118.514	3.92988	1.13401	-24.3028
123.431	117.807	3.86971	1.57997	-26.6801
125.129	118.504	3.7831	0.300631	-24.3171
124.51	119.52	4.12539	1.67398	-25.7183
123.608	117.829	3.8288	2.12231	-27.2415
124.416	116.676	3.93764	1.70004	-26.6583
124.416	119.021	4.05483	2.00255	-26.3169
124.451	118.02	3.72089	0.994607	-23.9364
125.051	119.665	3.87558	1.35669	-25.6828
125.079	117.967	4.12352	1.79118	-26.1837
124.197	120.581	4.0619	1.03833	-27.3259
124.197	117.996	3.97193	1.00334	-24.2448
125.08	118.166	3.84163	0.766567	-24.1822
123.559	117.897	4.09881	1.03488	-26.2597
124.929	118.305	3.85626	0.706036	-23.74
124.534	117.832	3.76067	0.706036	-23.8894
125.191	117.411	4.04835	0.917042	-25.4824
124.911	118.083	4.05609	0.741077	-23.8584
