res1           res2           tau1           Y1_gamma1      LogPost        
   0.745356E+02   0.105387E+03   0.889479E+01   0.164849E+02  -0.164409E+02
   0.101590E+03   0.892736E+02   0.931629E+01   0.346197E+02  -0.181181E+02
   0.908209E+02   0.970993E+02   0.956680E+01   0.281759E+02  -0.171147E+02
   0.660363E+02   0.105085E+03   0.860520E+01   0.161702E+02  -0.174233E+02
   0.977696E+02   0.104908E+03   0.868520E+01   0.150567E+02  -0.162793E+02
   0.805811E+02   0.110936E+03   0.934497E+01   0.128069E+02  -0.158773E+02
   0.867615E+02   0.100083E+03   0.914683E+01   0.150837E+02  -0.151284E+02
   0.717456E+02   0.924791E+02   0.821864E+01   0.705184E+01  -0.142125E+02
   0.889288E+02   0.930201E+02   0.933866E+01   0.127261E+02  -0.139986E+02
   0.789359E+02   0.860027E+02   0.879581E+01   0.208890E+02  -0.159854E+02
   0.715598E+02   0.938937E+02   0.868117E+01   0.224397E+02  -0.166180E+02
   0.786875E+02   0.893428E+02   0.873478E+01   0.179727E+02  -0.154304E+02
   0.848803E+02   0.878435E+02   0.833374E+01   0.794797E+00  -0.669118E+01
   0.862731E+02   0.906050E+02   0.844447E+01   0.794797E+00  -0.689649E+01
   0.862731E+02   0.889823E+02   0.905112E+01   0.498876E+00  -0.569266E+01
   0.862731E+02   0.844656E+02   0.955546E+01   0.449425E+00  -0.814544E+01
   0.852176E+02   0.854076E+02   0.939139E+01   0.174108E+01  -0.893653E+01
   0.866859E+02   0.863720E+02   0.865939E+01   0.169060E+01  -0.783953E+01
   0.857121E+02   0.897661E+02   0.827912E+01   0.242276E+01  -0.870430E+01
   0.832070E+02   0.891399E+02   0.814165E+01   0.324263E+01  -0.944025E+01
   0.872091E+02   0.912991E+02   0.926592E+01   0.115779E+01  -0.822655E+01
   0.841502E+02   0.882768E+02   0.893158E+01   0.172976E+01  -0.819280E+01
   0.866576E+02   0.878776E+02   0.866933E+01   0.543689E+00  -0.595607E+01
   0.882282E+02   0.870798E+02   0.881879E+01   0.114486E+01  -0.838070E+01
   0.879936E+02   0.826866E+02   0.882231E+01   0.335537E+01  -0.114633E+02
   0.849632E+02   0.894213E+02   0.954320E+01   0.273332E+01  -0.930170E+01
   0.908201E+02   0.108460E+03   0.954320E+01   0.851254E+01  -0.153350E+02
   0.792820E+02   0.844730E+02   0.934786E+01   0.828595E+01  -0.136649E+02
   0.992326E+02   0.704638E+02   0.828372E+01   0.157098E+02  -0.169070E+02
   0.100919E+03   0.853359E+02   0.942104E+01   0.212861E+02  -0.165509E+02
   0.985806E+02   0.932475E+02   0.844046E+01   0.189922E+02  -0.159422E+02
   0.905943E+02   0.867171E+02   0.873321E+01   0.459052E+01  -0.109736E+02
   0.834035E+02   0.904473E+02   0.906126E+01   0.265786E+01  -0.955846E+01
   0.840462E+02   0.927020E+02   0.889269E+01   0.351507E+01  -0.105353E+02
   0.870067E+02   0.865187E+02   0.952518E+01   0.132877E+01  -0.736065E+01
   0.870067E+02   0.880740E+02   0.896502E+01   0.477376E+00  -0.621276E+01
   0.837528E+02   0.909507E+02   0.839109E+01   0.193887E+01  -0.940281E+01
   0.855550E+02   0.894691E+02   0.857338E+01   0.784139E+00  -0.636085E+01
   0.855550E+02   0.910037E+02   0.841441E+01   0.784139E+00  -0.751475E+01
   0.878889E+02   0.897616E+02   0.887857E+01   0.148878E+01  -0.783966E+01
   0.831339E+02   0.893079E+02   0.908199E+01   0.690455E+01  -0.117373E+02
   0.929567E+02   0.807875E+02   0.955863E+01   0.818151E+01  -0.132924E+02
   0.862651E+02   0.894914E+02   0.836468E+01   0.148950E+01  -0.697861E+01
   0.907476E+02   0.839345E+02   0.930057E+01   0.137138E+02  -0.143341E+02
   0.913227E+02   0.878957E+02   0.826809E+01   0.654442E+01  -0.116707E+02
