res1           Y1_gamma1      LogPost        
   0.934989E+02   0.105448E+02  -0.380938E+03
   0.932841E+02   0.103434E+02  -0.380878E+03
   0.905615E+02   0.110953E+02  -0.381903E+03
   0.929798E+02   0.105461E+02  -0.380570E+03
   0.918217E+02   0.117757E+02  -0.381295E+03
   0.923609E+02   0.117149E+02  -0.381082E+03
   0.928252E+02   0.107557E+02  -0.380469E+03
   0.898613E+02   0.108133E+02  -0.383193E+03
   0.924455E+02   0.118831E+02  -0.381314E+03
   0.920947E+02   0.101006E+02  -0.380847E+03
   0.919197E+02   0.109166E+02  -0.380538E+03
   0.950131E+02   0.108134E+02  -0.383196E+03
   0.926934E+02   0.111725E+02  -0.380571E+03
   0.917779E+02   0.118267E+02  -0.381384E+03
   0.935634E+02   0.106914E+02  -0.380953E+03
   0.939033E+02   0.103539E+02  -0.381525E+03
   0.933514E+02   0.109660E+02  -0.380785E+03
   0.927504E+02   0.114086E+02  -0.380771E+03
   0.929689E+02   0.105761E+02  -0.380554E+03
   0.925155E+02   0.112857E+02  -0.380629E+03
   0.933166E+02   0.106492E+02  -0.380748E+03
   0.908768E+02   0.107359E+02  -0.381441E+03
   0.918840E+02   0.911043E+01  -0.383497E+03
   0.910203E+02   0.109761E+02  -0.381264E+03
   0.915721E+02   0.115789E+02  -0.381186E+03
   0.927008E+02   0.120367E+02  -0.381577E+03
   0.930873E+02   0.989775E+01  -0.381302E+03
   0.922564E+02   0.107545E+02  -0.380418E+03
   0.903365E+02   0.101906E+02  -0.382769E+03
   0.909201E+02   0.108067E+02  -0.381374E+03
   0.916388E+02   0.121973E+02  -0.382036E+03
   0.916906E+02   0.112129E+02  -0.380789E+03
   0.923854E+02   0.113859E+02  -0.380713E+03
   0.904383E+02   0.109599E+02  -0.382073E+03
   0.956130E+02   0.104670E+02  -0.384989E+03
   0.926655E+02   0.108906E+02  -0.380443E+03
   0.908356E+02   0.108083E+02  -0.381485E+03
   0.927806E+02   0.102765E+02  -0.380658E+03
   0.933008E+02   0.112051E+02  -0.380860E+03
   0.921101E+02   0.109150E+02  -0.380471E+03
   0.919065E+02   0.130944E+02  -0.383808E+03
   0.940698E+02   0.127747E+02  -0.383794E+03
   0.929049E+02   0.102629E+02  -0.380718E+03
   0.916698E+02   0.982562E+01  -0.381522E+03
   0.924314E+02   0.101205E+02  -0.380766E+03
   0.934172E+02   0.110002E+02  -0.380846E+03
   0.921330E+02   0.125488E+02  -0.382530E+03
   0.925583E+02   0.113645E+02  -0.380698E+03
   0.931139E+02   0.107093E+02  -0.380602E+03
   0.920233E+02   0.117796E+02  -0.381227E+03
   0.938892E+02   0.100255E+02  -0.381917E+03
   0.900478E+02   0.965143E+01  -0.384594E+03
   0.932678E+02   0.110354E+02  -0.380749E+03
   0.917607E+02   0.115323E+02  -0.381029E+03
   0.925731E+02   0.106621E+02  -0.380419E+03
   0.939431E+02   0.989054E+01  -0.382237E+03
   0.905588E+02   0.989900E+01  -0.382853E+03
   0.932589E+02   0.113367E+02  -0.380928E+03
   0.931621E+02   0.111975E+02  -0.380768E+03
   0.932391E+02   0.108725E+02  -0.380685E+03
   0.917386E+02   0.117619E+02  -0.381315E+03
   0.901955E+02   0.119586E+02  -0.383156E+03
   0.932420E+02   0.101061E+02  -0.381094E+03
   0.931879E+02   0.113346E+02  -0.380883E+03
   0.921860E+02   0.115522E+02  -0.380905E+03
   0.932057E+02   0.116861E+02  -0.381257E+03
   0.923326E+02   0.111830E+02  -0.380556E+03
   0.936965E+02   0.117947E+02  -0.381751E+03
   0.922551E+02   0.104645E+02  -0.380490E+03
   0.906262E+02   0.114552E+02  -0.382006E+03
   0.906312E+02   0.113654E+02  -0.381934E+03
   0.911195E+02   0.106799E+02  -0.381155E+03
   0.930185E+02   0.994647E+01  -0.381177E+03
   0.910408E+02   0.112640E+02  -0.381364E+03
   0.916690E+02   0.102844E+02  -0.380871E+03
   0.929792E+02   0.106285E+02  -0.380545E+03
   0.930311E+02   0.993920E+01  -0.381197E+03
   0.922837E+02   0.109573E+02  -0.380449E+03
   0.910552E+02   0.110272E+02  -0.381237E+03
   0.938845E+02   0.104573E+02  -0.381418E+03
   0.916803E+02   0.110839E+02  -0.380722E+03
   0.944025E+02   0.109786E+02  -0.382023E+03
   0.933411E+02   0.999930E+01  -0.381328E+03
   0.917207E+02   0.103630E+02  -0.380770E+03
   0.921082E+02   0.103372E+02  -0.380604E+03
   0.916814E+02   0.117465E+02  -0.381324E+03
   0.931940E+02   0.103764E+02  -0.380787E+03
   0.916317E+02   0.106904E+02  -0.380686E+03
   0.930042E+02   0.106012E+02  -0.380564E+03
   0.909235E+02   0.120767E+02  -0.382391E+03
   0.925949E+02   0.106359E+02  -0.380426E+03
   0.902775E+02   0.116142E+02  -0.382653E+03
   0.927132E+02   0.114943E+02  -0.380848E+03
   0.918187E+02   0.103322E+02  -0.380734E+03
   0.938314E+02   0.116989E+02  -0.381760E+03
   0.931299E+02   0.103716E+02  -0.380748E+03
   0.924902E+02   0.124413E+02  -0.382285E+03
   0.918222E+02   0.103000E+02  -0.380759E+03
   0.921215E+02   0.119330E+02  -0.381423E+03
   0.920861E+02   0.107153E+02  -0.380458E+03
   0.920861E+02   0.104754E+02  -0.380524E+03
   0.930571E+02   0.110655E+02  -0.380639E+03
   0.924238E+02   0.117978E+02  -0.381192E+03
   0.930721E+02   0.116798E+02  -0.381181E+03
   0.925770E+02   0.103741E+02  -0.380537E+03
   0.926376E+02   0.954840E+01  -0.381874E+03
   0.925061E+02   0.104095E+02  -0.380507E+03
   0.910430E+02   0.112925E+02  -0.381380E+03
   0.933316E+02   0.126065E+02  -0.382872E+03
   0.925143E+02   0.129945E+02  -0.383491E+03
   0.937771E+02   0.115832E+02  -0.381578E+03
   0.918321E+02   0.970319E+01  -0.381667E+03
   0.898079E+02   0.117092E+02  -0.383551E+03
   0.914540E+02   0.117440E+02  -0.381462E+03
   0.904051E+02   0.110181E+02  -0.382132E+03
   0.917709E+02   0.109103E+02  -0.380609E+03
   0.945322E+02   0.945399E+01  -0.384512E+03
   0.930154E+02   0.100425E+02  -0.381029E+03
   0.930154E+02   0.999414E+01  -0.381100E+03
   0.933605E+02   0.105620E+02  -0.380810E+03
   0.926246E+02   0.113566E+02  -0.380699E+03
   0.931007E+02   0.100259E+02  -0.381104E+03
   0.930382E+02   0.963785E+01  -0.381816E+03
   0.919499E+02   0.111438E+02  -0.380621E+03
   0.920387E+02   0.115993E+02  -0.380994E+03
   0.931497E+02   0.111937E+02  -0.380759E+03
   0.930363E+02   0.115695E+02  -0.381035E+03
   0.941656E+02   0.996416E+01  -0.382454E+03
   0.947760E+02   0.982922E+01  -0.383983E+03
   0.932971E+02   0.120590E+02  -0.381842E+03
   0.937256E+02   0.110910E+02  -0.381162E+03
   0.912658E+02   0.105311E+02  -0.381052E+03
   0.931065E+02   0.112998E+02  -0.380811E+03
   0.914241E+02   0.119969E+02  -0.381839E+03
   0.913262E+02   0.104417E+02  -0.381042E+03
   0.918426E+02   0.119644E+02  -0.381559E+03
   0.923897E+02   0.118017E+02  -0.381198E+03
   0.931158E+02   0.986293E+01  -0.381384E+03
   0.923315E+02   0.107475E+02  -0.380409E+03
   0.922370E+02   0.955009E+01  -0.381871E+03
   0.947924E+02   0.109578E+02  -0.382711E+03
   0.914408E+02   0.105848E+02  -0.380862E+03
   0.912184E+02   0.104236E+02  -0.381167E+03
   0.934797E+02   0.114313E+02  -0.381166E+03
   0.931351E+02   0.102679E+02  -0.380838E+03
   0.914405E+02   0.105128E+02  -0.380893E+03
   0.915403E+02   0.115310E+02  -0.381155E+03
   0.916205E+02   0.121901E+02  -0.382034E+03
   0.900285E+02   0.108022E+02  -0.382847E+03
   0.934316E+02   0.126587E+02  -0.383039E+03
   0.923296E+02   0.120547E+02  -0.381586E+03
   0.920243E+02   0.110181E+02  -0.380531E+03
   0.936126E+02   0.106849E+02  -0.381003E+03
   0.918871E+02   0.135236E+02  -0.384900E+03
   0.922282E+02   0.107404E+02  -0.380423E+03
   0.917007E+02   0.113957E+02  -0.380926E+03
   0.930413E+02   0.112133E+02  -0.380716E+03
   0.931904E+02   0.101614E+02  -0.380987E+03
   0.931973E+02   0.954555E+01  -0.382169E+03
   0.941640E+02   0.105869E+02  -0.381733E+03
   0.931797E+02   0.121582E+02  -0.381943E+03
   0.905697E+02   0.115183E+02  -0.382136E+03
   0.946231E+02   0.120954E+02  -0.383263E+03
   0.937028E+02   0.101503E+02  -0.381492E+03
   0.927944E+02   0.106525E+02  -0.380468E+03
   0.914894E+02   0.116295E+02  -0.381298E+03
   0.913519E+02   0.129317E+02  -0.383688E+03
