X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.174143E+00   0.174143E+00   0.979068E+02   0.979068E+02   0.924440E+02   0.546279E+01   0.500152E+00
   0.284945E+00   0.284945E+00   0.973228E+02   0.973228E+02   0.924440E+02   0.487880E+01   0.450060E+00
   0.311870E+00   0.311870E+00   0.102284E+03   0.102284E+03   0.924440E+02   0.983985E+01   0.905589E+00
   0.457010E+00   0.457010E+00   0.100725E+03   0.100725E+03   0.924440E+02   0.828112E+01   0.763392E+00
   0.527139E+00   0.527139E+00   0.994530E+02   0.994530E+02   0.924440E+02   0.700900E+01   0.648368E+00
   0.638574E+00   0.638574E+00   0.991103E+02   0.991103E+02   0.924440E+02   0.666628E+01   0.614504E+00
   0.750752E+00   0.750752E+00   0.972436E+02   0.972436E+02   0.924440E+02   0.479957E+01   0.438982E+00
   0.817560E+00   0.817560E+00   0.999417E+02   0.999417E+02   0.924440E+02   0.749771E+01   0.686613E+00
   0.952867E+00   0.952867E+00   0.103746E+03   0.103746E+03   0.924440E+02   0.113016E+02   0.103633E+01
   0.983276E+00   0.983276E+00   0.100055E+03   0.100055E+03   0.924440E+02   0.761126E+01   0.703741E+00
   0.106656E+01   0.106656E+01   0.101796E+03   0.101796E+03   0.924440E+02   0.935201E+01   0.855279E+00
   0.107486E+01   0.107486E+01   0.100635E+03   0.100635E+03   0.924440E+02   0.819078E+01   0.753748E+00
   0.116343E+01   0.116343E+01   0.103111E+03   0.103111E+03   0.924440E+02   0.106671E+02   0.970526E+00
   0.125506E+01   0.125506E+01   0.989550E+02   0.989550E+02   0.924440E+02   0.651097E+01   0.599714E+00
   0.138438E+01   0.138438E+01   0.974092E+02   0.974092E+02   0.924440E+02   0.496518E+01   0.454126E+00
   0.139390E+01   0.139390E+01   0.100831E+03   0.100831E+03   0.924440E+02   0.838696E+01   0.770282E+00
   0.142136E+01   0.142136E+01   0.101986E+03   0.101986E+03   0.924440E+02   0.954195E+01   0.873430E+00
   0.159617E+01   0.159617E+01   0.994104E+02   0.994104E+02   0.924440E+02   0.696637E+01   0.641320E+00
   0.161199E+01   0.161199E+01   0.101042E+03   0.101042E+03   0.924440E+02   0.859775E+01   0.790442E+00
   0.163787E+01   0.163787E+01   0.100173E+03   0.100173E+03   0.924440E+02   0.772916E+01   0.711696E+00
   0.169781E+01   0.169781E+01   0.992860E+02   0.992860E+02   0.924440E+02   0.684201E+01   0.631486E+00
   0.192747E+01   0.192747E+01   0.991755E+02   0.991755E+02   0.924440E+02   0.673154E+01   0.619277E+00
   0.198149E+01   0.198149E+01   0.955397E+02   0.955397E+02   0.924440E+02   0.309573E+01   0.279634E+00
   0.198723E+01   0.198723E+01   0.980893E+02   0.980893E+02   0.924440E+02   0.564533E+01   0.507439E+00
   0.214739E+01   0.214739E+01   0.994961E+02   0.994961E+02   0.924440E+02   0.705207E+01   0.649899E+00
   0.221164E+01   0.221164E+01   0.100204E+03   0.100204E+03   0.924440E+02   0.775994E+01   0.716499E+00
   0.223866E+01   0.223866E+01   0.994738E+02   0.994738E+02   0.924440E+02   0.702984E+01   0.645355E+00
   0.240948E+01   0.240948E+01   0.981077E+02   0.981077E+02   0.924440E+02   0.566374E+01   0.520101E+00
   0.259288E+01   0.259288E+01   0.987843E+02   0.987843E+02   0.924440E+02   0.634030E+01   0.581858E+00
   0.263339E+01   0.263339E+01   0.985397E+02   0.985397E+02   0.924440E+02   0.609574E+01   0.562427E+00
   0.298339E+01   0.298339E+01   0.101426E+03   0.101426E+03   0.924440E+02   0.898200E+01   0.829768E+00
   0.306825E+01   0.306825E+01   0.983035E+02   0.983035E+02   0.924440E+02   0.585952E+01   0.540669E+00
   0.316406E+01   0.316406E+01   0.994924E+02   0.994924E+02   0.924440E+02   0.704837E+01   0.649513E+00
   0.332004E+01   0.332004E+01   0.100611E+03   0.100611E+03   0.924440E+02   0.816726E+01   0.745224E+00
   0.333882E+01   0.333882E+01   0.999559E+02   0.999559E+02   0.924440E+02   0.751186E+01   0.694153E+00
   0.360873E+01   0.360873E+01   0.993573E+02   0.993573E+02   0.924440E+02   0.691328E+01   0.639079E+00
   0.367357E+01   0.367357E+01   0.967448E+02   0.967448E+02   0.924440E+02   0.430081E+01   0.393984E+00
   0.394255E+01   0.394255E+01   0.100795E+03   0.100795E+03   0.924440E+02   0.835129E+01   0.762744E+00
   0.401953E+01   0.401953E+01   0.980845E+02   0.980845E+02   0.924440E+02   0.564054E+01   0.514352E+00
   0.411770E+01   0.411770E+01   0.100643E+03   0.100643E+03   0.924440E+02   0.819918E+01   0.749476E+00
   0.432031E+01   0.432031E+01   0.987927E+02   0.987927E+02   0.924440E+02   0.634868E+01   0.577941E+00
   0.455717E+01   0.455717E+01   0.100440E+03   0.100440E+03   0.924440E+02   0.799623E+01   0.739442E+00
   0.459504E+01   0.459504E+01   0.980011E+02   0.980011E+02   0.924440E+02   0.555715E+01   0.511936E+00
   0.473060E+01   0.473060E+01   0.100712E+03   0.100712E+03   0.924440E+02   0.826766E+01   0.760648E+00
   0.474462E+01   0.474462E+01   0.985367E+02   0.985367E+02   0.924440E+02   0.609273E+01   0.557895E+00
   0.503551E+01   0.503551E+01   0.999164E+02   0.999164E+02   0.924440E+02   0.747242E+01   0.689049E+00
   0.506508E+01   0.506508E+01   0.993904E+02   0.993904E+02   0.924440E+02   0.694637E+01   0.639178E+00
