X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.251043E+01   0.251043E+01   0.956459E+02   0.956459E+02   0.946888E+02   0.957074E+00   0.432592E+00
   0.288625E+01   0.288625E+01   0.968862E+02   0.968862E+02   0.946888E+02   0.219741E+01   0.948748E+00
   0.312004E+01   0.312004E+01   0.963889E+02   0.963889E+02   0.946888E+02   0.170012E+01   0.646195E+00
   0.323360E+01   0.323360E+01   0.981233E+02   0.981233E+02   0.946888E+02   0.343450E+01   0.158740E+01
   0.335363E+01   0.335363E+01   0.961314E+02   0.961314E+02   0.946888E+02   0.144265E+01   0.704445E+00
   0.360454E+01   0.360454E+01   0.963249E+02   0.963249E+02   0.946888E+02   0.163611E+01   0.744977E+00
   0.365831E+01   0.365831E+01   0.964173E+02   0.964173E+02   0.946888E+02   0.172847E+01   0.631174E+00
   0.373329E+01   0.373329E+01   0.971015E+02   0.971015E+02   0.946888E+02   0.241272E+01   0.751363E+00
   0.388987E+01   0.388987E+01   0.946673E+02   0.946673E+02   0.946888E+02  -0.215132E-01  -0.103632E-01
   0.389053E+01   0.389053E+01   0.963697E+02   0.963697E+02   0.946888E+02   0.168092E+01   0.808360E+00
   0.389221E+01   0.389221E+01   0.958407E+02   0.958407E+02   0.946888E+02   0.115189E+01   0.609311E+00
   0.394783E+01   0.394783E+01   0.917713E+02   0.917713E+02   0.946888E+02  -0.291746E+01  -0.157995E+01
   0.425561E+01   0.425561E+01   0.919117E+02   0.919117E+02   0.946888E+02  -0.277714E+01  -0.128951E+01
   0.428021E+01   0.428021E+01   0.913988E+02   0.913988E+02   0.946888E+02  -0.329001E+01  -0.150124E+01
   0.429328E+01   0.429328E+01   0.935820E+02   0.935820E+02   0.946888E+02  -0.110684E+01  -0.503665E+00
   0.452585E+01   0.452585E+01   0.908428E+02   0.908428E+02   0.946888E+02  -0.384598E+01  -0.155039E+01
   0.454172E+01   0.454172E+01   0.932023E+02   0.932023E+02   0.946888E+02  -0.148646E+01  -0.687125E+00
