res1           Y1_gamma1      LogPost        
   0.943600E+02   0.221233E+01  -0.384810E+02
   0.942839E+02   0.144446E+01  -0.381116E+02
   0.949584E+02   0.365664E+01  -0.418061E+02
   0.949584E+02   0.198116E+01  -0.380121E+02
   0.944541E+02   0.154133E+01  -0.378406E+02
   0.946256E+02   0.277473E+01  -0.395089E+02
   0.947815E+02   0.218184E+01  -0.382455E+02
   0.951428E+02   0.180506E+01  -0.380247E+02
   0.950662E+02   0.265109E+01  -0.392697E+02
   0.950604E+02   0.232088E+01  -0.385876E+02
   0.950604E+02   0.171662E+01  -0.378991E+02
   0.944034E+02   0.887747E+00  -0.391217E+02
   0.951545E+02   0.188955E+01  -0.380912E+02
   0.954136E+02   0.224272E+01  -0.388303E+02
   0.935819E+02   0.142272E+01  -0.402561E+02
   0.946882E+02   0.206439E+01  -0.380688E+02
   0.938639E+02   0.212687E+01  -0.391241E+02
   0.947658E+02   0.172638E+01  -0.377358E+02
   0.952607E+02   0.125256E+01  -0.386592E+02
   0.944552E+02   0.229175E+01  -0.385432E+02
   0.948483E+02   0.159729E+01  -0.377304E+02
   0.942360E+02   0.172168E+01  -0.381246E+02
   0.939268E+02   0.153796E+01  -0.388457E+02
   0.957159E+02   0.302640E+01  -0.407390E+02
   0.937268E+02   0.127860E+01  -0.399732E+02
   0.948890E+02   0.213848E+01  -0.381957E+02
   0.942592E+02   0.136648E+01  -0.382314E+02
   0.937619E+02   0.123101E+01  -0.399527E+02
   0.954140E+02   0.176519E+01  -0.384591E+02
   0.955656E+02   0.183034E+01  -0.388012E+02
   0.945207E+02   0.326737E+01  -0.407963E+02
   0.956548E+02   0.288938E+01  -0.403589E+02
   0.947314E+02   0.811270E+00  -0.392375E+02
   0.944356E+02   0.510254E+00  -0.406832E+02
   0.953971E+02   0.716483E+00  -0.413797E+02
   0.945977E+02   0.157774E+01  -0.377340E+02
   0.947039E+02   0.203995E+01  -0.380325E+02
   0.946865E+02   0.189905E+01  -0.378670E+02
   0.945094E+02   0.312703E+01  -0.404333E+02
   0.953930E+02   0.214614E+01  -0.386720E+02
   0.949880E+02   0.180633E+01  -0.378744E+02
   0.955960E+02   0.112585E+01  -0.401823E+02
   0.944804E+02   0.973785E+00  -0.387378E+02
   0.949465E+02   0.138785E+01  -0.379114E+02
   0.941637E+02   0.754583E+00  -0.401750E+02
   0.948823E+02   0.113914E+01  -0.382795E+02
   0.945301E+02   0.192253E+01  -0.379510E+02
   0.943174E+02   0.923465E+00  -0.391420E+02
   0.945009E+02   0.140497E+01  -0.378740E+02
   0.953914E+02   0.206946E+01  -0.385835E+02
   0.960395E+02   0.277748E+01  -0.408049E+02
   0.945489E+02   0.147734E+01  -0.377897E+02
   0.949106E+02   0.115568E+01  -0.382680E+02
   0.939124E+02   0.232748E+01  -0.392877E+02
   0.941634E+02   0.280588E+01  -0.398776E+02
   0.949739E+02   0.161194E+01  -0.378085E+02
   0.952379E+02   0.197892E+01  -0.382702E+02
   0.941951E+02   0.153684E+01  -0.382109E+02
   0.945323E+02   0.153684E+01  -0.377776E+02
   0.942902E+02   0.159332E+01  -0.380323E+02
   0.950689E+02   0.240267E+01  -0.387472E+02
   0.942576E+02   0.147601E+01  -0.381328E+02
   0.952876E+02   0.309645E+01  -0.404700E+02
   0.947829E+02   0.276361E+01  -0.394617E+02
   0.950809E+02   0.184840E+01  -0.379824E+02
   0.945224E+02   0.142930E+01  -0.378378E+02
   0.948383E+02   0.290877E+01  -0.398208E+02
   0.943198E+02   0.148743E+01  -0.380262E+02
   0.947877E+02   0.177655E+01  -0.377656E+02
   0.947253E+02   0.191959E+01  -0.378840E+02
   0.949907E+02   0.146612E+01  -0.378833E+02
   0.944433E+02   0.131579E+01  -0.380253E+02
   0.946354E+02   0.129295E+01  -0.379225E+02
   0.951080E+02   0.158609E+01  -0.379587E+02
   0.941972E+02   0.178324E+01  -0.382097E+02
   0.937469E+02   0.158365E+01  -0.393668E+02
   0.937600E+02   0.166981E+01  -0.392571E+02
   0.957005E+02   0.212935E+01  -0.392418E+02
