X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.591279E+01   0.591279E+01   0.111622E+03   0.111622E+03   0.112985E+03  -0.136339E+01  -0.112018E+01
   0.592104E+01   0.592104E+01   0.114884E+03   0.114884E+03   0.112985E+03   0.189922E+01   0.122748E+01
   0.632204E+01   0.632204E+01   0.113545E+03   0.113545E+03   0.112985E+03   0.559825E+00   0.472774E+00
   0.649122E+01   0.649122E+01   0.117073E+03   0.117073E+03   0.112985E+03   0.408773E+01   0.228351E+01
   0.649584E+01   0.649584E+01   0.112646E+03   0.112646E+03   0.112985E+03  -0.339105E+00  -0.179792E+00
   0.650746E+01   0.650746E+01   0.111137E+03   0.111137E+03   0.112985E+03  -0.184758E+01  -0.156354E+01
   0.658925E+01   0.658925E+01   0.113125E+03   0.113125E+03   0.112985E+03   0.139869E+00   0.171931E+00
   0.667628E+01   0.667628E+01   0.118097E+03   0.118097E+03   0.113897E+03   0.419965E+01   0.228230E+01
   0.704224E+01   0.704224E+01   0.115047E+03   0.115047E+03   0.113897E+03   0.115005E+01   0.109368E+01
   0.721171E+01   0.721171E+01   0.111293E+03   0.111293E+03   0.113897E+03  -0.260369E+01  -0.173091E+01
   0.725120E+01   0.725120E+01   0.114069E+03   0.114069E+03   0.113897E+03   0.172062E+00   0.185738E+00
   0.734659E+01   0.734659E+01   0.112726E+03   0.112726E+03   0.113897E+03  -0.117110E+01  -0.821469E+00
   0.740829E+01   0.740829E+01   0.114415E+03   0.114415E+03   0.113897E+03   0.518264E+00   0.213329E+00
   0.774796E+01   0.774796E+01   0.114181E+03   0.114181E+03   0.113897E+03   0.284273E+00   0.550915E+00
   0.795058E+01   0.795058E+01   0.113147E+03   0.113147E+03   0.113897E+03  -0.749691E+00  -0.833241E+00
   0.827166E+01   0.827166E+01   0.115903E+03   0.115903E+03   0.113897E+03   0.200629E+01   0.154600E+01
   0.829524E+01   0.829524E+01   0.114940E+03   0.114940E+03   0.113897E+03   0.104267E+01   0.901387E+00
   0.845760E+01   0.845760E+01   0.114767E+03   0.114767E+03   0.113897E+03   0.870091E+00   0.600784E+00
   0.851038E+01   0.851038E+01   0.113005E+03   0.113005E+03   0.113897E+03  -0.891529E+00  -0.489292E+00
   0.859640E+01   0.859640E+01   0.113770E+03   0.113770E+03   0.113897E+03  -0.127395E+00  -0.221763E+00
   0.871106E+01   0.871106E+01   0.112734E+03   0.112734E+03   0.113897E+03  -0.116338E+01  -0.104136E+01
   0.873555E+01   0.873555E+01   0.114789E+03   0.114789E+03   0.113897E+03   0.892376E+00   0.868702E+00
   0.884136E+01   0.884136E+01   0.111652E+03   0.111652E+03   0.113897E+03  -0.224541E+01  -0.139626E+01
   0.896232E+01   0.896232E+01   0.114887E+03   0.114887E+03   0.113897E+03   0.989667E+00   0.648319E+00
