res1           res2           tau1           Y1_gamma1      LogPost        
   0.113234E+03   0.114014E+03   0.658972E+01   0.480371E+00  -0.426432E+02
   0.112831E+03   0.114131E+03   0.625657E+01   0.907884E+00  -0.445399E+02
   0.112408E+03   0.113707E+03   0.654311E+01   0.793815E+00  -0.445256E+02
   0.113737E+03   0.113936E+03   0.665064E+01   0.361647E+00  -0.434015E+02
   0.111832E+03   0.113936E+03   0.614230E+01   0.220253E+00  -0.439976E+02
   0.112985E+03   0.113897E+03   0.665640E+01   0.151479E+00  -0.423189E+02
   0.114076E+03   0.112618E+03   0.888069E+01   0.811774E+00  -0.454807E+02
   0.113454E+03   0.114916E+03   0.888069E+01   0.133835E+01  -0.459314E+02
   0.114537E+03   0.114514E+03   0.851179E+01   0.124864E+01  -0.473627E+02
   0.112748E+03   0.113672E+03   0.729401E+01   0.696168E+00  -0.461381E+02
   0.113135E+03   0.113826E+03   0.661628E+01   0.770251E+00  -0.434484E+02
   0.113849E+03   0.113263E+03   0.715156E+01   0.191934E+00  -0.467182E+02
   0.112302E+03   0.113658E+03   0.599482E+01   0.885123E+00  -0.445374E+02
   0.112849E+03   0.113509E+03   0.620882E+01   0.980852E+00  -0.449784E+02
   0.113565E+03   0.113893E+03   0.647558E+01   0.601050E+00  -0.438111E+02
   0.113941E+03   0.114502E+03   0.886970E+01   0.148480E+00  -0.438656E+02
   0.114044E+03   0.112971E+03   0.886970E+01   0.116577E+01  -0.457547E+02
   0.113329E+03   0.113788E+03   0.628210E+01   0.130386E-01  -0.435175E+02
   0.113346E+03   0.113788E+03   0.628232E+01   0.163546E+00  -0.435362E+02
   0.113373E+03   0.113722E+03   0.677471E+01   0.103739E+00  -0.436257E+02
   0.114140E+03   0.111671E+03   0.878331E+01   0.589008E+00  -0.456204E+02
   0.113072E+03   0.113919E+03   0.674614E+01   0.191881E-01  -0.433684E+02
   0.112779E+03   0.113808E+03   0.599621E+01   0.256952E-01  -0.433715E+02
   0.111931E+03   0.113801E+03   0.618675E+01   0.256952E-01  -0.438592E+02
   0.114156E+03   0.114079E+03   0.694875E+01   0.105299E+01  -0.452579E+02
   0.114580E+03   0.114095E+03   0.658594E+01   0.143118E+01  -0.470762E+02
   0.112938E+03   0.113426E+03   0.596116E+01   0.480870E+00  -0.449517E+02
   0.114632E+03   0.114332E+03   0.761210E+01   0.907233E+00  -0.472966E+02
   0.113580E+03   0.113954E+03   0.894428E+01   0.451443E+00  -0.441734E+02
   0.112990E+03   0.113776E+03   0.637714E+01   0.264306E+00  -0.435518E+02
   0.114381E+03   0.114301E+03   0.831545E+01   0.221941E+00  -0.468179E+02
   0.114861E+03   0.114250E+03   0.667485E+01   0.172354E+01  -0.489125E+02
   0.110444E+03   0.113237E+03   0.625118E+01   0.771538E+00  -0.487243E+02
   0.113128E+03   0.114372E+03   0.747047E+01   0.173942E+00  -0.447798E+02
   0.113098E+03   0.113964E+03   0.623411E+01   0.112544E+01  -0.448239E+02
   0.111813E+03   0.113925E+03   0.593569E+01   0.109244E+01  -0.451735E+02
   0.113910E+03   0.114027E+03   0.690881E+01   0.901365E-01  -0.439729E+02
   0.113824E+03   0.113721E+03   0.834920E+01   0.111248E+01  -0.449629E+02
   0.113860E+03   0.114141E+03   0.636733E+01   0.884323E+00  -0.447531E+02
   0.111951E+03   0.113837E+03   0.599348E+01   0.323540E+00  -0.438747E+02
   0.113652E+03   0.113990E+03   0.638480E+01   0.187055E+00  -0.437669E+02
   0.113146E+03   0.113990E+03   0.631023E+01   0.160464E+01  -0.466635E+02
   0.112452E+03   0.114097E+03   0.652534E+01   0.930217E+00  -0.445391E+02
   0.113905E+03   0.115026E+03   0.884365E+01   0.200400E+00  -0.437504E+02
   0.113862E+03   0.113212E+03   0.884365E+01   0.165343E+00  -0.442627E+02
   0.113694E+03   0.117446E+03   0.884365E+01   0.191511E+00  -0.451064E+02
   0.113694E+03   0.115509E+03   0.884365E+01   0.263628E+00  -0.437885E+02
   0.113597E+03   0.116014E+03   0.884365E+01   0.776399E+00  -0.444212E+02
   0.113788E+03   0.113804E+03   0.690483E+01   0.239273E+00  -0.438390E+02
   0.113540E+03   0.113917E+03   0.890534E+01   0.860906E+00  -0.446199E+02
   0.113361E+03   0.114921E+03   0.856885E+01   0.995570E+00  -0.473127E+02
   0.113766E+03   0.114005E+03   0.829646E+01   0.582933E+00  -0.441465E+02
   0.113765E+03   0.114005E+03   0.739265E+01   0.443910E+00  -0.436461E+02
   0.112516E+03   0.114237E+03   0.659944E+01   0.270123E-01  -0.431496E+02
   0.113478E+03   0.113938E+03   0.677346E+01   0.418185E+00  -0.434485E+02
   0.111586E+03   0.114375E+03   0.596735E+01   0.644906E+00  -0.461938E+02
   0.114078E+03   0.113659E+03   0.650501E+01   0.770813E+00  -0.445034E+02
   0.112916E+03   0.113427E+03   0.727017E+01   0.132601E+01  -0.470187E+02
   0.112916E+03   0.113851E+03   0.628358E+01   0.193512E+00  -0.433617E+02
   0.113730E+03   0.113235E+03   0.646615E+01   0.590967E+00  -0.465654E+02
   0.113438E+03   0.118402E+03   0.888803E+01   0.270924E+00  -0.473679E+02
   0.113968E+03   0.117604E+03   0.888803E+01   0.767236E+00  -0.455159E+02
   0.113479E+03   0.113002E+03   0.888803E+01   0.417450E+00  -0.451313E+02
   0.113706E+03   0.113483E+03   0.861859E+01   0.836896E+00  -0.444056E+02
   0.113677E+03   0.114275E+03   0.667238E+01   0.506600E+00  -0.436474E+02
   0.111769E+03   0.113767E+03   0.601075E+01   0.223035E+00  -0.441181E+02
   0.112262E+03   0.113679E+03   0.624332E+01   0.204028E-01  -0.439022E+02
   0.113588E+03   0.113084E+03   0.886076E+01   0.271479E+00  -0.446801E+02
   0.113772E+03   0.111247E+03   0.886076E+01   0.111643E+01  -0.466780E+02
   0.113688E+03   0.113855E+03   0.801505E+01   0.648805E+00  -0.438848E+02
   0.114621E+03   0.113855E+03   0.625244E+01   0.722332E+00  -0.450173E+02
   0.114873E+03   0.114516E+03   0.700090E+01   0.138816E+01  -0.483164E+02
