"res1"	"Y1_gamma1"	"LogPost"
100.441	2.7786	-10.5807
100.12	1.01121	-7.66621
99.4557	1.03481	-7.77774
100.428	0.355603	-7.1302
100.843	0.750942	-8.52548
99.7405	0.887017	-7.39182
98.9213	2.40191	-10.0674
100.511	4.06285	-12.0842
99.009	0.131731	-9.03641
99.5983	0.34989	-6.9724
98.7949	0.878727	-8.86571
99.7464	0.159849	-6.69124
98.9853	0.919088	-8.38236
99.6083	2.23812	-9.62758
99.6083	1.14919	-7.85431
97.7645	3.73267	-12.1517
98.1517	1.43377	-10.2689
99.9784	1.07734	-7.71279
99.8764	2.00797	-9.2774
99.8687	3.63574	-11.5059
101.16	2.88506	-11.1384
99.4395	0.123995	-7.32676
100.34	0.983926	-7.81884
100.361	1.5292	-8.71558
98.4607	0.474726	-11.2317
101.397	1.00295	-10.3494
100.859	0.899576	-8.67248
99.2675	0.369508	-7.76187
100.126	0.555061	-6.95433
99.7225	0.930881	-7.46545
100.959	1.71597	-9.65375
100.582	1.7129	-9.19581
101.41	0.541972	-10.9598
101.348	2.68644	-11.1027
99.6751	0.251101	-6.8167
97.8395	3.82771	-12.1914
98.013	3.24787	-11.5632
98.0854	2.08251	-10.5104
100.081	1.03393	-7.68235
100.114	0.0703941	-6.53308
99.4844	0.884822	-7.55695
100.01	0.957101	-7.51768
99.8481	2.1263	-9.4615
99.4768	0.0795261	-7.2268
99.9075	0.196508	-6.56731
100.608	0.896309	-8.10506
99.0529	1.18385	-8.41907
101.989	3.10309	-12.0811
102.041	3.68474	-12.5208
100.382	0.279598	-6.97762
100.212	0.273677	-6.72057
99.3876	0.531424	-7.42771
100.216	0.539657	-7.014
100.932	0.0508723	-8.73755
100.464	0.630407	-7.49948
99.5257	0.386775	-7.11414
100.009	0.979531	-7.55534
100.728	0.889254	-8.34894
99.6977	0.279434	-6.79448
99.9673	0.249769	-6.58152
100.077	0.249769	-6.59972
100.082	0.506297	-6.86223
100.261	0.159205	-6.70437
100.018	0.138536	-6.52262
99.8549	1.14387	-7.80393
99.6145	1.18149	-7.90401
100.074	1.68286	-8.79548
99.7874	0.140102	-6.63794
100.666	0.451392	-7.80554
99.9455	1.02034	-7.60528
99.9455	0.574778	-6.9102
100.04	0.756356	-7.20062
100.473	0.722053	-7.63281
100.473	1.80211	-9.22983
101.65	1.97945	-10.9859
99.5079	2.32906	-9.77421
100.975	0.531069	-8.90305
100.607	0.9403	-8.1587
99.3318	1.04716	-7.91451
99.4153	0.569301	-7.38489
100.788	0.848006	-8.45276
100.331	0.860068	-7.61544
99.6706	0.484361	-6.94947
99.6706	0.484361	-6.94947
100.256	0.658948	-7.22378
100.84	1.16009	-8.86095
99.5378	1.28346	-8.10028
98.918	0.75941	-8.58268
100.162	0.517239	-6.93204
100.129	1.44263	-8.41375
98.983	1.03211	-8.42575
100.383	0.0497321	-6.87151
100.337	0.219565	-6.854
100.266	0.70204	-7.29814
98.7265	0.996863	-8.99763
99.6092	0.345862	-6.95278
100.498	0.409839	-7.33241
100.472	0.404789	-7.2695
100.05	0.708949	-7.13172
100.302	0.723815	-7.37322
100.458	0.218049	-7.09407
98.8227	0.661847	-8.98946
99.6536	0.770939	-7.26953
99.2088	0.311069	-7.9956
99.2512	0.733733	-7.76935
100.229	0.468624	-6.93745
100.235	0.347235	-6.81177
99.7613	0.479076	-6.86131
100.289	0.8061	-7.48202
100.008	1.10022	-7.76302
101.694	1.87893	-11.0367
100.813	0.128056	-8.20762
99.9749	0.161481	-6.53269
100.792	0.10346	-8.11588
99.1622	3.39499	-11.2492
99.3334	2.18858	-9.59967
