X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.174143E+00   0.174143E+00   0.979068E+02   0.979068E+02   0.100463E+03  -0.255621E+01  -0.813780E+00
   0.284945E+00   0.284945E+00   0.973228E+02   0.973228E+02   0.100463E+03  -0.314020E+01  -0.110443E+01
   0.311870E+00   0.311870E+00   0.102284E+03   0.102284E+03   0.100463E+03   0.182085E+01   0.619674E+00
   0.457010E+00   0.457010E+00   0.100725E+03   0.100725E+03   0.100463E+03   0.262118E+00   0.912820E-01
   0.527139E+00   0.527139E+00   0.994530E+02   0.994530E+02   0.100463E+03  -0.101000E+01  -0.370492E+00
   0.638574E+00   0.638574E+00   0.991103E+02   0.991103E+02   0.100463E+03  -0.135272E+01  -0.470808E+00
   0.750752E+00   0.750752E+00   0.972436E+02   0.972436E+02   0.100463E+03  -0.321943E+01  -0.101249E+01
   0.817560E+00   0.817560E+00   0.999417E+02   0.999417E+02   0.100463E+03  -0.521293E+00  -0.166404E+00
   0.952867E+00   0.952867E+00   0.103746E+03   0.103746E+03   0.100463E+03   0.328257E+01   0.106511E+01
   0.983276E+00   0.983276E+00   0.100055E+03   0.100055E+03   0.100463E+03  -0.407743E+00  -0.148450E+00
   0.106656E+01   0.106656E+01   0.101796E+03   0.101796E+03   0.100463E+03   0.133301E+01   0.418754E+00
   0.107486E+01   0.107486E+01   0.100635E+03   0.100635E+03   0.100463E+03   0.171777E+00   0.583829E-01
   0.116343E+01   0.116343E+01   0.103111E+03   0.103111E+03   0.100463E+03   0.264808E+01   0.785198E+00
   0.125506E+01   0.125506E+01   0.989550E+02   0.989550E+02   0.100463E+03  -0.150803E+01  -0.519065E+00
   0.138438E+01   0.138438E+01   0.974092E+02   0.974092E+02   0.100463E+03  -0.305382E+01  -0.960343E+00
   0.139390E+01   0.139390E+01   0.100831E+03   0.100831E+03   0.100463E+03   0.367959E+00   0.121822E+00
   0.142136E+01   0.142136E+01   0.101986E+03   0.101986E+03   0.100463E+03   0.152295E+01   0.483545E+00
   0.159617E+01   0.159617E+01   0.994104E+02   0.994104E+02   0.100463E+03  -0.105263E+01  -0.359657E+00
   0.161199E+01   0.161199E+01   0.101042E+03   0.101042E+03   0.100463E+03   0.578755E+00   0.194183E+00
   0.163787E+01   0.163787E+01   0.100173E+03   0.100173E+03   0.100463E+03  -0.289840E+00  -0.993274E-01
   0.169781E+01   0.169781E+01   0.992860E+02   0.992860E+02   0.100463E+03  -0.117699E+01  -0.417088E+00
   0.192747E+01   0.192747E+01   0.991755E+02   0.991755E+02   0.100463E+03  -0.128746E+01  -0.435802E+00
   0.198149E+01   0.198149E+01   0.955397E+02   0.955397E+02   0.100463E+03  -0.492327E+01  -0.135868E+01
   0.198723E+01   0.198723E+01   0.980893E+02   0.980893E+02   0.100463E+03  -0.237367E+01  -0.626832E+00
   0.214739E+01   0.214739E+01   0.994961E+02   0.994961E+02   0.100463E+03  -0.966931E+00  -0.335308E+00
   0.221164E+01   0.221164E+01   0.100204E+03   0.100204E+03   0.100463E+03  -0.259063E+00  -0.923601E-01
   0.223866E+01   0.223866E+01   0.994738E+02   0.994738E+02   0.100463E+03  -0.989159E+00  -0.325619E+00
   0.240948E+01   0.240948E+01   0.981077E+02   0.981077E+02   0.100463E+03  -0.235526E+01  -0.778348E+00
   0.259288E+01   0.259288E+01   0.987843E+02   0.987843E+02   0.100463E+03  -0.167870E+01  -0.550239E+00
   0.263339E+01   0.263339E+01   0.985397E+02   0.985397E+02   0.100463E+03  -0.192326E+01  -0.678322E+00
   0.298339E+01   0.298339E+01   0.101426E+03   0.101426E+03   0.100463E+03   0.962995E+00   0.346025E+00
