"loglikelihood"	"logprio"	"logposterior"
-13.9417298140119	-4.60517018598809	-18.5469
-14.0106298140119	-4.60517018598809	-18.6158
-13.8879298140119	-4.60517018598809	-18.4931
-17.4311298140119	-4.60517018598809	-22.0363
-19.9304298140119	-4.60517018598809	-24.5356
-20.8968298140119	-4.60517018598809	-25.502
-19.5296298140119	-4.60517018598809	-24.1348
-18.6639298140119	-4.60517018598809	-23.2691
-14.8476298140119	-4.60517018598809	-19.4528
-12.7594298140119	-4.60517018598809	-17.3646
-13.2509298140119	-4.60517018598809	-17.8561
-12.6838298140119	-4.60517018598809	-17.289
-14.6221298140119	-4.60517018598809	-19.2273
-12.5489298140119	-4.60517018598809	-17.1541
-13.3728298140119	-4.60517018598809	-17.978
-13.3901298140119	-4.60517018598809	-17.9953
-14.2636298140119	-4.60517018598809	-18.8688
-12.9134298140119	-4.60517018598809	-17.5186
-14.3184298140119	-4.60517018598809	-18.9236
-15.1302298140119	-4.60517018598809	-19.7354
-13.6374298140119	-4.60517018598809	-18.2426
-12.5521298140119	-4.60517018598809	-17.1573
-15.0880298140119	-4.60517018598809	-19.6932
-12.9468298140119	-4.60517018598809	-17.552
-12.5431298140119	-4.60517018598809	-17.1483
-17.3277298140119	-4.60517018598809	-21.9329
-18.8324298140119	-4.60517018598809	-23.4376
-14.3856298140119	-4.60517018598809	-18.9908
-13.5531298140119	-4.60517018598809	-18.1583
-13.4128298140119	-4.60517018598809	-18.018
-15.8890298140119	-4.60517018598809	-20.4942
-12.5388298140119	-4.60517018598809	-17.144
-12.4209298140119	-4.60517018598809	-17.0261
-15.2016298140119	-4.60517018598809	-19.8068
-14.1030298140119	-4.60517018598809	-18.7082
-14.3272298140119	-4.60517018598809	-18.9324
-13.1599298140119	-4.60517018598809	-17.7651
-14.0609298140119	-4.60517018598809	-18.6661
-14.4023298140119	-4.60517018598809	-19.0075
-12.4155298140119	-4.60517018598809	-17.0207
-12.9270298140119	-4.60517018598809	-17.5322
-15.5605298140119	-4.60517018598809	-20.1657
-13.3416298140119	-4.60517018598809	-17.9468
-14.7426298140119	-4.60517018598809	-19.3478
-16.1611298140119	-4.60517018598809	-20.7663
-13.1662298140119	-4.60517018598809	-17.7714
-14.2640298140119	-4.60517018598809	-18.8692
-12.8509298140119	-4.60517018598809	-17.4561
-13.6374298140119	-4.60517018598809	-18.2426
-12.5845298140119	-4.60517018598809	-17.1897
-13.1260298140119	-4.60517018598809	-17.7312
-12.7207298140119	-4.60517018598809	-17.3259
-12.4481298140119	-4.60517018598809	-17.0533
-13.9178298140119	-4.60517018598809	-18.523
-13.0297298140119	-4.60517018598809	-17.6349
-13.0414298140119	-4.60517018598809	-17.6466
-13.5386298140119	-4.60517018598809	-18.1438
-16.6720298140119	-4.60517018598809	-21.2772
-17.1217298140119	-4.60517018598809	-21.7269
-15.9553298140119	-4.60517018598809	-20.5605
-13.1498298140119	-4.60517018598809	-17.755
-14.9963298140119	-4.60517018598809	-19.6015
-12.9769298140119	-4.60517018598809	-17.5821
-15.1169298140119	-4.60517018598809	-19.7221
-13.1122298140119	-4.60517018598809	-17.7174
-12.5420298140119	-4.60517018598809	-17.1472
-12.7495298140119	-4.60517018598809	-17.3547
-12.6529298140119	-4.60517018598809	-17.2581
-14.2540298140119	-4.60517018598809	-18.8592
-12.5563298140119	-4.60517018598809	-17.1615
-13.0726298140119	-4.60517018598809	-17.6778
-14.0500298140119	-4.60517018598809	-18.6552
-16.2433298140119	-4.60517018598809	-20.8485
-13.8001298140119	-4.60517018598809	-18.4053
-13.4734298140119	-4.60517018598809	-18.0786
-13.6265298140119	-4.60517018598809	-18.2317
-12.7804298140119	-4.60517018598809	-17.3856
-16.6595298140119	-4.60517018598809	-21.2647
-13.2183298140119	-4.60517018598809	-17.8235
-13.4971298140119	-4.60517018598809	-18.1023
-12.5481298140119	-4.60517018598809	-17.1533
-12.7967298140119	-4.60517018598809	-17.4019
-15.1789298140119	-4.60517018598809	-19.7841
-14.3442298140119	-4.60517018598809	-18.9494
-14.1415298140119	-4.60517018598809	-18.7467
-12.9885298140119	-4.60517018598809	-17.5937
-12.4009298140119	-4.60517018598809	-17.0061
-15.6765298140119	-4.60517018598809	-20.2817
-14.6071298140119	-4.60517018598809	-19.2123
-16.0386298140119	-4.60517018598809	-20.6438
-12.6441298140119	-4.60517018598809	-17.2493
-13.4414298140119	-4.60517018598809	-18.0466
-13.7202298140119	-4.60517018598809	-18.3254
