"loglikelihood"	"logprio"	"logposterior"
-74.8407298140119	-4.60517018598809	-79.4459
-78.0339298140119	-4.60517018598809	-82.6391
-74.1710298140119	-4.60517018598809	-78.7762
-75.3717298140119	-4.60517018598809	-79.9769
-73.9867298140119	-4.60517018598809	-78.5919
-73.9733298140119	-4.60517018598809	-78.5785
-74.1212298140119	-4.60517018598809	-78.7264
-75.0105298140119	-4.60517018598809	-79.6157
-75.7210298140119	-4.60517018598809	-80.3262
-75.4570298140119	-4.60517018598809	-80.0622
-73.9720298140119	-4.60517018598809	-78.5772
-75.2733298140119	-4.60517018598809	-79.8785
-75.1913298140119	-4.60517018598809	-79.7965
-74.2234298140119	-4.60517018598809	-78.8286
-75.0392298140119	-4.60517018598809	-79.6444
-76.3756298140119	-4.60517018598809	-80.9808
-76.2976298140119	-4.60517018598809	-80.9028
-77.8558298140119	-4.60517018598809	-82.461
-74.7581298140119	-4.60517018598809	-79.3633
-75.9347298140119	-4.60517018598809	-80.5399
-75.4681298140119	-4.60517018598809	-80.0733
-75.4326298140119	-4.60517018598809	-80.0378
-74.4238298140119	-4.60517018598809	-79.029
-74.6211298140119	-4.60517018598809	-79.2263
-76.2315298140119	-4.60517018598809	-80.8367
-74.0958298140119	-4.60517018598809	-78.701
-74.2575298140119	-4.60517018598809	-78.8627
-74.2574298140119	-4.60517018598809	-78.8626
-76.5503298140119	-4.60517018598809	-81.1555
-75.2561298140119	-4.60517018598809	-79.8613
-74.6116298140119	-4.60517018598809	-79.2168
-74.1707298140119	-4.60517018598809	-78.7759
-74.0782298140119	-4.60517018598809	-78.6834
-74.6203298140119	-4.60517018598809	-79.2255
-74.2833298140119	-4.60517018598809	-78.8885
-76.3585298140119	-4.60517018598809	-80.9637
-74.0611298140119	-4.60517018598809	-78.6663
-73.9933298140119	-4.60517018598809	-78.5985
-74.3381298140119	-4.60517018598809	-78.9433
-74.0648298140119	-4.60517018598809	-78.67
-76.2748298140119	-4.60517018598809	-80.88
-75.1706298140119	-4.60517018598809	-79.7758
-74.7104298140119	-4.60517018598809	-79.3156
-74.3294298140119	-4.60517018598809	-78.9346
-75.8910298140119	-4.60517018598809	-80.4962
-74.3873298140119	-4.60517018598809	-78.9925
-79.4177298140119	-4.60517018598809	-84.0229
-75.0197298140119	-4.60517018598809	-79.6249
-73.9981298140119	-4.60517018598809	-78.6033
-75.2905298140119	-4.60517018598809	-79.8957
-73.9907298140119	-4.60517018598809	-78.5959
-75.0818298140119	-4.60517018598809	-79.687
-75.0380298140119	-4.60517018598809	-79.6432
-74.0030298140119	-4.60517018598809	-78.6082
-75.8204298140119	-4.60517018598809	-80.4256
-74.0355298140119	-4.60517018598809	-78.6407
-74.3783298140119	-4.60517018598809	-78.9835
-74.8348298140119	-4.60517018598809	-79.44
-73.9682298140119	-4.60517018598809	-78.5734
-75.7196298140119	-4.60517018598809	-80.3248
