"res1"	"res2"	"tau1"	"Y1_gamma1"	"LogPost"
109.887	94.5163	9.83345	0.439445	-51.4605
109.839	94.1595	9.83553	0.602286	-51.8298
109.89	93.5622	9.83553	0.100247	-51.8734
109.848	94.3949	9.8207	0.467889	-51.4893
109.504	94.1891	9.94365	0.223251	-53.001
110.011	94.2856	9.7909	0.375101	-51.6087
109.791	94.123	9.858	0.18773	-51.3737
109.309	92.6257	9.92482	0.304349	-57.9749
110.599	95.0404	9.98517	0.54197	-57.3975
110.298	94.6216	9.91858	0.247831	-53.5698
110.084	94.0346	9.85407	0.341998	-51.989
109.256	94.7295	9.89287	0.629321	-55.0512
109.286	94.7872	9.89287	0.867566	-54.8745
110.27	93.7008	9.95194	0.630819	-53.8465
110.094	94.2503	9.8213	0.736882	-52.7464
110.094	94.8732	9.87084	0.61453	-52.5165
109.916	94.7052	9.83039	0.495264	-51.6462
109.913	94.2336	9.9015	0.495264	-51.5958
109.794	96.0187	9.77805	0.710988	-53.7914
109.912	94.5095	9.83734	0.362545	-51.3775
109.637	93.2817	9.90918	0.300703	-53.0806
110.13	94.6446	9.92891	0.0339548	-52.1215
110.281	92.6607	9.92742	0.482961	-55.8771
109.648	94.3179	9.81176	0.109735	-51.9028
109.648	93.9835	9.81176	1.07973	-54.0612
109.432	94.6454	9.95107	0.321425	-53.6149
109.785	93.9133	9.92356	0.142861	-51.5309
109.321	95.3983	9.83414	0.308462	-55.8448
109.436	92.8979	9.97396	0.611877	-55.0493
109.658	94.4181	9.93932	0.458908	-51.8987
109.975	93.9113	9.89338	0.538829	-51.9686
109.807	93.4605	9.82972	0.373112	-52.1716
109.933	95.0557	9.95904	1.00193	-53.6159
109.967	95.2958	9.86904	0.925543	-53.4929
109.983	93.8055	9.8495	0.568349	-52.1462
109.608	94.9832	9.78779	1.00116	-53.776
110.031	95.0644	9.88623	0.187328	-52.0036
110.058	94.9897	9.79596	0.19762	-52.0263
109.868	94.2423	9.96213	0.0474533	-51.2072
109.934	94.7074	9.85231	0.0474533	-51.3454
109.934	95.0041	9.97524	0.341979	-51.7155
109.692	94.0775	9.89637	0.0615995	-51.7488
110.24	93.3919	9.75823	0.389497	-53.8592
109.593	95.7806	9.89731	1.10113	-54.954
109.514	93.6036	9.98141	0.619852	-53.321
109.813	95.4675	9.75503	0.0306769	-52.4884
109.656	94.5357	9.90044	0.551577	-52.0409
109.608	93.3079	9.87798	0.941877	-54.0656
109.838	93.9419	9.84375	0.169346	-51.4201
109.836	94.1713	9.8744	0.228946	-51.2961
109.73	94.7839	9.76695	0.443606	-51.7523
110.64	93.1237	9.8248	1.1362	-58.6358
110.266	95.4494	9.95257	0.463809	-54.1453
109.614	95.692	9.92436	0.767576	-53.6761
110.078	94.9344	9.92436	0.568065	-52.3911
109.674	94.8918	9.95294	0.142049	-52.0162
109.674	94.0961	9.89588	0.856069	-52.9129
110.181	95.0737	9.94855	0.210589	-52.9046
109.798	94.9746	9.83026	0.210589	-51.6492
109.9	94.2487	9.74995	0.659894	-51.9908
109.9	93.8534	9.77926	0.311212	-51.5695
110.045	93.8603	9.89158	0.311212	-51.9231
109.537	94.5665	9.79081	0.649729	-52.7599
109.328	94.0742	9.96653	0.780707	-54.4335
109.987	95.2182	9.96653	0.41533	-52.1625
109.915	93.2536	9.90294	0.309879	-52.5198
109.892	94.3599	9.98224	0.693385	-52.0711
109.669	94.2437	9.77178	0.45525	-51.8702
109.745	93.952	9.7585	0.494326	-51.8307
110.076	94.3531	9.75961	0.157206	-51.733
109.85	94.6657	9.92588	0.173972	-51.3039
109.947	94.1236	9.91132	0.173972	-51.3439
109.9	94.274	9.86569	0.189737	-51.237
110.215	94.1424	9.94572	0.294572	-52.7758
109.986	93.9647	9.93091	0.106632	-51.5263
109.789	93.4412	9.95378	0.761148	-52.9292
109.763	93.7306	9.82293	0.32993	-51.8374
109.748	95.3441	9.98208	0.924582	-53.439
109.481	93.9063	9.79531	0.609636	-53.2237
109.974	95.3491	9.9084	0.500419	-52.406
110.124	94.2044	9.77996	0.113085	-52.0347
109.664	93.9057	9.77996	0.383546	-52.0319
109.542	92.755	9.89778	0.575121	-54.701
109.969	93.9249	9.8618	0.385037	-51.687
109.813	93.5846	9.8618	0.211329	-51.8998
109.587	94.8599	9.90798	0.211329	-52.5085
109.528	93.7068	9.93382	0.690762	-53.2278
109.693	95.9063	9.88264	0.124806	-54.0398
110.052	94.6144	9.96272	0.745062	-52.6127
109.407	97.5929	9.9826	1.195	-59.2535
109.89	95.0971	9.91172	0.209799	-51.7377
109.847	94.0908	9.75671	0.474902	-51.5836
110.058	94.5875	9.78586	0.238797	-51.7135
109.7	94.4903	9.86631	0.505991	-51.8091
110.032	94.6369	9.80294	0.153616	-51.5937
109.667	94.318	9.84986	0.290319	-51.7779
109.75	94.9068	9.85291	0.321967	-51.7145
109.829	95.6976	9.87363	0.75942	-53.2787
109.682	94.2778	9.96762	0.370061	-51.743
109.75	94.0767	9.96762	0.370061	-51.5909
109.75	94.9729	9.9076	0.561857	-52.0152
109.964	93.7103	9.9076	0.534541	-52.1243
110.011	94.5155	9.9076	1.24578	-54.9898
110.239	94.2013	9.81906	0.457881	-53.0379
109.758	93.2266	9.75437	0.427086	-52.7229
110.05	95.6437	9.81566	0.460438	-53.1503
109.746	95.2471	9.97263	0.126046	-52.203
109.746	95.1562	9.80806	0.126046	-52.0498
109.746	93.6516	9.86137	0.179313	-51.9604
109.978	95.1776	9.97455	0.0922726	-51.9915
109.697	94.653	9.90781	0.270924	-51.6999
109.856	93.2371	9.91554	0.19968	-52.522
109.854	93.6115	9.94809	0.573245	-52.1978
109.637	93.5984	9.87954	0.52471	-52.5872
109.859	95.623	9.76542	0.76435	-53.1803
110.427	93.5286	9.81092	0.722802	-55.5155
109.549	94.1491	9.89128	0.82926	-53.1917
109.926	93.7567	9.91868	0.0360571	-51.6109
109.124	95.0616	9.98783	1.74717	-59.8611
110.007	92.8292	9.79553	0.949036	-54.7017
109.259	95.9598	9.83701	0.949036	-56.3632
109.771	93.1792	9.95669	0.981172	-54.1053
109.546	94.9462	9.95669	1.01994	-54.0302
109.9	94.3548	9.90617	0.16988	-51.2194
110.027	96.1311	9.83825	0.386605	-54.342
109.898	95.0653	9.85655	1.23465	-54.8879
110.221	95.4082	9.88176	0.592553	-53.7743
109.736	93.6061	9.82364	0.232742	-52.0618
109.952	93.8621	9.77129	0.232742	-51.5792
109.609	94.6455	9.95121	0.488775	-52.2034
109.625	95.5365	9.87087	0.134531	-53.4113
109.664	94.7607	9.87087	0.0125539	-51.9681
110.111	93.1681	9.80365	0.450772	-53.4227
109.841	93.5438	9.84195	0.193202	-51.9286
109.674	93.8071	9.90191	0.193202	-52.0658
110.083	92.9784	9.82808	0.522297	-53.7424
109.371	94.7573	9.84171	0.314235	-54.3758
110.046	94.6517	9.9827	0.304635	-51.7277
109.856	94.8004	9.8148	0.615557	-51.9191
110.108	94.7196	9.94618	0.615557	-52.5008
110.053	93.9032	9.8342	0.694913	-52.6189
109.95	95.3008	9.78346	0.20309	-52.1391
109.848	94.1359	9.98109	0.97948	-53.3069
109.796	95.652	9.90299	0.97948	-53.9689
109.689	94.5043	9.82081	0.528949	-51.8796
109.993	93.4241	9.89827	0.0422178	-52.2995
109.993	94.5333	9.98041	0.0711217	-51.3957
109.993	94.804	9.75807	0.0711217	-51.5607
110.085	94.3368	9.92794	0.0805405	-51.7717
110.201	93.9104	9.85825	0.210026	-52.8071
109.911	95.4221	9.85825	0.993891	-53.8314
109.613	93.5377	9.9401	0.269935	-52.7663
109.782	93.7624	9.9401	0.679117	-52.3366
109.782	93.2876	9.91559	0.285526	-52.5105
109.97	93.9229	9.75757	0.149501	-51.5285
109.477	94.1635	9.91092	0.318656	-53.1685
109.848	95.0418	9.74877	0.138523	-51.6632
109.84	94.252	9.95989	0.570751	-51.7213
109.84	94.5357	9.97506	0.569021	-51.7074
110.267	94.626	9.92813	0.655676	-53.5244
109.959	94.1783	9.94556	0.515944	-51.7299
109.969	95.3281	9.89403	0.272134	-52.231
109.894	95.1821	9.77131	0.561041	-52.1444
109.894	95.679	9.96921	0.511457	-52.8758
109.873	94.9617	9.89207	0.470733	-51.7526
109.612	96.0709	9.85065	0.524116	-54.3613
109.919	94.9764	9.98279	0.0020172	-51.5875
109.952	93.0846	9.98279	0.536055	-53.1001
110.372	95.3314	9.90019	0.671394	-54.9568
109.796	95.0757	9.96586	0.488677	-51.9285
109.848	94.824	9.78833	0.034177	-51.411
110.038	94.8082	9.86722	0.103872	-51.7336
109.851	95.4676	9.95628	0.106117	-52.4297
109.851	94.4437	9.77454	0.558782	-51.672
109.966	93.6086	9.84089	0.65455	-52.5253
109.678	94.3868	9.84089	0.382591	-51.7576
110.155	94.1995	9.81637	0.0106457	-52.2558
109.624	94.7676	9.92493	0.756755	-52.695
109.624	95.8561	9.78249	0.156527	-54.2523
110.042	94.2948	9.80702	0.0908454	-51.5614
109.897	94.6483	9.80702	0.0908454	-51.2751
109.897	94.134	9.83701	0.313503	-51.3625
110.019	94.7276	9.95126	0.503463	-51.9082
110.113	93.4993	9.80522	0.286106	-52.7347
110.085	95.2082	9.80522	0.167922	-52.4742
109.908	93.0351	9.89943	0.768867	-53.5893
109.716	93.3216	9.92474	0.986941	-54.0122
109.716	93.9865	9.81966	0.0475298	-51.7012
109.716	95.4564	9.78996	0.0462128	-52.7627
110.007	94.3307	9.90469	0.710438	-52.3407
109.612	94.4422	9.86874	0.0929081	-52.1434
109.588	95.1969	9.77389	0.536127	-52.7968
109.725	92.8362	9.79413	0.536127	-53.7311
109.71	95.3115	9.95798	0.295539	-52.3953
109.881	93.6772	9.88561	0.0185043	-51.6887
110.083	93.7337	9.85014	0.000149136	-52.1769
109.908	93.6921	9.77314	0.697167	-52.4644
109.908	94.6933	9.76081	0.316208	-51.3998
110.139	94.1025	9.8576	0.991966	-54.0109
110.24	94.1985	9.8576	0.255968	-52.9694
110.24	95.1723	9.85395	1.07837	-55.0404
110.354	93.9665	9.90793	0.0936473	-54.4085
109.775	94.6105	9.92828	0.335831	-51.4564
109.95	94.4656	9.96157	0.602851	-51.878
109.76	95.5444	9.96257	0.51845	-52.6963
109.662	94.3438	9.9493	0.0112103	-51.8224
109.662	94.2121	9.78575	0.255649	-51.8239
109.702	94.9893	9.91744	0.297872	-51.9595
109.907	94.069	9.80855	0.828832	-52.6751
109.863	94.3369	9.83282	0.454262	-51.4691
109.938	94.2187	9.76388	0.772667	-52.4387
110.113	95.1482	9.77542	0.622095	-52.8555
110.091	94.7449	9.91841	0.334467	-52.0163
110.091	94.3996	9.98506	0.295921	-51.872
109.671	94.2409	9.80909	0.106182	-51.7799
109.862	92.4472	9.90705	0.547282	-54.6496
110.137	94.0244	9.92954	0.435486	-52.3855
110.095	94.4449	9.87725	0.0326863	-51.8245
110.258	94.718	9.90448	0.35453	-53.2028
110.081	94.6729	9.88315	0.383456	-51.9629
109.584	95.5471	9.79827	0.366637	-53.4513
109.839	95.0952	9.8169	0.710381	-52.3935
109.516	95.8871	9.87531	0.710381	-54.3782
110.102	94.2746	9.75408	0.0103528	-51.8743
109.654	93.4571	9.85233	0.117773	-52.7237
109.354	94.9472	9.86668	0.475454	-54.3842
110.168	93.9734	9.94341	0.499718	-52.6915
109.997	94.7782	9.94293	0.486843	-51.8386
109.997	94.7295	9.95945	0.1459	-51.5232
109.929	95.5494	9.9732	0.72448	-53.0313
109.988	94.1331	9.84445	0.0506061	-51.4103
109.859	94.0036	9.87456	0.946582	-53.201
109.903	94.0069	9.87456	0.496994	-51.6939
109.612	95.7849	9.7734	0.48359	-53.697
109.79	94.4327	9.8501	0.305167	-51.3627
109.818	94.0023	9.867	0.062498	-51.3802
109.746	93.5102	9.867	0.014353	-52.1981
109.832	94.9014	9.95533	0.915148	-53.0406
109.727	94.5432	9.98344	0.567359	-51.8499
109.713	93.5731	9.91356	0.413064	-52.2396
109.713	95.538	9.9691	0.167406	-52.9087
110.094	93.9464	9.76179	0.604681	-52.5081
109.849	95.6456	9.81965	0.493231	-52.7826
109.849	94.2836	9.90172	0.643272	-51.9063
110.257	95.228	9.82097	0.414167	-53.7196
109.861	94.7721	9.92386	0.307818	-51.4267
109.902	93.45	9.9029	0.730793	-52.8379
109.928	94.5802	9.9296	0.451752	-51.5374
109.968	93.9559	9.78031	0.143272	-51.4927
