X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.385026E+00   0.385026E+00   0.997258E+02   0.997258E+02   0.101771E+03  -0.204524E+01  -0.597634E+00
   0.494906E+00   0.494906E+00   0.991189E+02   0.991189E+02   0.101771E+03  -0.265206E+01  -0.715097E+00
   0.504458E+00   0.504458E+00   0.100812E+03   0.100812E+03   0.101771E+03  -0.959496E+00  -0.294302E+00
   0.114198E+01   0.114198E+01   0.100830E+03   0.100830E+03   0.101771E+03  -0.940790E+00  -0.248218E+00
   0.130364E+01   0.130364E+01   0.100066E+03   0.100066E+03   0.101771E+03  -0.170549E+01  -0.507952E+00
   0.142282E+01   0.142282E+01   0.100228E+03   0.100228E+03   0.101771E+03  -0.154290E+01  -0.434375E+00
   0.180396E+01   0.180396E+01   0.103951E+03   0.103951E+03   0.101771E+03   0.217973E+01   0.572067E+00
   0.186397E+01   0.186397E+01   0.102895E+03   0.102895E+03   0.101771E+03   0.112443E+01   0.340139E+00
   0.226610E+01   0.226610E+01   0.104469E+03   0.104469E+03   0.101771E+03   0.269807E+01   0.750086E+00
   0.262396E+01   0.262396E+01   0.102552E+03   0.102552E+03   0.101771E+03   0.780505E+00   0.191967E+00
   0.279122E+01   0.279122E+01   0.101206E+03   0.101206E+03   0.101771E+03  -0.564971E+00  -0.174643E+00
   0.282524E+01   0.282524E+01   0.104133E+03   0.104133E+03   0.101771E+03   0.236216E+01   0.598154E+00
   0.293929E+01   0.293929E+01   0.102343E+03   0.102343E+03   0.101771E+03   0.571541E+00   0.179586E+00
   0.295968E+01   0.295968E+01   0.101384E+03   0.101384E+03   0.101771E+03  -0.387087E+00  -0.109006E+00
   0.305341E+01   0.305341E+01   0.113578E+03   0.113578E+03   0.107110E+03   0.646824E+01   0.191726E+01
   0.345035E+01   0.345035E+01   0.113088E+03   0.113088E+03   0.107110E+03   0.597760E+01   0.182812E+01
   0.358027E+01   0.358027E+01   0.113730E+03   0.113730E+03   0.107110E+03   0.662026E+01   0.185435E+01
   0.404992E+01   0.404992E+01   0.113018E+03   0.113018E+03   0.107110E+03   0.590839E+01   0.179420E+01
   0.461210E+01   0.461210E+01   0.102693E+03   0.102693E+03   0.107110E+03  -0.441654E+01  -0.127020E+01
   0.565969E+01   0.565969E+01   0.104581E+03   0.104581E+03   0.107110E+03  -0.252899E+01  -0.791731E+00
   0.625194E+01   0.625194E+01   0.105486E+03   0.105486E+03   0.107110E+03  -0.162401E+01  -0.473829E+00
   0.650319E+01   0.650319E+01   0.104650E+03   0.104650E+03   0.107110E+03  -0.245970E+01  -0.692101E+00
   0.704434E+01   0.704434E+01   0.102822E+03   0.102822E+03   0.107110E+03  -0.428827E+01  -0.132438E+01
   0.746150E+01   0.746150E+01   0.101684E+03   0.101684E+03   0.107110E+03  -0.542620E+01  -0.129970E+01
   0.758047E+01   0.758047E+01   0.104561E+03   0.104561E+03   0.107110E+03  -0.254948E+01  -0.781455E+00
