res1           Y1_gamma1      LogPost        
   0.996786E+02   0.547448E+00  -0.947999E+02
   0.998293E+02   0.307828E+00  -0.943172E+02
   0.996308E+02   0.300414E+00  -0.946084E+02
   0.997511E+02   0.348898E+00  -0.942885E+02
   0.997031E+02   0.962534E-01  -0.943273E+02
   0.998552E+02   0.541458E+00  -0.948699E+02
   0.100113E+03   0.243118E-01  -0.965608E+02
   0.997909E+02   0.333922E+00  -0.942800E+02
   0.999131E+02   0.209581E+00  -0.945920E+02
   0.100066E+03   0.201067E-02  -0.959442E+02
   0.997780E+02   0.227088E+00  -0.942092E+02
   0.999553E+02   0.551789E+00  -0.953965E+02
   0.996856E+02   0.498923E+00  -0.946466E+02
   0.999826E+02   0.113115E-01  -0.950751E+02
   0.997642E+02   0.166699E+00  -0.942053E+02
   0.992629E+02   0.114433E+01  -0.100803E+03
   0.100011E+03   0.405892E+00  -0.954781E+02
   0.994817E+02   0.362767E+00  -0.957757E+02
   0.997849E+02   0.805765E+00  -0.960517E+02
   0.997805E+02   0.275785E+00  -0.942285E+02
   0.998591E+02   0.275785E+00  -0.943788E+02
   0.998013E+02   0.341921E+00  -0.943001E+02
   0.998740E+02   0.704156E+00  -0.956544E+02
   0.998949E+02   0.452712E+00  -0.947764E+02
   0.998761E+02   0.704739E+00  -0.956655E+02
   0.997849E+02   0.108275E+01  -0.983170E+02
   0.993939E+02   0.113217E+01  -0.997442E+02
   0.997057E+02   0.442640E+00  -0.944808E+02
   0.999980E+02   0.590161E+00  -0.958340E+02
   0.997509E+02   0.270863E+00  -0.942322E+02
   0.999081E+02   0.503843E+00  -0.949734E+02
   0.995455E+02   0.653620E+00  -0.957159E+02
   0.997290E+02   0.295973E+00  -0.942699E+02
   0.999431E+02   0.533792E-01  -0.947684E+02
   0.999011E+02   0.127168E+00  -0.945166E+02
   0.996860E+02   0.614749E+00  -0.950274E+02
   0.994168E+02   0.362030E+00  -0.965296E+02
   0.997888E+02   0.752036E+00  -0.957141E+02
   0.997881E+02   0.408908E+00  -0.943811E+02
   0.997119E+02   0.488120E-03  -0.943103E+02
   0.997908E+02   0.525665E+00  -0.946703E+02
