X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.545273E+00   0.545273E+00   0.116656E+03   0.116656E+03   0.112716E+03   0.393951E+01   0.146037E+01
   0.799048E+00   0.799048E+00   0.113422E+03   0.113422E+03   0.112716E+03   0.706259E+00   0.460055E+00
   0.977788E+00   0.977788E+00   0.112358E+03   0.112358E+03   0.112716E+03  -0.358087E+00  -0.240041E+00
   0.102557E+01   0.102557E+01   0.112068E+03   0.112068E+03   0.112716E+03  -0.648494E+00  -0.242072E+00
   0.118539E+01   0.118539E+01   0.113232E+03   0.113232E+03   0.112716E+03   0.515788E+00   0.529878E+00
   0.124733E+01   0.124733E+01   0.113795E+03   0.113795E+03   0.112716E+03   0.107950E+01   0.104757E+01
   0.150245E+01   0.150245E+01   0.113889E+03   0.113889E+03   0.112716E+03   0.117340E+01   0.763717E+00
   0.208826E+01   0.208826E+01   0.113250E+03   0.113250E+03   0.112716E+03   0.533555E+00   0.669273E+00
   0.210001E+01   0.210001E+01   0.111657E+03   0.111657E+03   0.112716E+03  -0.105906E+01  -0.910546E+00
   0.225149E+01   0.225149E+01   0.113118E+03   0.113118E+03   0.112716E+03   0.401545E+00   0.447276E+00
   0.225808E+01   0.225808E+01   0.111331E+03   0.111331E+03   0.112716E+03  -0.138480E+01  -0.113171E+01
   0.228026E+01   0.228026E+01   0.111493E+03   0.111493E+03   0.112716E+03  -0.122286E+01  -0.303332E+00
   0.248635E+01   0.248635E+01   0.111483E+03   0.111483E+03   0.112716E+03  -0.123334E+01  -0.144176E+01
   0.253484E+01   0.253484E+01   0.111621E+03   0.111621E+03   0.112716E+03  -0.109542E+01  -0.792947E+00
