"res1"	"res2"	"tau1"	"Y1_gamma1"	"LogPost"
79.0884	65.2122	9.33924	4.26776	-107.123
81.4768	66.7544	9.5443	4.66091	-107.976
79.9099	71.6813	9.5443	5.96525	-110.553
80.0998	75.8624	9.78574	5.0256	-112.042
79.3115	64.1976	9.46476	3.22916	-108.587
79.3347	66.534	9.42978	4.27431	-106.533
80.3175	70.6004	9.34002	3.74658	-106.373
79.5228	67.3236	9.48221	5.12345	-107.839
80.7822	66.9368	9.56484	3.56154	-106.402
81.0115	71.3555	9.41862	3.87555	-107.378
78.5015	63.953	9.53298	4.19531	-108.845
80.74	68.1662	9.53921	3.25717	-107.055
78.7244	66.5417	9.39418	4.8248	-108.265
80.0821	68.9039	9.39418	4.57726	-106.514
80.3914	73.8159	9.59681	4.65901	-108.355
78.8878	65.8248	9.59681	4.76629	-107.946
80.0426	58.9529	9.59681	3.86499	-110.059
79.9306	63.6082	9.43743	3.99445	-106.612
80.1063	64.8954	9.43743	3.69577	-106.205
80.429	67.6727	9.43743	4.25248	-106.02
81.9031	70.3758	9.35517	5.02698	-109.792
78.6076	73.1159	9.27999	5.53666	-112.201
80.3061	67.4216	9.52006	4.12978	-105.845
81.0287	65.7319	9.59533	4.0482	-106.695
80.5492	70.9534	9.45965	3.51472	-106.991
79.1927	62.6888	9.59557	4.11669	-107.822
79.8398	71.4505	9.59557	3.94536	-106.699
79.4474	70.2055	9.56429	3.33026	-107.573
80.6584	69.5487	9.43014	3.82489	-106.25
80.6509	67.0183	9.42192	3.82489	-106.001
79.9283	65.8251	9.38658	3.84135	-105.918
79.8596	68.7057	9.41712	3.41851	-106.354
80.5904	65.9295	9.3771	3.99302	-106.072
80.7152	64.2737	9.4036	4.38596	-106.885
79.53	70.9043	9.44666	3.70164	-106.916
80.4503	70.408	9.31335	3.98023	-106.307
80.9514	67.7144	9.31335	3.00981	-108.518
80.8762	67.5588	9.32831	5.24278	-108.309
80.6268	67.0453	9.59083	3.55805	-106.193
80.0834	68.4434	9.44702	3.99252	-105.783
80.2968	65.2601	9.58903	4.90945	-107.321
80.0523	67.3495	9.39608	3.55019	-105.927
79.5013	68.9075	9.51992	3.18226	-107.601
80.6462	69.8142	9.58543	3.56202	-106.558
80.7167	64.8131	9.40142	4.97976	-107.784
80.6157	67.3183	9.39355	3.38477	-106.495
80.6416	73.603	9.39355	4.09672	-108.048
80.6993	66.7152	9.42082	4.95452	-107.474
80.5506	69.1496	9.3869	4.21148	-106.196
80.3397	65.7995	9.45606	4.74835	-106.907
79.8509	70.2698	9.48321	4.36897	-106.518
80.5032	65.0623	9.43098	4.17188	-106.283
79.9536	74.5474	9.31896	3.59904	-109.238
79.8981	68.2348	9.30725	4.16641	-105.922
79.989	64.8113	9.57394	4.12795	-106.205
80.4561	68.9988	9.30137	3.77599	-105.97
79.6868	68.8488	9.30137	4.7581	-106.982
80.0462	67.3188	9.5213	3.73108	-105.753
81.2437	69.4555	9.49721	3.96225	-107.16
79.1039	67.6385	9.43622	4.03235	-106.749
80.6711	68.6946	9.43622	5.31294	-108.382
81.2829	66.1286	9.49774	4.26495	-107.207
79.522	72.1648	9.49774	3.86922	-107.385
79.3156	69.4435	9.31151	3.86691	-106.618
78.8603	64.9582	9.54141	4.47688	-107.774
80.3218	66.4218	9.35305	3.83617	-105.812
80.6747	72.2658	9.47424	5.32357	-109.135
80.4171	64.7199	9.47424	3.75845	-106.297
79.9102	67.1133	9.47424	3.62985	-105.893
80.8856	65.5686	9.47424	3.29678	-107.466
80.789	70.3217	9.40822	3.11276	-108.321
80.5573	62.8148	9.39081	4.21985	-107.169
80.4064	65.7348	9.36713	4.56522	-106.597
80.1831	67.6273	9.39324	4.72346	-106.711
79.0356	66.6877	9.39324	4.81109	-107.705
79.6599	71.4667	9.55407	5.82278	-110.161
79.8989	70.336	9.34022	3.45156	-106.729
80.5598	65.9677	9.35288	5.03794	-107.635
82.956	63.5426	9.35288	5.44903	-113.508
79.6236	66.2288	9.31318	4.79052	-107.068
81.2494	64.2609	9.31318	4.2394	-107.552
79.072	68.0581	9.52405	4.38651	-107.019
79.3965	69.5249	9.52405	4.79461	-107.379
80.618	64.7472	9.5428	3.19781	-107.706
81.2638	71.7166	9.5428	3.87902	-108.067
79.4124	67.8251	9.5676	5.25847	-108.267
78.9997	67.4078	9.30397	3.75343	-107.136
80.7417	66.0673	9.54266	4.04609	-106.224
80.1872	67.3206	9.49908	4.31435	-106.015
80.6127	60.3024	9.47984	4.97714	-109.354
78.8651	68.4804	9.37163	3.85237	-107.431
80.6786	72.0555	9.37791	3.99381	-107.196
81.0758	65.0689	9.5553	4.9282	-108.001
79.1895	60.6974	9.5553	5.03793	-109.612
80.5968	60.2275	9.5469	5.00738	-109.433
79.5365	65.374	9.31266	3.88642	-106.332
80.5427	65.8894	9.30399	3.3672	-106.66
80.1886	67.4257	9.53174	3.85548	-105.708
79.5948	64.5107	9.35582	4.34851	-106.703
80.6316	65.3272	9.3362	3.22421	-107.381
79.4634	66.5404	9.29831	3.64254	-106.397
79.6145	64.7481	9.46788	4.3034	-106.574
80.1	58.8607	9.46788	5.25478	-110.468
81.0655	64.9125	9.4899	3.89295	-106.98
80.073	63.1804	9.58317	4.01912	-106.773
79.4426	57.7218	9.45377	4.65497	-110.915
78.4372	67.6359	9.46493	4.18061	-108.402
78.4234	72.0687	9.5077	3.99755	-109.729
80.6451	66.3459	9.39123	3.61421	-106.218
81.0719	66.8307	9.42773	4.41411	-106.911
79.2882	67.4418	9.48516	3.93289	-106.42
80.2758	65.7058	9.58483	3.59878	-106.094
80.0535	61.6136	9.58483	4.70956	-108.094
81.6126	70.6966	9.47008	4.70956	-108.75
81.5899	66.8654	9.57693	3.9297	-107.859
79.8647	73.0132	9.57693	5.61515	-109.957
80.4455	66.03	9.47426	4.47065	-106.419
78.5923	61.8132	9.56879	5.43179	-110.71
80.2437	71.5375	9.53271	3.85795	-106.693
80.4939	71.3908	9.31628	4.17729	-106.774
80.4939	68.2596	9.42568	2.9209	-108.256
80.6033	69.2464	9.53388	3.85222	-106.116
79.389	70.3817	9.48823	4.02659	-106.732
80.1358	66.1406	9.48823	4.11382	-105.897
80.5501	63.8887	9.53525	3.64063	-106.868
80.0524	69.5952	9.42885	3.68543	-106.062
80.0524	67.9055	9.54726	4.01244	-105.753
80.5309	64.1324	9.48436	4.1698	-106.579
80.1479	65.9572	9.58167	4.10902	-105.922
79.7102	66.1484	9.38987	4.01234	-106.006
81.0713	63.9723	9.42355	5.08916	-108.572
80.581	69.2161	9.3574	3.82456	-106.096
80.5166	65.6056	9.48408	4.46918	-106.522
81.1155	73.4934	9.48408	5.10964	-109.556
80.4224	67.8684	9.48321	4.08348	-105.87
80.8194	66.0686	9.45175	3.2041	-107.53
78.9188	69.584	9.37641	4.00641	-107.394
80.7469	65.4148	9.3811	3.72559	-106.428
80.5388	61.462	9.59429	4.08027	-107.894
79.9023	68.81	9.59429	4.22591	-106.038
82.8381	70.146	9.59429	4.81179	-112.363
80.4055	67.0657	9.49038	3.83428	-105.794
80.4631	66.5142	9.56876	4.58076	-106.561
80.7726	68.125	9.42446	4.13292	-106.223
79.1745	70.5445	9.56335	4.52558	-107.438
79.7282	65.1784	9.5567	3.0621	-108.122
80.1829	63.0269	9.46792	3.45886	-107.531
79.7396	69.3668	9.50277	4.42729	-106.452
79.8425	63.2479	9.44708	4.527	-107.18
79.7777	65.1214	9.37653	3.88865	-106.164
78.9924	65.3031	9.3109	4.47414	-107.45
80.2008	67.6679	9.30845	3.91233	-105.713
80.3616	66.4386	9.37851	3.11651	-107.235
79.3117	67.1462	9.39868	4.43756	-106.707
79.643	65.8339	9.38158	4.43756	-106.486
78.782	64.9242	9.40562	4.78928	-108.322
79.1691	67.8684	9.49145	4.93056	-107.744
79.5202	69.8523	9.56636	4.27344	-106.55
79.6044	70.1679	9.55347	3.82809	-106.435
79.3662	61.2093	9.33376	4.09203	-108.435
80.4619	63.9641	9.54525	3.79338	-106.598
79.7352	66.868	9.34933	4.27877	-106.11
79.9297	62.9202	9.32474	3.95983	-106.947
79.7952	67.4528	9.4961	3.91148	-105.821
79.8432	63.8055	9.56106	4.69019	-107.244
