res1           Y1_gamma1      LogPost        
   0.785418E+02   0.633668E+01  -0.583903E+02
   0.781093E+02   0.697679E+01  -0.591931E+02
   0.779449E+02   0.460517E+01  -0.568442E+02
   0.776015E+02   0.373675E+01  -0.575620E+02
   0.759855E+02   0.603832E+01  -0.589232E+02
   0.800973E+02   0.455198E+01  -0.586051E+02
   0.798086E+02   0.499762E+01  -0.581047E+02
   0.777226E+02   0.571542E+01  -0.576000E+02
   0.778154E+02   0.549537E+01  -0.573694E+02
   0.795384E+02   0.577615E+01  -0.582869E+02
   0.766676E+02   0.458670E+01  -0.575976E+02
   0.779818E+02   0.444205E+01  -0.568433E+02
   0.778157E+02   0.721711E+01  -0.595363E+02
   0.783940E+02   0.382715E+01  -0.573447E+02
   0.785627E+02   0.459180E+01  -0.569559E+02
   0.776255E+02   0.656727E+01  -0.586473E+02
   0.770819E+02   0.735108E+01  -0.598559E+02
   0.772571E+02   0.584420E+01  -0.578597E+02
   0.784245E+02   0.374741E+01  -0.574811E+02
   0.786889E+02   0.532506E+01  -0.573556E+02
   0.789559E+02   0.481310E+01  -0.572201E+02
   0.782451E+02   0.547518E+01  -0.573593E+02
   0.779839E+02   0.450346E+01  -0.568382E+02
   0.764952E+02   0.501868E+01  -0.577878E+02
   0.783312E+02   0.527584E+01  -0.572029E+02
   0.775773E+02   0.528074E+01  -0.572298E+02
   0.777607E+02   0.531000E+01  -0.572146E+02
   0.784589E+02   0.405114E+01  -0.571109E+02
   0.791650E+02   0.576819E+01  -0.580075E+02
   0.756286E+02   0.634385E+01  -0.595566E+02
   0.783206E+02   0.470152E+01  -0.568926E+02
   0.790810E+02   0.337857E+01  -0.589341E+02
   0.786421E+02   0.406633E+01  -0.571896E+02
   0.787642E+02   0.464053E+01  -0.570633E+02
   0.769097E+02   0.588848E+01  -0.580685E+02
   0.779846E+02   0.462990E+01  -0.568453E+02
   0.794067E+02   0.459088E+01  -0.576133E+02
   0.790127E+02   0.375090E+01  -0.579173E+02
   0.765398E+02   0.546830E+01  -0.579617E+02
   0.768092E+02   0.487500E+01  -0.574510E+02
   0.776836E+02   0.532034E+01  -0.572364E+02
   0.771921E+02   0.422172E+01  -0.572588E+02
   0.770587E+02   0.674156E+01  -0.590241E+02
   0.778174E+02   0.481310E+01  -0.569078E+02
   0.794604E+02   0.542561E+01  -0.579368E+02
   0.780084E+02   0.563666E+01  -0.574987E+02
   0.783325E+02   0.391812E+01  -0.572045E+02
   0.788898E+02   0.758089E+01  -0.602026E+02
   0.777658E+02   0.403764E+01  -0.570846E+02
   0.776395E+02   0.467492E+01  -0.569114E+02
   0.767520E+02   0.487072E+01  -0.575019E+02
   0.798172E+02   0.427047E+01  -0.583478E+02
   0.776886E+02   0.512327E+01  -0.570907E+02
   0.788745E+02   0.446557E+01  -0.571414E+02
   0.772614E+02   0.444613E+01  -0.571012E+02
   0.786598E+02   0.444613E+01  -0.570095E+02
   0.789630E+02   0.405874E+01  -0.574398E+02
   0.790891E+02   0.523089E+01  -0.575114E+02
   0.783815E+02   0.456055E+01  -0.568884E+02
   0.768623E+02   0.408794E+01  -0.577137E+02
   0.772973E+02   0.549793E+01  -0.575050E+02
   0.784990E+02   0.423143E+01  -0.570026E+02
   0.788585E+02   0.427243E+01  -0.571947E+02
   0.788947E+02   0.447947E+01  -0.571537E+02
   0.767502E+02   0.445542E+01  -0.575524E+02
   0.778770E+02   0.465600E+01  -0.568577E+02
   0.786395E+02   0.477648E+01  -0.570245E+02
   0.784884E+02   0.503714E+01  -0.570801E+02
   0.788887E+02   0.456924E+01  -0.571411E+02
   0.777931E+02   0.483518E+01  -0.569198E+02
   0.798053E+02   0.624483E+01  -0.589706E+02
   0.787499E+02   0.420865E+01  -0.571527E+02
   0.757893E+02   0.620513E+01  -0.592661E+02
   0.776554E+02   0.346980E+01  -0.581369E+02
   0.788530E+02   0.460049E+01  -0.571166E+02
   0.762563E+02   0.607597E+01  -0.587122E+02
   0.785906E+02   0.549734E+01  -0.574653E+02
   0.781038E+02   0.534747E+01  -0.572309E+02
   0.777352E+02   0.518729E+01  -0.571254E+02
   0.765843E+02   0.456608E+01  -0.576997E+02
   0.769771E+02   0.475857E+01  -0.572912E+02
   0.780597E+02   0.408313E+01  -0.570019E+02
   0.792711E+02   0.317125E+01  -0.600281E+02
   0.792228E+02   0.364888E+01  -0.583879E+02
   0.774540E+02   0.441600E+01  -0.569951E+02
   0.784790E+02   0.401873E+01  -0.571494E+02
   0.787071E+02   0.401873E+01  -0.572755E+02
   0.794636E+02   0.484734E+01  -0.576768E+02
   0.773300E+02   0.682375E+01  -0.590525E+02
   0.800165E+02   0.565323E+01  -0.586542E+02
   0.767315E+02   0.810816E+01  -0.610501E+02
