X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.156861E+00   0.156861E+00   0.100927E+03   0.100927E+03   0.100563E+03   0.364204E+00   0.386315E+00
   0.185463E+00   0.185463E+00   0.101922E+03   0.101922E+03   0.100563E+03   0.135910E+01   0.790375E+00
   0.412321E+00   0.412321E+00   0.982213E+02   0.982213E+02   0.100563E+03  -0.234174E+01  -0.164727E+01
   0.174824E+01   0.174824E+01   0.997078E+02   0.997078E+02   0.100563E+03  -0.855158E+00  -0.588655E+00
   0.225641E+01   0.225641E+01   0.101387E+03   0.101387E+03   0.100563E+03   0.824492E+00   0.495893E+00
   0.314690E+01   0.314690E+01   0.101129E+03   0.101129E+03   0.100563E+03   0.566132E+00   0.574725E+00
   0.347220E+01   0.347220E+01   0.978810E+02   0.978810E+02   0.998753E+02  -0.199434E+01  -0.147377E+01
   0.362229E+01   0.362229E+01   0.100192E+03   0.100192E+03   0.998753E+02   0.316973E+00   0.224474E+00
   0.381622E+01   0.381622E+01   0.100184E+03   0.100184E+03   0.998753E+02   0.308549E+00   0.490134E+00
   0.388197E+01   0.388197E+01   0.975854E+02   0.975854E+02   0.998753E+02  -0.228995E+01  -0.253367E+01
   0.396725E+01   0.396725E+01   0.992950E+02   0.992950E+02   0.998753E+02  -0.580334E+00  -0.315047E+00
   0.412555E+01   0.412555E+01   0.102503E+03   0.102503E+03   0.998753E+02   0.262793E+01   0.111461E+01
   0.505629E+01   0.505629E+01   0.100106E+03   0.100106E+03   0.998753E+02   0.230977E+00   0.256095E+00
   0.518324E+01   0.518324E+01   0.100786E+03   0.100786E+03   0.998753E+02   0.910927E+00   0.640712E+00
   0.548721E+01   0.548721E+01   0.991762E+02   0.991762E+02   0.998753E+02  -0.699078E+00  -0.312118E+00
   0.548812E+01   0.548812E+01   0.100070E+03   0.100070E+03   0.998753E+02   0.194695E+00   0.127003E+00
   0.550535E+01   0.550535E+01   0.996111E+02   0.996111E+02   0.998753E+02  -0.264232E+00  -0.367927E+00
   0.621532E+01   0.621532E+01   0.998020E+02   0.998020E+02   0.998753E+02  -0.732901E-01  -0.977230E-01
   0.709886E+01   0.709886E+01   0.100514E+03   0.100514E+03   0.998753E+02   0.638302E+00   0.870052E+00
   0.755004E+01   0.755004E+01   0.100065E+03   0.100065E+03   0.998753E+02   0.189886E+00   0.172790E+00
   0.832796E+01   0.832796E+01   0.100031E+03   0.100031E+03   0.998753E+02   0.155694E+00   0.168070E+00
   0.833966E+01   0.833966E+01   0.101139E+03   0.101139E+03   0.998753E+02   0.126334E+01   0.117019E+01
   0.840411E+01   0.840411E+01   0.991462E+02   0.991462E+02   0.998753E+02  -0.729077E+00  -0.624105E+00
   0.843321E+01   0.843321E+01   0.992041E+02   0.992041E+02   0.998753E+02  -0.671223E+00  -0.411095E+00
   0.852212E+01   0.852212E+01   0.995949E+02   0.995949E+02   0.998753E+02  -0.280434E+00  -0.215079E+00
   0.862356E+01   0.862356E+01   0.997883E+02   0.997883E+02   0.998753E+02  -0.869879E-01  -0.180314E+00
   0.877447E+01   0.877447E+01   0.998975E+02   0.998975E+02   0.998753E+02   0.221868E-01   0.196940E-01
   0.909549E+01   0.909549E+01   0.969526E+02   0.969526E+02   0.998753E+02  -0.292271E+01  -0.126994E+01
   0.921223E+01   0.921223E+01   0.100089E+03   0.100089E+03   0.998753E+02   0.214063E+00   0.108395E+00
   0.951400E+01   0.951400E+01   0.100717E+03   0.100717E+03   0.998753E+02   0.841597E+00   0.878021E+00
