res1           Y1_gamma1      LogPost        
   0.100441E+03   0.277860E+01  -0.105807E+02
   0.100120E+03   0.101121E+01  -0.766621E+01
   0.994557E+02   0.103481E+01  -0.777774E+01
   0.100428E+03   0.355603E+00  -0.713020E+01
   0.100843E+03   0.750942E+00  -0.852548E+01
   0.997405E+02   0.887017E+00  -0.739182E+01
   0.989213E+02   0.240191E+01  -0.100674E+02
   0.100511E+03   0.406285E+01  -0.120842E+02
   0.990090E+02   0.131731E+00  -0.903641E+01
   0.995983E+02   0.349890E+00  -0.697240E+01
   0.987949E+02   0.878727E+00  -0.886571E+01
   0.997464E+02   0.159849E+00  -0.669124E+01
   0.989853E+02   0.919088E+00  -0.838236E+01
   0.996083E+02   0.223812E+01  -0.962758E+01
   0.996083E+02   0.114919E+01  -0.785431E+01
   0.977645E+02   0.373267E+01  -0.121517E+02
   0.981517E+02   0.143377E+01  -0.102689E+02
   0.999784E+02   0.107734E+01  -0.771279E+01
   0.998764E+02   0.200797E+01  -0.927740E+01
   0.998687E+02   0.363574E+01  -0.115059E+02
   0.101160E+03   0.288506E+01  -0.111384E+02
   0.994395E+02   0.123995E+00  -0.732676E+01
   0.100340E+03   0.983926E+00  -0.781884E+01
   0.100361E+03   0.152920E+01  -0.871558E+01
   0.984607E+02   0.474726E+00  -0.112317E+02
   0.101397E+03   0.100295E+01  -0.103494E+02
   0.100859E+03   0.899576E+00  -0.867248E+01
   0.992675E+02   0.369508E+00  -0.776187E+01
   0.100126E+03   0.555061E+00  -0.695433E+01
   0.997225E+02   0.930881E+00  -0.746545E+01
   0.100959E+03   0.171597E+01  -0.965375E+01
   0.100582E+03   0.171290E+01  -0.919581E+01
   0.101410E+03   0.541972E+00  -0.109598E+02
   0.101348E+03   0.268644E+01  -0.111027E+02
   0.996751E+02   0.251101E+00  -0.681670E+01
   0.978395E+02   0.382771E+01  -0.121914E+02
   0.980130E+02   0.324787E+01  -0.115632E+02
   0.980854E+02   0.208251E+01  -0.105104E+02
   0.100081E+03   0.103393E+01  -0.768235E+01
   0.100114E+03   0.703941E-01  -0.653308E+01
   0.994844E+02   0.884822E+00  -0.755695E+01
   0.100010E+03   0.957101E+00  -0.751768E+01
   0.998481E+02   0.212630E+01  -0.946150E+01
   0.994768E+02   0.795261E-01  -0.722680E+01
   0.999075E+02   0.196508E+00  -0.656731E+01
   0.100608E+03   0.896309E+00  -0.810506E+01
   0.990529E+02   0.118385E+01  -0.841907E+01
