res1           Y1_gamma1      LogPost        
   0.100999E+03   0.273512E+01  -0.112551E+02
   0.992514E+02   0.325700E+01  -0.119914E+02
   0.100864E+03   0.253410E+01  -0.110458E+02
   0.101530E+03   0.196960E+01  -0.111054E+02
   0.100192E+03   0.721074E+00  -0.100968E+02
   0.100325E+03   0.262859E+01  -0.110872E+02
   0.100176E+03   0.175317E+01  -0.103736E+02
   0.987619E+02   0.221287E+01  -0.117972E+02
   0.999226E+02   0.262580E+01  -0.111669E+02
   0.100183E+03   0.318388E+00  -0.103662E+02
   0.100203E+03   0.146184E+01  -0.101889E+02
   0.100203E+03   0.160904E+01  -0.102731E+02
   0.102198E+03   0.564275E+01  -0.138809E+02
   0.101939E+03   0.584526E+01  -0.139617E+02
   0.100447E+03   0.661111E+01  -0.143632E+02
   0.104007E+03   0.421633E+01  -0.140822E+02
   0.100711E+03   0.204018E+01  -0.106073E+02
   0.100125E+03   0.567736E-01  -0.104894E+02
   0.101221E+03   0.285543E+01  -0.114310E+02
   0.992535E+02   0.229041E+01  -0.112966E+02
   0.100993E+03   0.145880E+01  -0.104947E+02
   0.985850E+02   0.306314E+01  -0.123220E+02
   0.100152E+03   0.730446E+00  -0.100921E+02
   0.100380E+03   0.730446E+00  -0.101585E+02
   0.995013E+02   0.300948E+01  -0.116680E+02
   0.992981E+02   0.176876E+01  -0.109939E+02
   0.100013E+03   0.210299E+01  -0.106876E+02
   0.100122E+03   0.297560E+01  -0.114367E+02
   0.100521E+03   0.702423E+00  -0.102964E+02
   0.100537E+03   0.164066E+01  -0.102994E+02
   0.101100E+03   0.267819E+01  -0.112396E+02
   0.101239E+03   0.154826E+01  -0.107556E+02
   0.101195E+03   0.561399E+00  -0.120843E+02
   0.100739E+03   0.136156E+01  -0.102786E+02
   0.987063E+02   0.183480E+01  -0.118647E+02
   0.100742E+03   0.252245E+01  -0.110093E+02
   0.985951E+02   0.477231E+01  -0.133999E+02
   0.100389E+03   0.488887E+00  -0.103609E+02
   0.100389E+03   0.418980E+00  -0.104345E+02
   0.100789E+03   0.104452E+01  -0.103669E+02
   0.999982E+02   0.229498E+01  -0.108530E+02
   0.102638E+03   0.285531E+01  -0.124848E+02
   0.101697E+03   0.430227E+01  -0.127741E+02
   0.100552E+03   0.124401E+01  -0.101538E+02
   0.101446E+03   0.252957E+01  -0.112968E+02
   0.101435E+03   0.283432E+01  -0.115079E+02
   0.100929E+03   0.298976E-01  -0.122703E+02
   0.101704E+03   0.450589E+01  -0.129345E+02
   0.105572E+03   0.371553E+01  -0.162223E+02
   0.989528E+02   0.386325E+01  -0.126018E+02
   0.992849E+02   0.847880E+00  -0.110910E+02
   0.994138E+02   0.513368E+00  -0.110506E+02
   0.100882E+03   0.103215E+01  -0.104902E+02
   0.998023E+02   0.564903E+00  -0.103423E+02
   0.102545E+03   0.461735E+01  -0.133086E+02
   0.100568E+03   0.238708E+01  -0.108675E+02
   0.103946E+03   0.321054E+01  -0.141149E+02
   0.998794E+02   0.183621E+01  -0.105423E+02
   0.100612E+03   0.165370E+01  -0.103267E+02
   0.994274E+02   0.504613E+00  -0.110255E+02
   0.100547E+03   0.123880E+00  -0.110125E+02
   0.100129E+03   0.557598E+00  -0.101757E+02
   0.995215E+02   0.828598E+00  -0.106296E+02
   0.101295E+03   0.139967E+01  -0.108690E+02
   0.101894E+03   0.250839E+01  -0.116296E+02
   0.100825E+03   0.230552E+01  -0.108447E+02
   0.101765E+03   0.210700E+01  -0.113855E+02
   0.101261E+03   0.101632E+01  -0.111807E+02
   0.101261E+03   0.267751E+01  -0.113048E+02
   0.105211E+03   0.539252E+01  -0.152509E+02
   0.956114E+02   0.466324E+01  -0.155327E+02
   0.100248E+03   0.305189E+01  -0.114895E+02
   0.100233E+03   0.125463E+01  -0.100957E+02
   0.100459E+03   0.320240E+01  -0.116163E+02
   0.989750E+02   0.230697E+01  -0.115767E+02
   0.100723E+03   0.233626E+00  -0.113414E+02
   0.100376E+03   0.497034E+00  -0.103403E+02
   0.100376E+03   0.497034E+00  -0.103403E+02
   0.100376E+03   0.881740E+00  -0.100928E+02
   0.998160E+02   0.596233E+00  -0.103127E+02
   0.997473E+02   0.506540E+00  -0.104385E+02
   0.101247E+03   0.169151E+01  -0.107662E+02
   0.100888E+03   0.199051E+01  -0.106351E+02
   0.100689E+03   0.223490E+01  -0.107546E+02
   0.100856E+03   0.362118E+01  -0.120222E+02
   0.100016E+03   0.129125E+01  -0.101674E+02
   0.101044E+03   0.256396E+01  -0.111257E+02
   0.982455E+02   0.256396E+01  -0.125389E+02
   0.996156E+02   0.141848E+01  -0.105157E+02
   0.101058E+03   0.450866E+00  -0.119372E+02
   0.100036E+03   0.144057E+01  -0.102257E+02
   0.101338E+03   0.187795E+01  -0.108917E+02
   0.100388E+03   0.767628E+00  -0.101438E+02
   0.100388E+03   0.122283E+01  -0.100952E+02
   0.994152E+02   0.604902E+00  -0.109702E+02
   0.993298E+02   0.147843E+00  -0.116091E+02
   0.100582E+03   0.170922E+01  -0.103500E+02
   0.100692E+03   0.113443E+01  -0.102430E+02
   0.100056E+03   0.124186E+01  -0.101326E+02
   0.993104E+02   0.228878E+01  -0.112469E+02
   0.100249E+03   0.659158E+00  -0.101374E+02
   0.100430E+03   0.422605E+00  -0.104804E+02
   0.101829E+03   0.252121E+01  -0.115768E+02
   0.101163E+03   0.173789E+01  -0.106945E+02
   0.999790E+02   0.855983E+00  -0.101155E+02
   0.100570E+03   0.855983E+00  -0.102360E+02
   0.985442E+02   0.168505E+01  -0.122323E+02
   0.985193E+02   0.206809E+01  -0.121449E+02
   0.103264E+03   0.303095E+01  -0.132380E+02
   0.101623E+03   0.433435E+01  -0.127790E+02
   0.100038E+03   0.262344E+01  -0.111315E+02
   0.100233E+03   0.221774E+00  -0.104714E+02
   0.100646E+03   0.263767E+01  -0.110987E+02
   0.101246E+03   0.171960E+01  -0.107687E+02
   0.101957E+03   0.164609E+01  -0.118282E+02
   0.979914E+02   0.429072E+01  -0.134159E+02
   0.995015E+02   0.201248E+01  -0.109153E+02
   0.996667E+02   0.380299E+00  -0.106366E+02
   0.101655E+03   0.151336E+01  -0.113849E+02
   0.100846E+03   0.211757E+01  -0.107065E+02
   0.995517E+02   0.713854E+00  -0.106265E+02
   0.101758E+03   0.591665E+01  -0.139785E+02
   0.990503E+02   0.372874E+01  -0.124548E+02
   0.100203E+03   0.141411E+01  -0.101650E+02
   0.996883E+02   0.696430E+00  -0.104221E+02
   0.101823E+03   0.603933E+01  -0.140725E+02
   0.984919E+02   0.276139E+01  -0.122800E+02
   0.992915E+02   0.493652E+01  -0.132932E+02
   0.985357E+02   0.215582E+01  -0.121119E+02
   0.971495E+02   0.201082E+01  -0.153399E+02
   0.999350E+02   0.202810E+01  -0.106579E+02
   0.996733E+02   0.212926E+01  -0.108718E+02
   0.982316E+02   0.409358E+01  -0.131549E+02
