"res1"	"res2"	"tau1"	"Y1_gamma1"	"LogPost"
101.585	101.52	0.625929	0.298785	-25.9182
100.114	102.406	1.33459	0.0281494	-22.1021
99.9633	101.995	1.35644	0.655734	-23.0995
100.648	100.351	0.776843	0.888077	-30.0721
98.2536	101.881	1.04519	0.658187	-27.0086
100.192	101.898	1.51909	0.716745	-22.8781
100.698	102.631	1.45927	0.680895	-22.6265
100.798	102.221	1.361	0.00500345	-22.2707
100.581	101.747	0.754025	1.24507	-25.7495
100.586	103.199	1.69494	0.615904	-23.6379
99.4475	102.671	1.62505	0.120389	-22.8194
99.8735	102.152	1.79055	0.168483	-21.6005
100.053	101.567	1.76175	0.166849	-23.1903
100.98	102.241	2.00721	0.974555	-25.1856
100.976	102.319	0.971126	0.374328	-24.5135
99.443	101.516	1.49934	0.7505	-24.7174
100.278	102.438	1.78768	1.19611	-24.0047
100.875	102.32	1.61397	0.890903	-23.4018
100.159	102.155	1.4281	0.227302	-21.4106
100.744	101.031	1.40003	0.513344	-26.4764
99.8699	102.718	1.55911	0.359358	-22.1678
99.5862	102.743	1.79276	1.34778	-24.861
99.7773	102.234	1.12542	1.04574	-25.1976
100.272	102.114	1.50636	0.0103442	-21.29
99.1739	101.658	1.83492	1.53044	-27.9518
99.0504	101.986	0.643149	0.749418	-25.2138
101.129	100.633	2.93455	2.97846	-31.8433
101	101.976	2.5817	0.241053	-25.136
100.07	101.971	0.667654	0.713207	-24.2281
100.609	102.179	2.05021	0.713207	-24.8765
100.342	102.034	1.57696	0.713207	-22.6451
100.367	102.127	1.26508	0.148189	-23.4113
100.327	101.998	1.62205	0.0916289	-21.5193
100.176	102.781	1.70097	0.420791	-22.1394
100.311	102.781	1.32719	0.420791	-23.2312
101.129	102.391	1.96846	0.694692	-24.7247
101.016	101.965	1.65885	0.372958	-22.7483
99.5526	102.678	1.54927	1.33748	-24.838
101.625	103.664	1.79105	1.04201	-27.1901
100.907	102.74	1.85333	0.0542844	-23.3094
100.379	101.875	1.75134	0.0904423	-21.8508
99.6882	103.253	1.48829	0.440084	-24.2752
99.3557	101.776	1.96406	1.62192	-29.2327
99.1525	102.814	1.43725	1.08617	-24.7305
100.32	101.752	1.61605	0.917687	-23.7973
100.468	102.241	1.68387	0.501667	-21.8945
99.8826	102.496	1.64541	0.772097	-22.6857
100.379	102.496	1.37281	0.583768	-22.8721
100.884	102.15	0.975725	0.55543	-24.3404
100.53	101.472	1.67158	0.642866	-24.0249
100.529	103.053	1.77083	1.01965	-23.8898
100.006	102.503	1.57959	0.425378	-21.7951
100.002	102.041	1.16858	0.67484	-24.1099
99.6593	102.369	1.46939	1.50096	-25.3685
99.8077	102.362	1.68144	0.201254	-21.6458
100.99	102.166	1.81943	0.201254	-22.7392
100.196	101.988	1.29351	0.201254	-23.4271
100.756	101.833	1.82715	0.542512	-23.4841
101.465	101.273	2.13009	1.09793	-26.8379
101.178	102.397	2.59219	0.230665	-25.3816
100.074	103.521	1.50741	0.760491	-24.7105
99.506	102.11	1.56234	0.207545	-22.3883
99.7909	102.265	1.67188	0.685584	-22.5669
99.9037	101.649	1.66614	0.0161681	-22.9411
100.787	102.306	1.72029	0.113076	-21.6079
100.314	101.941	1.45676	0.522914	-22.2817
99.666	102.945	1.33401	0.401673	-24.3105
99.4982	102.049	0.635684	2.84536	-30.7271
101.306	102.277	0.717491	1.52747	-27.0521
100.326	102.277	1.60054	0.887943	-22.9684
99.7464	102.172	1.60498	0.887943	-23.2751
100.737	102.115	0.766344	0.131064	-23.7293
100.998	101.882	1.78276	0.407559	-22.9547
99.6728	101.771	1.60404	0.809671	-23.7669
101.631	102.057	2.19397	0.252283	-25.017
100.023	102.812	1.51523	0.990765	-23.4421
98.0975	101.806	1.70579	1.49138	-28.615
102.32	101.663	1.93602	0.0435793	-28.6609
99.5719	102.482	1.4564	0.956775	-23.556
99.5696	102.757	1.47762	0.880679	-23.483
100.451	101.225	2.49393	0.965608	-27.4315
100.85	102.945	2.05961	0.740129	-25.4994
100.55	101.526	2.60086	0.644769	-26.5538
100.169	101.838	1.46021	0.637309	-22.7922
100.349	102.116	1.13832	0.508668	-23.9207
100.349	102.116	1.42673	0.43012	-21.7905
101.559	101.917	1.5655	0.358535	-24.5019
99.8289	101.866	1.77634	0.154819	-22.238
100.44	102.159	1.00217	0.501569	-23.9757
100.155	102.202	1.46525	0.318564	-21.5017
100.067	102.621	1.80268	0.143957	-21.6307
101.605	101.844	1.7816	0.089966	-24.7978
100.292	102.816	1.4481	1.36634	-24.6956
100.827	103.071	2.82012	0.822226	-26.2125
99.2454	102.51	1.31422	0.403565	-23.9323
100.308	102.205	1.71634	1.0575	-23.6131
99.978	102.376	1.55734	0.641428	-22.2454
100.696	102.269	1.78524	0.209375	-21.5625
101.19	102.16	1.79505	0.1999	-22.6741
99.248	103.592	1.79505	1.36017	-26.3264
99.3189	101.487	0.808589	0.570751	-25.2588
100.913	102.765	1.64652	0.529424	-22.8292
98.9951	102.553	1.48497	0.29335	-24.1188
99.9223	102.31	1.76212	0.29335	-21.5904
99.8119	102.208	0.985272	0.768893	-24.5736
100.123	101.836	1.58226	0.768893	-23.167
99.4542	102.675	1.51773	0.62622	-23.0928
100.85	103.125	1.83449	0.62622	-24.5992
100.803	102.995	1.61176	0.0883119	-23.2926
99.7212	100.984	1.53092	1.42783	-27.4573
100.805	102.296	0.68491	0.157497	-24.123
99.8818	102.468	1.86313	0.877569	-24.3125
98.5696	102.66	0.811446	2.27211	-29.5311
101.244	102.304	2.13095	1.21759	-25.8826
100.502	102.08	2.20744	0.118423	-24.6369
99.764	101.823	1.54706	0.533192	-22.9018
100.037	101.823	1.24122	0.883761	-24.6148
100.037	101.379	1.36638	0.0921748	-24.5361
98.6566	101.067	0.3996	1.21876	-27.0935
101.056	100.434	1.3622	1.74124	-30.0838
100.827	102.313	1.76156	0.258553	-21.816
100.658	102.743	1.99416	0.49328	-25.1804
101.219	101.53	1.75747	0.380287	-24.7004
100.567	101.283	0.832279	0.380287	-25.3418
99.9144	101.966	1.58859	1.02285	-23.831
100.548	102.087	1.67841	0.165098	-21.5178
100.049	102.087	1.79289	0.165098	-21.4964
100.676	102.664	1.71062	0.165098	-21.908
100.456	102.104	1.78033	0.653153	-22.4196
99.6538	102.11	1.4889	0.176741	-22.0299
100.526	102.11	1.46421	0.0490371	-21.3948
100.784	102.129	1.71106	0.254273	-21.8518
100.861	102.534	1.71106	0.254273	-22.018
99.7685	101.813	1.78645	0.510467	-22.8816
100.463	101.944	1.78645	0.419722	-22.102
100.013	102.415	1.56229	0.41868	-21.7239
101.721	101.581	2.5078	0.90377	-26.2977
100.207	101.475	0.709706	1.06237	-25.4894
101.49	101.394	1.1625	2.01044	-28.898
99.8896	102.433	1.50986	0.175398	-21.5501
101.117	101.886	1.75564	1.74869	-27.0194
