"res1"	"Y1_gamma1"	"LogPost"
111.205	0.136746	-41.0869
111.577	0.6598	-41.083
111.205	0.157844	-41.0806
111.72	0.171074	-39.9488
111.694	0.00450556	-39.7924
111.346	0.863646	-42.1447
111.553	0.311096	-39.9848
111.62	0.0136831	-39.6955
111.408	0.646926	-41.1113
111.289	0.494331	-40.9475
111.292	0.591032	-41.1949
111.946	0.0616734	-40.9211
111.246	0.718214	-41.7706
111.133	0.959995	-43.1262
111.816	0.270077	-40.4175
111.957	0.24025	-41.1411
111.562	0.24062	-39.8625
111.296	0.64071	-41.3432
111.537	0.0792411	-39.7276
111.91	1.08973	-43.9683
111.736	0.309641	-40.2139
111.736	0.615823	-41.1547
111.124	0.00176295	-41.7535
111.246	0.183545	-40.8169
111.719	0.135052	-39.91
110.736	0.324465	-45.8147
111.559	0.0535414	-39.7018
111.405	0.00348078	-40.0066
111.693	0.404645	-40.3371
110.838	1.07462	-44.8853
111.63	0.169233	-39.7923
111.626	0.352525	-40.0999
111.626	0.264966	-39.9222
111.853	0.391218	-40.8395
111.771	0.175991	-40.1052
111.531	0.567883	-40.71
111.42	0.270866	-40.1156
111.426	0.75209	-41.5236
111.72	0.0721746	-39.8685
111.831	0.19749	-40.374
111.572	0.422096	-40.2447
111.752	0.670473	-41.4208
111.796	0.399976	-40.6243
111.514	0.353433	-40.0937
111.585	0.0612946	-39.6965
111.602	0.186769	-39.7938
111.524	0.152378	-39.7873
111.496	1.02262	-42.851
111.718	0.334223	-40.2186
111.537	0.290848	-39.9547
111.652	0.108074	-39.7609
111.578	0.434536	-40.2812
111.299	0.568676	-41.1069
111.594	0.393097	-40.1755
111.451	0.436886	-40.3679
111.903	0.447615	-41.2361
111.634	0.555689	-40.7235
111.634	0.0638389	-39.7181
111.634	0.0676797	-39.7197
111.536	0.132805	-39.76
111.566	0.338667	-40.0393
111.708	0.351129	-40.2333
111.845	0.267583	-40.5432
111.727	0.133093	-39.9288
111.492	0.26592	-39.9602
111.608	0.158964	-39.7666
111.659	0.0980861	-39.7643
111.777	0.481069	-40.79
111.691	0.225158	-39.9527
111.57	0.274282	-39.9148
111.38	1.00872	-42.83
111.247	0.207725	-40.8122
111.484	0.0529006	-39.7952
111.244	0.509511	-41.1657
111.746	0.356204	-40.3447
111.479	0.490047	-40.4803
111.476	0.242433	-39.9535
111.52	0.72003	-41.3292
111.659	0.495276	-40.5475
111.835	0.234177	-40.4415
111.835	0.408492	-40.8009
