res1           res2           tau1           Y1_gamma1      LogPost        
   0.973761E+02   0.997763E+02   0.286564E+00   0.399646E-01  -0.907305E+02
   0.980133E+02   0.996776E+02   0.337160E+00   0.115567E-01  -0.950426E+02
   0.996876E+02   0.996776E+02   0.398594E+00   0.609925E+00  -0.950333E+02
   0.992401E+02   0.997254E+02   0.946430E+00   0.312846E+00  -0.939359E+02
   0.100362E+03   0.998688E+02   0.499606E+00   0.955716E-01  -0.951580E+02
   0.979776E+02   0.998688E+02   0.241141E+00   0.383428E+00  -0.938820E+02
   0.994962E+02   0.997783E+02   0.331092E+00   0.721333E-01  -0.938746E+02
   0.978927E+02   0.997783E+02   0.204304E+00   0.513276E+00  -0.940505E+02
   0.969269E+02   0.997790E+02   0.204304E+00   0.428093E+00  -0.939851E+02
   0.993235E+02   0.996566E+02   0.864689E+00   0.338285E+00  -0.942482E+02
   0.991974E+02   0.996566E+02   0.954780E+00   0.117287E+00  -0.951363E+02
   0.983040E+02   0.999110E+02   0.336971E+00   0.215583E+00  -0.943837E+02
   0.991893E+02   0.999110E+02   0.568670E+00   0.222944E+00  -0.944129E+02
   0.991301E+02   0.995273E+02   0.147961E+01   0.724965E+00  -0.981233E+02
   0.997668E+02   0.994164E+02   0.300243E+01   0.179264E+00  -0.954024E+02
   0.994661E+02   0.994723E+02   0.273327E+01   0.492771E+00  -0.959043E+02
   0.995597E+02   0.994444E+02   0.457319E+01   0.415482E+00  -0.955041E+02
   0.998516E+02   0.100244E+03   0.423173E+01   0.263466E+00  -0.947066E+02
   0.998126E+02   0.100169E+03   0.411284E+01   0.356285E-01  -0.941256E+02
   0.997556E+02   0.999202E+02   0.367460E+01   0.160753E-01  -0.938535E+02
   0.994532E+02   0.100003E+03   0.489099E+01   0.779886E+00  -0.960806E+02
   0.998878E+02   0.100029E+03   0.451355E+01   0.314775E+00  -0.944752E+02
   0.995842E+02   0.100352E+03   0.506793E+01   0.108853E-01  -0.938214E+02
   0.995842E+02   0.100349E+03   0.324974E+01   0.104822E+00  -0.964004E+02
   0.996832E+02   0.997064E+02   0.348068E+01   0.589731E+00  -0.949160E+02
   0.996832E+02   0.999658E+02   0.248425E+01   0.385423E+00  -0.947676E+02
   0.995165E+02   0.997033E+02   0.523600E+01   0.679569E+00  -0.955968E+02
   0.997447E+02   0.100067E+03   0.513892E+01   0.154589E+00  -0.934301E+02
   0.996316E+02   0.999089E+02   0.493501E+01   0.586010E-01  -0.938363E+02
   0.997709E+02   0.999932E+02   0.290950E+01   0.187092E+00  -0.942345E+02
   0.995910E+02   0.998451E+02   0.121021E+01   0.427659E+00  -0.950243E+02
   0.997385E+02   0.100076E+03   0.953033E+00   0.664100E+00  -0.964080E+02
   0.988399E+02   0.995924E+02   0.864370E+00   0.232528E+00  -0.955938E+02
   0.100063E+03   0.998091E+02   0.171373E+01   0.333036E-01  -0.944906E+02
   0.994075E+02   0.995830E+02   0.141341E+01   0.163028E+00  -0.956427E+02
   0.990310E+02   0.100143E+03   0.798524E+00   0.156796E+00  -0.951822E+02
   0.993206E+02   0.100065E+03   0.299522E+00   0.343329E+00  -0.939612E+02
   0.985102E+02   0.998378E+02   0.299522E+00   0.354704E+00  -0.916958E+02
   0.968479E+02   0.998378E+02   0.302497E+00   0.440233E+00  -0.916161E+02
   0.979464E+02   0.995356E+02   0.302497E+00   0.685486E-01  -0.928299E+02
   0.969868E+02   0.997983E+02   0.302497E+00   0.366961E+00  -0.912885E+02
   0.981965E+02   0.997983E+02   0.290164E+00   0.595949E+00  -0.924523E+02
   0.957950E+02   0.997983E+02   0.251600E+00   0.162699E+00  -0.943664E+02
   0.995363E+02   0.998971E+02   0.324435E+01   0.162699E+00  -0.944561E+02
   0.100055E+03   0.998971E+02   0.297987E+01   0.457107E+00  -0.956000E+02
   0.990366E+02   0.998849E+02   0.873755E+00   0.812259E+00  -0.959941E+02
   0.997099E+02   0.100683E+03   0.492155E+01   0.564267E+00  -0.958669E+02
   0.996533E+02   0.100445E+03   0.521052E+01   0.121737E+00  -0.930635E+02
   0.997251E+02   0.100133E+03   0.369288E+01   0.157722E+00  -0.939437E+02
   0.997251E+02   0.996869E+02   0.282837E+01   0.535708E+00  -0.947608E+02
   0.999399E+02   0.998192E+02   0.302582E+01   0.196141E+00  -0.944857E+02
   0.999399E+02   0.100171E+03   0.422168E+01   0.147605E+00  -0.949475E+02
   0.998015E+02   0.100121E+03   0.388286E+01   0.433237E+00  -0.945226E+02
   0.100171E+03   0.999462E+02   0.143275E+01   0.519018E+00  -0.955213E+02
   0.100347E+03   0.996638E+02   0.205635E+01   0.209737E+00  -0.967465E+02
   0.998757E+02   0.992278E+02   0.175869E+01   0.484452E+00  -0.963602E+02
   0.999401E+02   0.998081E+02   0.159723E+01   0.198506E-01  -0.942628E+02
   0.998599E+02   0.100034E+03   0.418491E+01   0.529329E+00  -0.948880E+02
   0.998599E+02   0.994834E+02   0.433807E+01   0.826008E-01  -0.960604E+02
   0.997490E+02   0.999433E+02   0.281127E+01   0.147437E-02  -0.940635E+02
   0.998700E+02   0.998801E+02   0.442386E+01   0.303099E+00  -0.944255E+02
   0.998700E+02   0.998862E+02   0.178636E+01   0.594957E+00  -0.951942E+02
   0.991718E+02   0.997591E+02   0.289955E+00   0.396190E-01  -0.926767E+02
   0.981463E+02   0.997591E+02   0.289955E+00   0.453719E+00  -0.917756E+02
   0.976571E+02   0.998914E+02   0.289955E+00   0.648548E+00  -0.926127E+02
   0.981924E+02   0.998914E+02   0.289955E+00   0.519652E+00  -0.920741E+02
   0.970630E+02   0.997533E+02   0.289955E+00   0.396705E+00  -0.914429E+02
   0.961556E+02   0.998260E+02   0.289955E+00   0.298237E+00  -0.920104E+02
   0.976593E+02   0.998451E+02   0.289955E+00   0.998125E-01  -0.906457E+02
   0.970931E+02   0.999756E+02   0.289955E+00   0.177263E-01  -0.909937E+02
   0.972456E+02   0.997941E+02   0.289955E+00   0.102807E+00  -0.907327E+02
   0.995475E+02   0.997941E+02   0.289955E+00   0.418112E+00  -0.937793E+02
   0.972264E+02   0.996619E+02   0.289955E+00   0.222509E+00  -0.914799E+02
   0.959886E+02   0.999053E+02   0.289955E+00   0.222509E+00  -0.922406E+02
   0.967574E+02   0.997577E+02   0.289955E+00   0.400373E+00  -0.916504E+02
   0.979775E+02   0.999115E+02   0.309261E+00   0.163626E+00  -0.909091E+02
   0.966961E+02   0.999115E+02   0.309261E+00   0.234760E+00  -0.912483E+02
   0.968943E+02   0.999616E+02   0.309261E+00   0.223705E+00  -0.912270E+02
   0.986533E+02   0.994751E+02   0.278906E+00   0.623405E+00  -0.958020E+02
   0.989462E+02   0.996104E+02   0.347952E+00   0.378162E+00  -0.944921E+02
   0.972496E+02   0.100059E+03   0.289207E+00   0.169563E+00  -0.915744E+02
   0.980386E+02   0.998098E+02   0.289207E+00   0.395365E+00  -0.913955E+02
   0.981472E+02   0.998098E+02   0.289207E+00   0.302168E+00  -0.912133E+02
   0.986699E+02   0.998302E+02   0.289207E+00   0.214566E+00  -0.916519E+02
   0.980485E+02   0.999625E+02   0.286733E+00   0.741913E-01  -0.910634E+02
   0.980908E+02   0.995344E+02   0.303627E+00   0.331710E+00  -0.929558E+02
   0.950199E+02   0.997984E+02   0.303627E+00   0.317101E+00  -0.947232E+02
   0.996349E+02   0.996603E+02   0.187521E+01   0.345170E+00  -0.945726E+02
   0.992119E+02   0.996603E+02   0.609264E+00   0.586879E+00  -0.951219E+02
   0.995215E+02   0.998979E+02   0.795296E+00   0.840804E-02  -0.935773E+02
   0.100056E+03   0.993774E+02   0.124870E+01   0.733136E+00  -0.960663E+02
   0.995163E+02   0.100575E+03   0.530131E+01   0.305511E+00  -0.934099E+02
   0.995749E+02   0.997504E+02   0.200315E+01   0.275372E-01  -0.945761E+02
   0.997045E+02   0.997504E+02   0.935174E+00   0.665170E+00  -0.951285E+02
   0.997045E+02   0.100412E+03   0.520059E+01   0.287115E+00  -0.932322E+02
   0.992696E+02   0.100158E+03   0.422108E+01   0.225839E+00  -0.963078E+02
   0.996435E+02   0.100210E+03   0.453655E+01   0.519453E+00  -0.946913E+02
   0.998462E+02   0.998470E+02   0.446996E+01   0.191908E+00  -0.943029E+02
   0.982648E+02   0.993698E+02   0.226927E+00   0.773111E+00  -0.972560E+02
   0.991804E+02   0.995638E+02   0.102185E+01   0.281748E+00  -0.961642E+02
   0.997880E+02   0.997978E+02   0.226835E+01   0.975556E+00  -0.973721E+02
   0.996179E+02   0.994313E+02   0.116397E+01   0.320049E+00  -0.957028E+02
   0.985574E+02   0.100036E+03   0.385439E+00   0.316638E-01  -0.948339E+02
   0.996048E+02   0.997496E+02   0.204712E+01   0.419863E+00  -0.946398E+02
   0.993894E+02   0.994616E+02   0.193055E+01   0.306574E+00  -0.965026E+02
   0.995640E+02   0.995904E+02   0.183812E+00   0.146112E+00  -0.949144E+02
   0.964330E+02   0.998370E+02   0.183812E+00   0.308765E+00  -0.940702E+02
   0.945221E+02   0.996308E+02   0.183812E+00   0.308765E+00  -0.960666E+02
   0.964607E+02   0.998348E+02   0.239470E+00   0.278555E+00  -0.940274E+02
   0.978364E+02   0.998348E+02   0.239470E+00   0.474397E+00  -0.939979E+02
