res1           res2           tau1           Y1_gamma1      LogPost        
   0.994626E+02   0.110457E+03   0.580260E+01   0.344656E+01  -0.281649E+03
   0.988211E+02   0.109691E+03   0.587204E+01   0.378930E+01  -0.280410E+03
   0.989168E+02   0.110180E+03   0.585065E+01   0.359955E+01  -0.280192E+03
   0.990915E+02   0.109917E+03   0.588381E+01   0.395708E+01  -0.280672E+03
   0.985304E+02   0.110007E+03   0.574752E+01   0.336588E+01  -0.285708E+03
   0.988724E+02   0.111577E+03   0.577605E+01   0.360664E+01  -0.282576E+03
   0.988989E+02   0.109956E+03   0.581933E+01   0.385801E+01  -0.280302E+03
   0.993737E+02   0.108596E+03   0.582163E+01   0.381691E+01  -0.283676E+03
   0.992461E+02   0.110257E+03   0.578037E+01   0.351271E+01  -0.280793E+03
   0.984061E+02   0.110906E+03   0.588576E+01   0.381326E+01  -0.280992E+03
   0.980326E+02   0.110161E+03   0.584984E+01   0.422579E+01  -0.282205E+03
   0.994042E+02   0.108870E+03   0.589838E+01   0.402612E+01  -0.283056E+03
   0.988361E+02   0.108322E+03   0.588451E+01   0.382240E+01  -0.284067E+03
   0.991948E+02   0.110317E+03   0.584567E+01   0.401771E+01  -0.280907E+03
   0.994313E+02   0.110215E+03   0.581914E+01   0.406954E+01  -0.281476E+03
   0.985003E+02   0.109723E+03   0.581738E+01   0.357549E+01  -0.280605E+03
   0.996958E+02   0.110298E+03   0.589551E+01   0.379969E+01  -0.281768E+03
   0.987456E+02   0.109730E+03   0.587257E+01   0.375586E+01  -0.280344E+03
   0.992996E+02   0.109389E+03   0.589977E+01   0.402983E+01  -0.281740E+03
   0.991989E+02   0.110201E+03   0.589202E+01   0.410121E+01  -0.281157E+03
   0.990689E+02   0.110492E+03   0.580492E+01   0.425017E+01  -0.281689E+03
   0.992237E+02   0.110087E+03   0.585115E+01   0.390618E+01  -0.280681E+03
   0.978925E+02   0.109766E+03   0.587224E+01   0.351408E+01  -0.282202E+03
   0.991794E+02   0.109375E+03   0.580995E+01   0.400725E+01  -0.281512E+03
   0.985243E+02   0.111015E+03   0.586411E+01   0.413610E+01  -0.281755E+03
   0.990780E+02   0.109831E+03   0.589865E+01   0.375376E+01  -0.280428E+03
   0.987024E+02   0.109924E+03   0.588917E+01   0.398740E+01  -0.280573E+03
   0.984164E+02   0.110406E+03   0.578966E+01   0.349363E+01  -0.280691E+03
   0.983572E+02   0.110406E+03   0.577645E+01   0.330774E+01  -0.281575E+03
   0.983921E+02   0.109653E+03   0.584119E+01   0.380278E+01  -0.280732E+03
   0.980598E+02   0.110855E+03   0.581785E+01   0.363520E+01  -0.281702E+03
   0.989375E+02   0.109686E+03   0.587326E+01   0.393068E+01  -0.280668E+03
   0.986410E+02   0.110052E+03   0.578082E+01   0.360978E+01  -0.280194E+03
   0.988449E+02   0.110259E+03   0.576950E+01   0.339981E+01  -0.280673E+03
   0.981961E+02   0.111634E+03   0.586844E+01   0.375430E+01  -0.283179E+03
   0.990092E+02   0.108983E+03   0.589792E+01   0.353490E+01  -0.282232E+03
   0.993066E+02   0.110698E+03   0.585380E+01   0.333005E+01  -0.282020E+03
   0.988103E+02   0.111071E+03   0.588039E+01   0.402851E+01  -0.281420E+03
   0.992212E+02   0.110091E+03   0.586512E+01   0.374901E+01  -0.280501E+03
   0.991537E+02   0.110230E+03   0.584072E+01   0.339574E+01  -0.281004E+03
   0.981424E+02   0.110634E+03   0.584987E+01   0.392421E+01  -0.281262E+03
   0.987482E+02   0.110879E+03   0.583123E+01   0.334560E+01  -0.281580E+03
   0.982910E+02   0.109817E+03   0.585164E+01   0.371480E+01  -0.280702E+03
   0.993872E+02   0.110820E+03   0.579470E+01   0.353117E+01  -0.281593E+03
