X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.545273E+00   0.545273E+00   0.116656E+03   0.116656E+03   0.113209E+03   0.344651E+01   0.127723E+01
   0.799048E+00   0.799048E+00   0.113422E+03   0.113422E+03   0.113209E+03   0.213259E+00   0.138785E+00
   0.977788E+00   0.977788E+00   0.112358E+03   0.112358E+03   0.113209E+03  -0.851087E+00  -0.569950E+00
   0.102557E+01   0.102557E+01   0.112068E+03   0.112068E+03   0.113209E+03  -0.114149E+01  -0.425968E+00
   0.118539E+01   0.118539E+01   0.113232E+03   0.113232E+03   0.113209E+03   0.227876E-01   0.233553E-01
   0.124733E+01   0.124733E+01   0.113795E+03   0.113795E+03   0.113209E+03   0.586496E+00   0.567962E+00
   0.150245E+01   0.150245E+01   0.113889E+03   0.113889E+03   0.113209E+03   0.680398E+00   0.442426E+00
   0.208826E+01   0.208826E+01   0.113250E+03   0.113250E+03   0.113209E+03   0.405553E-01   0.506937E-01
   0.210001E+01   0.210001E+01   0.111657E+03   0.111657E+03   0.111868E+03  -0.211060E+00  -0.181164E+00
   0.225149E+01   0.225149E+01   0.113118E+03   0.113118E+03   0.111868E+03   0.124955E+01   0.138802E+01
   0.225808E+01   0.225808E+01   0.111331E+03   0.111331E+03   0.111868E+03  -0.536798E+00  -0.438040E+00
   0.228026E+01   0.228026E+01   0.111493E+03   0.111493E+03   0.111868E+03  -0.374865E+00  -0.929727E-01
   0.248635E+01   0.248635E+01   0.111483E+03   0.111483E+03   0.111868E+03  -0.385343E+00  -0.449094E+00
   0.253484E+01   0.253484E+01   0.111621E+03   0.111621E+03   0.111868E+03  -0.247422E+00  -0.178894E+00
