X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.273599E+00   0.273599E+00   0.100284E+03   0.100284E+03   0.936616E+02   0.662251E+01   0.149087E+01
   0.273637E+00   0.273637E+00   0.985116E+02   0.985116E+02   0.936616E+02   0.485002E+01   0.107623E+01
   0.364505E+00   0.364505E+00   0.100506E+03   0.100506E+03   0.936616E+02   0.684455E+01   0.155227E+01
   0.709222E+00   0.709222E+00   0.983381E+02   0.983381E+02   0.936616E+02   0.467654E+01   0.942469E+00
   0.718023E+00   0.718023E+00   0.100034E+03   0.100034E+03   0.936616E+02   0.637207E+01   0.142785E+01
   0.112052E+01   0.112052E+01   0.899346E+02   0.899346E+02   0.936616E+02  -0.372701E+01  -0.829990E+00
   0.112326E+01   0.112326E+01   0.927389E+02   0.927389E+02   0.936616E+02  -0.922679E+00  -0.204063E+00
   0.208623E+01   0.208623E+01   0.938859E+02   0.938859E+02   0.936616E+02   0.224313E+00   0.491812E-01
   0.215814E+01   0.215814E+01   0.905170E+02   0.905170E+02   0.936616E+02  -0.314462E+01  -0.710997E+00
   0.216009E+01   0.216009E+01   0.900621E+02   0.900621E+02   0.936616E+02  -0.359949E+01  -0.817386E+00
   0.239225E+01   0.239225E+01   0.906695E+02   0.906695E+02   0.936616E+02  -0.299211E+01  -0.660060E+00
   0.269616E+01   0.269616E+01   0.874034E+02   0.874034E+02   0.936616E+02  -0.625816E+01  -0.132117E+01
   0.270833E+01   0.270833E+01   0.924752E+02   0.924752E+02   0.936616E+02  -0.118640E+01  -0.246113E+00
   0.299299E+01   0.299299E+01   0.870043E+02   0.870043E+02   0.936616E+02  -0.665730E+01  -0.145022E+01
   0.304708E+01   0.304708E+01   0.904434E+02   0.904434E+02   0.936616E+02  -0.321824E+01  -0.696455E+00
