X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.396198E+01   0.396198E+01   0.735933E+02   0.735933E+02   0.748909E+02  -0.129756E+01  -0.290433E+00
   0.420453E+01   0.420453E+01   0.766909E+02   0.766909E+02   0.748909E+02   0.180005E+01   0.161561E+01
   0.435522E+01   0.435522E+01   0.759071E+02   0.759071E+02   0.748909E+02   0.101618E+01   0.681041E+00
   0.435784E+01   0.435784E+01   0.776765E+02   0.776765E+02   0.748909E+02   0.278556E+01   0.143339E+01
   0.441455E+01   0.441455E+01   0.754057E+02   0.754057E+02   0.748909E+02   0.514850E+00   0.537945E+00
   0.452948E+01   0.452948E+01   0.736505E+02   0.736505E+02   0.748909E+02  -0.124036E+01  -0.831918E+00
   0.473641E+01   0.473641E+01   0.740310E+02   0.740310E+02   0.748909E+02  -0.859947E+00  -0.666141E+00
   0.480272E+01   0.480272E+01   0.737032E+02   0.737032E+02   0.748909E+02  -0.118767E+01  -0.834799E+00
   0.513422E+01   0.513422E+01   0.746257E+02   0.746257E+02   0.748909E+02  -0.265240E+00  -0.210555E+00
   0.513941E+01   0.513941E+01   0.749957E+02   0.749957E+02   0.748909E+02   0.104794E+00   0.615549E-01
   0.539980E+01   0.539980E+01   0.746894E+02   0.746894E+02   0.748909E+02  -0.201461E+00  -0.191687E+00
   0.544297E+01   0.544297E+01   0.724285E+02   0.724285E+02   0.748909E+02  -0.246236E+01  -0.217525E+01
   0.546326E+01   0.546326E+01   0.754227E+02   0.754227E+02   0.748909E+02   0.531826E+00   0.538949E+00
   0.559880E+01   0.559880E+01   0.763810E+02   0.763810E+02   0.748909E+02   0.149014E+01   0.645409E+00
