res1           Y1_gamma1      LogPost        
   0.701395E+02   0.100773E+01  -0.867049E+01
   0.697964E+02   0.617493E+00  -0.807689E+01
   0.704371E+02   0.147685E+01  -0.940044E+01
   0.701588E+02   0.294516E+00  -0.823924E+01
   0.707110E+02   0.173262E+01  -0.988714E+01
   0.694609E+02   0.156670E+01  -0.930290E+01
   0.711268E+02   0.187740E+01  -0.104148E+02
   0.705814E+02   0.175328E+01  -0.980918E+01
   0.698072E+02   0.111092E+01  -0.865799E+01
   0.704188E+02   0.143131E+01  -0.933662E+01
   0.700586E+02   0.129596E+01  -0.896670E+01
   0.695803E+02   0.129692E+01  -0.891037E+01
   0.683372E+02   0.335564E+00  -0.997613E+01
   0.687443E+02   0.711559E+00  -0.897106E+01
   0.693964E+02   0.122715E+00  -0.773064E+01
   0.697002E+02   0.196956E+01  -0.980665E+01
   0.700399E+02   0.118042E+01  -0.881504E+01
   0.699616E+02   0.197138E+01  -0.982129E+01
   0.742202E+02   0.429934E+01  -0.146132E+02
   0.675890E+02   0.104828E+02  -0.165664E+02
   0.721753E+02   0.164151E+02  -0.186768E+02
   0.682171E+02   0.776379E+01  -0.151393E+02
   0.701230E+02   0.665637E+01  -0.143268E+02
   0.688327E+02   0.101834E+01  -0.908720E+01
   0.666964E+02   0.177370E+01  -0.134921E+02
   0.694458E+02   0.284576E+01  -0.109323E+02
   0.710111E+02   0.122910E+01  -0.987739E+01
   0.688929E+02   0.155041E+00  -0.840313E+01
   0.696751E+02   0.379560E+00  -0.783437E+01
   0.691377E+02   0.834302E+00  -0.854728E+01
   0.714731E+02   0.178426E+01  -0.107924E+02
   0.709710E+02   0.178054E+01  -0.101729E+02
   0.688761E+02   0.131921E+01  -0.935088E+01
   0.699806E+02   0.392560E+00  -0.803133E+01
   0.695144E+02   0.121741E+01  -0.881681E+01
   0.704586E+02   0.158896E+01  -0.954083E+01
   0.706075E+02   0.887357E+00  -0.910522E+01
   0.712589E+02   0.766638E+00  -0.106588E+02
   0.702936E+02   0.890587E-02  -0.852089E+01
   0.695219E+02   0.334355E+00  -0.779868E+01
   0.693203E+02   0.245154E+00  -0.783450E+01
   0.700564E+02   0.250232E+01  -0.105063E+02
   0.724107E+02   0.278987E+01  -0.123825E+02
   0.694325E+02   0.152318E+01  -0.925255E+01
   0.696722E+02   0.845271E+00  -0.831037E+01
   0.693439E+02   0.512534E+00  -0.803131E+01
   0.687367E+02   0.116887E+01  -0.935538E+01
   0.676786E+02   0.894635E+00  -0.117466E+02
   0.685976E+02   0.116807E+01  -0.954783E+01
   0.679704E+02   0.218113E+01  -0.111389E+02
   0.698088E+02   0.173122E+01  -0.948820E+01
   0.705943E+02   0.171320E+01  -0.977498E+01
   0.682884E+02   0.183598E+01  -0.105024E+02
   0.714137E+02   0.236657E+01  -0.110819E+02
   0.681336E+02   0.340737E+01  -0.120178E+02
   0.689792E+02   0.113075E+01  -0.903742E+01
   0.685785E+02   0.364837E+00  -0.921764E+01
   0.687999E+02   0.450382E+00  -0.871134E+01
   0.678787E+02   0.106625E+01  -0.109956E+02
   0.701333E+02   0.158598E+00  -0.818837E+01
   0.702660E+02   0.158598E+00  -0.844688E+01
   0.702722E+02   0.115196E+01  -0.892195E+01
   0.704885E+02   0.383215E+00  -0.889673E+01
   0.691002E+02   0.358206E+00  -0.814153E+01
   0.697212E+02   0.376973E+00  -0.784522E+01
   0.694212E+02   0.404901E+00  -0.788810E+01
   0.696993E+02   0.118220E+01  -0.874477E+01
   0.693528E+02   0.100001E+00  -0.775058E+01
   0.687384E+02   0.598064E+00  -0.891345E+01
   0.698741E+02   0.914030E+00  -0.842786E+01
   0.700517E+02   0.115935E+01  -0.879462E+01
   0.714198E+02   0.137906E+01  -0.106251E+02
