res1           res2           tau1           Y1_gamma1      LogPost        
   0.650799E+02   0.656893E+02   0.371201E+01   0.256672E+00  -0.740949E+01
   0.619128E+02   0.649045E+02   0.368387E+01   0.256672E+00  -0.678672E+01
   0.576255E+02   0.655030E+02   0.343682E+01   0.916649E+00  -0.812656E+01
   0.631953E+02   0.646169E+02   0.348373E+01   0.431385E+00  -0.745459E+01
   0.575751E+02   0.650288E+02   0.358302E+01   0.302083E+00  -0.713995E+01
   0.546509E+02   0.670097E+02   0.350631E+01   0.297276E+01  -0.125143E+02
   0.634306E+02   0.653565E+02   0.351875E+01   0.112323E+01  -0.810647E+01
   0.690851E+02   0.652431E+02   0.349729E+01   0.434229E+00  -0.858413E+01
   0.632662E+02   0.656506E+02   0.348247E+01   0.356401E+00  -0.715156E+01
   0.615104E+02   0.652153E+02   0.339980E+01   0.643831E+00  -0.709541E+01
   0.744296E+02   0.653209E+02   0.342977E+01   0.181468E+00  -0.117719E+02
   0.598785E+02   0.652677E+02   0.338803E+01   0.777288E+00  -0.740426E+01
   0.618470E+02   0.647082E+02   0.344792E+01   0.629415E+00  -0.737184E+01
   0.574082E+02   0.653058E+02   0.362762E+01   0.427336E+00  -0.727821E+01
   0.607735E+02   0.656711E+02   0.341087E+01   0.127427E+01  -0.845667E+01
   0.617176E+02   0.660170E+02   0.346735E+01   0.920523E+00  -0.837788E+01
   0.675485E+02   0.653373E+02   0.374509E+01   0.117367E+01  -0.995394E+01
   0.675215E+02   0.645612E+02   0.378323E+01   0.127621E+01  -0.113343E+02
   0.574075E+02   0.661259E+02   0.363145E+01   0.301298E+01  -0.114384E+02
   0.591260E+02   0.662229E+02   0.366933E+01   0.279317E+01  -0.110208E+02
   0.695783E+02   0.644478E+02   0.344448E+01   0.830397E+00  -0.994010E+01
   0.630363E+02   0.646307E+02   0.370244E+01   0.130819E+01  -0.850843E+01
   0.661694E+02   0.653141E+02   0.362425E+01   0.124794E+00  -0.719943E+01
   0.639953E+02   0.644062E+02   0.363853E+01   0.157858E+00  -0.817951E+01
   0.649106E+02   0.646136E+02   0.367148E+01   0.964643E+00  -0.827253E+01
   0.556830E+02   0.641509E+02   0.346192E+01   0.186712E+01  -0.104504E+02
   0.675686E+02   0.651057E+02   0.356800E+01   0.932883E+00  -0.870967E+01
   0.628510E+02   0.655161E+02   0.373427E+01   0.585208E+00  -0.865850E+01
   0.619635E+02   0.643424E+02   0.365088E+01   0.624464E-01  -0.826288E+01
   0.641555E+02   0.650565E+02   0.344417E+01   0.313840E+00  -0.691220E+01
   0.660241E+02   0.661004E+02   0.342690E+01   0.144166E+00  -0.879489E+01
   0.635019E+02   0.641822E+02   0.345922E+01   0.542552E+00  -0.860497E+01
   0.584638E+02   0.644414E+02   0.357852E+01   0.594842E+00  -0.805739E+01
   0.640854E+02   0.650083E+02   0.368762E+01   0.594842E+00  -0.726963E+01
   0.656959E+02   0.652558E+02   0.351145E+01   0.163237E+00  -0.707439E+01
   0.637301E+02   0.646699E+02   0.354507E+01   0.144527E+01  -0.878325E+01
   0.658724E+02   0.655606E+02   0.357344E+01   0.118702E+00  -0.733290E+01
   0.601872E+02   0.643037E+02   0.336939E+01   0.189974E+00  -0.838310E+01
   0.563369E+02   0.643037E+02   0.356528E+01   0.425029E+00  -0.894741E+01
   0.580394E+02   0.641821E+02   0.350308E+01   0.133113E+01  -0.921478E+01
   0.644529E+02   0.644877E+02   0.384131E+01   0.808277E+00  -0.816762E+01
   0.607153E+02   0.652432E+02   0.338918E+01   0.229297E+01  -0.993169E+01
