res1           Y1_gamma1      LogPost        
   0.109886E+03   0.501418E+00  -0.492200E+02
   0.110273E+03   0.133298E-01  -0.511249E+02
   0.109897E+03   0.125212E+01  -0.519378E+02
   0.109953E+03   0.478814E+00  -0.492769E+02
   0.110070E+03   0.112687E+00  -0.495126E+02
   0.110174E+03   0.994239E+00  -0.513946E+02
   0.110074E+03   0.336748E+00  -0.495647E+02
   0.109433E+03   0.588422E+00  -0.509715E+02
   0.110152E+03   0.306014E-01  -0.500290E+02
   0.109885E+03   0.508230E+00  -0.492284E+02
   0.109219E+03   0.141453E+01  -0.542940E+02
   0.110194E+03   0.105554E+01  -0.517241E+02
   0.109761E+03   0.667043E+00  -0.495694E+02
   0.109623E+03   0.549202E+00  -0.497889E+02
   0.109293E+03   0.490426E+00  -0.524683E+02
   0.109469E+03   0.128755E+00  -0.512284E+02
   0.109901E+03   0.683290E+00  -0.495801E+02
   0.110008E+03   0.104990E+01  -0.510768E+02
   0.110038E+03   0.715226E+00  -0.499576E+02
   0.110232E+03   0.726213E+00  -0.509216E+02
   0.109877E+03   0.144049E+01  -0.530334E+02
   0.109457E+03   0.166073E+01  -0.548257E+02
   0.109773E+03   0.298030E+00  -0.491600E+02
   0.109629E+03   0.707962E+00  -0.499848E+02
   0.109670E+03   0.379580E+00  -0.495183E+02
   0.109900E+03   0.689677E+00  -0.495949E+02
   0.110092E+03   0.889030E+00  -0.506731E+02
   0.109691E+03   0.413002E+00  -0.494396E+02
   0.110190E+03   0.832797E+00  -0.509306E+02
   0.110145E+03   0.188323E+00  -0.499665E+02
   0.109830E+03   0.837292E+00  -0.500020E+02
   0.110162E+03   0.500923E+00  -0.501630E+02
   0.109834E+03   0.102002E+01  -0.507281E+02
   0.109881E+03   0.563319E+00  -0.493119E+02
   0.109788E+03   0.108358E+01  -0.510270E+02
   0.109541E+03   0.368016E+00  -0.502842E+02
   0.109940E+03   0.402429E+00  -0.491735E+02
   0.110032E+03   0.803944E+00  -0.501882E+02
   0.109950E+03   0.502231E+00  -0.493028E+02
   0.109527E+03   0.870266E+00  -0.507665E+02
   0.109273E+03   0.968651E+00  -0.524480E+02
   0.109975E+03   0.816087E+00  -0.500816E+02
   0.109788E+03   0.459397E+00  -0.492135E+02
   0.109898E+03   0.866924E+00  -0.501395E+02
   0.109705E+03   0.653560E+00  -0.496501E+02
   0.109817E+03   0.788939E+00  -0.498460E+02
   0.109871E+03   0.136596E+00  -0.490203E+02
   0.109903E+03   0.332504E-01  -0.490263E+02
   0.109857E+03   0.390244E+00  -0.490983E+02
   0.109917E+03   0.651149E+00  -0.495210E+02
   0.109549E+03   0.292361E+00  -0.502906E+02
   0.110013E+03   0.240777E+00  -0.492789E+02
   0.109422E+03   0.694197E+00  -0.510646E+02
   0.110104E+03   0.546818E+00  -0.498934E+02
   0.110016E+03   0.588132E+00  -0.496061E+02
   0.109806E+03   0.924779E+00  -0.503273E+02
   0.110069E+03   0.548167E-01  -0.495105E+02
   0.110228E+03   0.709996E+00  -0.508701E+02
   0.109587E+03   0.447238E+00  -0.499430E+02
   0.110031E+03   0.576875E+00  -0.496381E+02
   0.109780E+03   0.396765E+00  -0.491804E+02
   0.109872E+03   0.258672E+00  -0.490354E+02
   0.109918E+03   0.978481E-01  -0.490412E+02
   0.109921E+03   0.561257E+00  -0.493460E+02
   0.109947E+03   0.251606E+00  -0.491046E+02
   0.109837E+03   0.299378E+00  -0.490607E+02
   0.109877E+03   0.548992E+00  -0.492857E+02
   0.109756E+03   0.166188E+00  -0.492084E+02
   0.109677E+03   0.550040E+00  -0.495783E+02
   0.109914E+03   0.102831E+01  -0.508186E+02
   0.109787E+03   0.232046E+00  -0.491224E+02
   0.110037E+03   0.397863E+00  -0.494414E+02
   0.109687E+03   0.453012E+00  -0.494679E+02
   0.110167E+03   0.555508E+00  -0.502514E+02
   0.109854E+03   0.536145E+00  -0.492597E+02
   0.110014E+03   0.805825E+00  -0.501434E+02
   0.110014E+03   0.126262E+01  -0.521634E+02
   0.109667E+03   0.193701E+00  -0.495817E+02
   0.109645E+03   0.393988E+00  -0.496341E+02
   0.109770E+03   0.319271E+00  -0.491712E+02
   0.110357E+03   0.973282E-01  -0.520972E+02
   0.109725E+03   0.175932E+00  -0.493146E+02
   0.109896E+03   0.454909E+00  -0.491696E+02
   0.109699E+03   0.461718E+00  -0.494319E+02
   0.109797E+03   0.461718E+00  -0.492030E+02
   0.109797E+03   0.461718E+00  -0.492030E+02
   0.110208E+03   0.560267E+00  -0.505201E+02
   0.110045E+03   0.214496E+00  -0.494023E+02
   0.109970E+03   0.297389E+00  -0.491698E+02
   0.109970E+03   0.380805E+00  -0.492179E+02
   0.109734E+03   0.423438E+00  -0.493019E+02
   0.110191E+03   0.582447E+00  -0.504337E+02
   0.109681E+03   0.449489E+00  -0.494888E+02
   0.109985E+03   0.344554E+00  -0.492313E+02
   0.109965E+03   0.362611E+00  -0.491929E+02
   0.109935E+03   0.285119E+00  -0.490944E+02
   0.109195E+03   0.111220E+01  -0.533155E+02
   0.110469E+03   0.433903E+00  -0.531435E+02
   0.109823E+03   0.750790E-01  -0.490589E+02
   0.109908E+03   0.927903E+00  -0.503829E+02
   0.109755E+03   0.643200E+00  -0.495287E+02
   0.109607E+03   0.594705E+00  -0.499043E+02
   0.109733E+03   0.434559E+00  -0.493122E+02
   0.110040E+03   0.242026E+00  -0.493852E+02
   0.110341E+03   0.280335E+00  -0.517446E+02
   0.109579E+03   0.228822E+00  -0.501236E+02
   0.109893E+03   0.308388E+00  -0.490587E+02
   0.109879E+03   0.229595E+00  -0.490296E+02
   0.109697E+03   0.508120E+00  -0.494726E+02
   0.109745E+03   0.242088E+00  -0.492340E+02
   0.109976E+03   0.426685E+00  -0.492713E+02
   0.109870E+03   0.426685E+00  -0.491286E+02
   0.109836E+03   0.252475E+00  -0.490496E+02
   0.109409E+03   0.986257E+00  -0.516570E+02
   0.109496E+03   0.425961E+00  -0.505800E+02
   0.109675E+03   0.536914E+00  -0.495722E+02
   0.110094E+03   0.479731E+00  -0.497639E+02
   0.110412E+03   0.525508E+00  -0.523386E+02
   0.109747E+03   0.650924E+00  -0.495589E+02
   0.110032E+03   0.409850E+00  -0.494313E+02
   0.109558E+03   0.986836E+00  -0.510205E+02
   0.109458E+03   0.681653E-01  -0.513952E+02
   0.110034E+03   0.729133E+00  -0.499796E+02
   0.109382E+03   0.658261E+00  -0.513602E+02
   0.109735E+03   0.655392E+00  -0.495894E+02
   0.110085E+03   0.253880E+00  -0.496018E+02
   0.110028E+03   0.224054E+00  -0.493318E+02
   0.109393E+03   0.969712E+00  -0.516946E+02
   0.110026E+03   0.963939E+00  -0.507489E+02
   0.109945E+03   0.599293E+00  -0.494539E+02
   0.110048E+03   0.576421E+00  -0.496985E+02
   0.109870E+03   0.405108E+00  -0.491097E+02
   0.109721E+03   0.141781E-01  -0.493573E+02
   0.109791E+03   0.420010E+00  -0.491763E+02
   0.109801E+03   0.310798E+00  -0.491079E+02
   0.109910E+03   0.467776E-01  -0.490324E+02
   0.109987E+03   0.461864E+00  -0.493372E+02
   0.110074E+03   0.265719E+00  -0.495473E+02
   0.109894E+03   0.596150E+00  -0.493809E+02
   0.109622E+03   0.461799E+00  -0.497543E+02
   0.110031E+03   0.208151E+00  -0.493423E+02
   0.109752E+03   0.197809E+00  -0.492173E+02
   0.110251E+03   0.829892E+00  -0.512722E+02
   0.110288E+03   0.959996E+00  -0.518671E+02
   0.110003E+03   0.230911E-01  -0.492272E+02
   0.109869E+03   0.709307E+00  -0.496226E+02
   0.109858E+03   0.564323E+00  -0.493053E+02
   0.109881E+03   0.718232E+00  -0.496533E+02
   0.109871E+03   0.611029E+00  -0.493954E+02
   0.109852E+03   0.709504E+00  -0.496173E+02
   0.109906E+03   0.108734E+00  -0.490296E+02
   0.109705E+03   0.419228E+00  -0.493918E+02
   0.109797E+03   0.419228E+00  -0.491675E+02
   0.109740E+03   0.419228E+00  -0.492832E+02
   0.109888E+03   0.134734E+00  -0.490213E+02
   0.109888E+03   0.130229E+00  -0.490211E+02
   0.109767E+03   0.130229E+00  -0.491782E+02
   0.109767E+03   0.478486E-03  -0.491866E+02
   0.109794E+03   0.438391E-01  -0.491147E+02
   0.109901E+03   0.218120E+00  -0.490367E+02
   0.110046E+03   0.826059E+00  -0.503028E+02
   0.109283E+03   0.813696E+00  -0.521857E+02
   0.109971E+03   0.966164E+00  -0.506342E+02
   0.109829E+03   0.653146E+00  -0.494815E+02
   0.109396E+03   0.107087E+01  -0.519929E+02
