X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.913864E+01   0.913864E+01   0.835120E+02   0.835120E+02   0.842499E+02  -0.737873E+00  -0.342597E+00
   0.918098E+01   0.918098E+01   0.858197E+02   0.858197E+02   0.842499E+02   0.156981E+01   0.936622E+00
   0.918623E+01   0.918623E+01   0.841871E+02   0.841871E+02   0.842499E+02  -0.628452E-01  -0.600792E-01
   0.920347E+01   0.920347E+01   0.823791E+02   0.823791E+02   0.830687E+02  -0.689593E+00  -0.628540E+00
   0.924240E+01   0.924240E+01   0.824759E+02   0.824759E+02   0.830687E+02  -0.592835E+00  -0.803777E+00
   0.924703E+01   0.924703E+01   0.833257E+02   0.833257E+02   0.830687E+02   0.257008E+00   0.186987E+00
   0.924741E+01   0.924741E+01   0.838867E+02   0.838867E+02   0.830687E+02   0.818033E+00   0.880171E+00
   0.929506E+01   0.929506E+01   0.833484E+02   0.833484E+02   0.830687E+02   0.279738E+00   0.210555E+00
