X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.273599E+00   0.273599E+00   0.100284E+03   0.100284E+03   0.100060E+03   0.224106E+00   0.252967E+00
   0.273637E+00   0.273637E+00   0.985116E+02   0.985116E+02   0.100060E+03  -0.154838E+01  -0.132696E+01
   0.364505E+00   0.364505E+00   0.100506E+03   0.100506E+03   0.100060E+03   0.446150E+00   0.633706E+00
   0.709222E+00   0.709222E+00   0.983381E+02   0.983381E+02   0.100060E+03  -0.172186E+01  -0.722829E+00
   0.718023E+00   0.718023E+00   0.100034E+03   0.100034E+03   0.100060E+03  -0.263338E-01  -0.267569E-01
   0.112052E+01   0.112052E+01   0.899346E+02   0.899346E+02   0.905607E+02  -0.626106E+00  -0.567569E+00
   0.112326E+01   0.112326E+01   0.927389E+02   0.927389E+02   0.905607E+02   0.217822E+01   0.178012E+01
   0.208623E+01   0.208623E+01   0.938859E+02   0.938859E+02   0.905607E+02   0.332521E+01   0.244132E+01
   0.215814E+01   0.215814E+01   0.905170E+02   0.905170E+02   0.905607E+02  -0.437243E-01  -0.557791E-01
   0.216009E+01   0.216009E+01   0.900621E+02   0.900621E+02   0.905607E+02  -0.498585E+00  -0.747252E+00
   0.239225E+01   0.239225E+01   0.906695E+02   0.906695E+02   0.905607E+02   0.108793E+00   0.859579E-01
   0.269616E+01   0.269616E+01   0.874034E+02   0.874034E+02   0.905607E+02  -0.315726E+01  -0.168988E+01
   0.270833E+01   0.270833E+01   0.924752E+02   0.924752E+02   0.905607E+02   0.191450E+01   0.924272E+00
   0.299299E+01   0.299299E+01   0.870043E+02   0.870043E+02   0.905607E+02  -0.355640E+01  -0.243895E+01
   0.304708E+01   0.304708E+01   0.904434E+02   0.904434E+02   0.905607E+02  -0.117342E+00  -0.756556E-01
