X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.591279E+01   0.591279E+01   0.111622E+03   0.111622E+03   0.113829E+03  -0.220739E+01  -0.182279E+01
   0.592104E+01   0.592104E+01   0.114884E+03   0.114884E+03   0.113829E+03   0.105522E+01   0.684127E+00
   0.632204E+01   0.632204E+01   0.113545E+03   0.113545E+03   0.113829E+03  -0.284175E+00  -0.241269E+00
   0.649122E+01   0.649122E+01   0.117073E+03   0.117073E+03   0.113829E+03   0.324373E+01   0.181625E+01
   0.649584E+01   0.649584E+01   0.112646E+03   0.112646E+03   0.113829E+03  -0.118310E+01  -0.628592E+00
   0.650746E+01   0.650746E+01   0.111137E+03   0.111137E+03   0.113829E+03  -0.269158E+01  -0.229001E+01
   0.658925E+01   0.658925E+01   0.113125E+03   0.113125E+03   0.113829E+03  -0.704131E+00  -0.875424E+00
   0.667628E+01   0.667628E+01   0.118097E+03   0.118097E+03   0.113829E+03   0.426765E+01   0.232437E+01
   0.704224E+01   0.704224E+01   0.115047E+03   0.115047E+03   0.113829E+03   0.121805E+01   0.116621E+01
   0.721171E+01   0.721171E+01   0.111293E+03   0.111293E+03   0.113829E+03  -0.253569E+01  -0.169127E+01
   0.725120E+01   0.725120E+01   0.114069E+03   0.114069E+03   0.113829E+03   0.240062E+00   0.261418E+00
   0.734659E+01   0.734659E+01   0.112726E+03   0.112726E+03   0.113829E+03  -0.110310E+01  -0.776617E+00
   0.740829E+01   0.740829E+01   0.114415E+03   0.114415E+03   0.113829E+03   0.586264E+00   0.241624E+00
   0.774796E+01   0.774796E+01   0.114181E+03   0.114181E+03   0.113829E+03   0.352273E+00   0.702601E+00
   0.795058E+01   0.795058E+01   0.113147E+03   0.113147E+03   0.113829E+03  -0.681691E+00  -0.764720E+00
   0.827166E+01   0.827166E+01   0.115903E+03   0.115903E+03   0.113829E+03   0.207429E+01   0.160551E+01
   0.829524E+01   0.829524E+01   0.114940E+03   0.114940E+03   0.113829E+03   0.111067E+01   0.965554E+00
   0.845760E+01   0.845760E+01   0.114767E+03   0.114767E+03   0.113829E+03   0.938091E+00   0.650045E+00
   0.851038E+01   0.851038E+01   0.113005E+03   0.113005E+03   0.113829E+03  -0.823529E+00  -0.452988E+00
   0.859640E+01   0.859640E+01   0.113770E+03   0.113770E+03   0.113829E+03  -0.593953E-01  -0.105804E+00
   0.871106E+01   0.871106E+01   0.112734E+03   0.112734E+03   0.113829E+03  -0.109538E+01  -0.986382E+00
   0.873555E+01   0.873555E+01   0.114789E+03   0.114789E+03   0.113829E+03   0.960376E+00   0.941557E+00
   0.884136E+01   0.884136E+01   0.111652E+03   0.111652E+03   0.113829E+03  -0.217741E+01  -0.135788E+01
   0.896232E+01   0.896232E+01   0.114887E+03   0.114887E+03   0.113829E+03   0.105767E+01   0.695086E+00
