X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.198350E+01   0.198350E+01   0.102975E+03   0.102975E+03   0.101871E+03   0.110353E+01   0.648938E+00
   0.207664E+01   0.207664E+01   0.101609E+03   0.101609E+03   0.101871E+03  -0.262435E+00  -0.296080E+00
   0.208578E+01   0.208578E+01   0.101764E+03   0.101764E+03   0.101871E+03  -0.106641E+00  -0.111749E+00
   0.235489E+01   0.235489E+01   0.102236E+03   0.102236E+03   0.101871E+03   0.364810E+00   0.362077E+00
   0.341649E+01   0.341649E+01   0.104166E+03   0.104166E+03   0.101871E+03   0.229491E+01   0.191315E+01
   0.364767E+01   0.364767E+01   0.103139E+03   0.103139E+03   0.101871E+03   0.126813E+01   0.744680E+00
   0.378891E+01   0.378891E+01   0.102161E+03   0.102161E+03   0.101871E+03   0.289773E+00   0.278125E+00
   0.412436E+01   0.412436E+01   0.101719E+03   0.101719E+03   0.101871E+03  -0.152489E+00  -0.179169E+00
   0.419606E+01   0.419606E+01   0.100100E+03   0.100100E+03   0.101871E+03  -0.177127E+01  -0.100069E+01
   0.439167E+01   0.439167E+01   0.100104E+03   0.100104E+03   0.101871E+03  -0.176681E+01  -0.215893E+01
   0.457377E+01   0.457377E+01   0.102342E+03   0.102342E+03   0.101871E+03   0.470650E+00   0.337437E+00
   0.514274E+01   0.514274E+01   0.101674E+03   0.101674E+03   0.101871E+03  -0.196853E+00  -0.228936E+00
   0.544229E+01   0.544229E+01   0.103414E+03   0.103414E+03   0.101871E+03   0.154300E+01   0.108734E+01
