res1           res2           tau1           Y1_gamma1      LogPost        
   0.779891E+02   0.822965E+02   0.828020E+01   0.387774E+01  -0.960812E+02
   0.795836E+02   0.817664E+02   0.857079E+01   0.321540E+01  -0.972197E+02
   0.778754E+02   0.821114E+02   0.826181E+01   0.435228E+01  -0.972121E+02
   0.784293E+02   0.825506E+02   0.849217E+01   0.279207E+01  -0.967519E+02
   0.794239E+02   0.826664E+02   0.819140E+01   0.377906E+01  -0.963255E+02
   0.798832E+02   0.827694E+02   0.878857E+01   0.331450E+01  -0.972030E+02
   0.786244E+02   0.825079E+02   0.852782E+01   0.309788E+01  -0.959528E+02
   0.795910E+02   0.810143E+02   0.859998E+01   0.309788E+01  -0.988004E+02
   0.782822E+02   0.850680E+02   0.855005E+01   0.414649E+01  -0.980389E+02
   0.792050E+02   0.830993E+02   0.828511E+01   0.384118E+01  -0.962605E+02
   0.786332E+02   0.839281E+02   0.815363E+01   0.338051E+01  -0.961384E+02
   0.776394E+02   0.808435E+02   0.858788E+01   0.321562E+01  -0.989901E+02
   0.790057E+02   0.828414E+02   0.843992E+01   0.386671E+01  -0.962182E+02
   0.794998E+02   0.811306E+02   0.843992E+01   0.358152E+01  -0.977410E+02
   0.777751E+02   0.856238E+02   0.864963E+01   0.438031E+01  -0.996523E+02
   0.799035E+02   0.819468E+02   0.876287E+01   0.345673E+01  -0.976775E+02
   0.799038E+02   0.839713E+02   0.883488E+01   0.334141E+01  -0.975032E+02
   0.772233E+02   0.824867E+02   0.820685E+01   0.383091E+01  -0.959578E+02
   0.781611E+02   0.826493E+02   0.828124E+01   0.297588E+01  -0.957834E+02
   0.796047E+02   0.832892E+02   0.877831E+01   0.436074E+01  -0.978850E+02
   0.792142E+02   0.836536E+02   0.899490E+01   0.395266E+01  -0.970546E+02
   0.776348E+02   0.826928E+02   0.816795E+01   0.474623E+01  -0.978322E+02
   0.790746E+02   0.839442E+02   0.881230E+01   0.370963E+01  -0.965606E+02
   0.789346E+02   0.847112E+02   0.822925E+01   0.303302E+01  -0.982904E+02
   0.792859E+02   0.843941E+02   0.863569E+01   0.332481E+01  -0.969138E+02
   0.795234E+02   0.832137E+02   0.840169E+01   0.451084E+01  -0.980358E+02
   0.783003E+02   0.842301E+02   0.889375E+01   0.331584E+01  -0.974352E+02
   0.794438E+02   0.830306E+02   0.879208E+01   0.385861E+01  -0.967926E+02
   0.792479E+02   0.841539E+02   0.889074E+01   0.371710E+01  -0.969499E+02
   0.773319E+02   0.838419E+02   0.859431E+01   0.419011E+01  -0.981764E+02
   0.784871E+02   0.848341E+02   0.878349E+01   0.304924E+01  -0.979231E+02
   0.795336E+02   0.847705E+02   0.906121E+01   0.379220E+01  -0.975959E+02
   0.783753E+02   0.837558E+02   0.862629E+01   0.318041E+01  -0.967026E+02
   0.804324E+02   0.839143E+02   0.839684E+01   0.473016E+01  -0.100129E+03
   0.774579E+02   0.834565E+02   0.874953E+01   0.477036E+01  -0.995913E+02
   0.774579E+02   0.841051E+02   0.863747E+01   0.472535E+01  -0.996341E+02
   0.776997E+02   0.841565E+02   0.820461E+01   0.284113E+01  -0.972674E+02
   0.786836E+02   0.812118E+02   0.809228E+01   0.447421E+01  -0.990919E+02
   0.798677E+02   0.806012E+02   0.863754E+01   0.332054E+01  -0.997536E+02
   0.798677E+02   0.832230E+02   0.852767E+01   0.302634E+01  -0.973701E+02
   0.783868E+02   0.840657E+02   0.889571E+01   0.392820E+01  -0.973756E+02
   0.790589E+02   0.818241E+02   0.841361E+01   0.368832E+01  -0.963662E+02
   0.806938E+02   0.808422E+02   0.857335E+01   0.460388E+01  -0.101230E+03
   0.777608E+02   0.817176E+02   0.826026E+01   0.303790E+01  -0.966731E+02
   0.785155E+02   0.835927E+02   0.887735E+01   0.351656E+01  -0.968199E+02
   0.784222E+02   0.806832E+02   0.820298E+01   0.357753E+01  -0.970747E+02
   0.784744E+02   0.810265E+02   0.821478E+01   0.303574E+01  -0.968294E+02
   0.786150E+02   0.836774E+02   0.852435E+01   0.360866E+01  -0.959515E+02
   0.785246E+02   0.836774E+02   0.902087E+01   0.390452E+01  -0.971180E+02
   0.784526E+02   0.823288E+02   0.896507E+01   0.369609E+01  -0.972004E+02
   0.767251E+02   0.843938E+02   0.824431E+01   0.342347E+01  -0.989839E+02
   0.790574E+02   0.818060E+02   0.905600E+01   0.366164E+01  -0.973136E+02
   0.777411E+02   0.831103E+02   0.904777E+01   0.348413E+01  -0.980511E+02
   0.783908E+02   0.845855E+02   0.838973E+01   0.335523E+01  -0.969297E+02
   0.777806E+02   0.825860E+02   0.832410E+01   0.248144E+01  -0.987791E+02
   0.783618E+02   0.801760E+02   0.901169E+01   0.351026E+01  -0.100093E+03
   0.796322E+02   0.808841E+02   0.890328E+01   0.542850E+01  -0.101924E+03
