X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.562098E+00   0.562098E+00   0.997321E+02   0.997321E+02   0.980837E+02   0.164840E+01   0.102829E+01
   0.579524E+00   0.579524E+00   0.100177E+03   0.100177E+03   0.980837E+02   0.209297E+01   0.189245E+01
   0.921339E+00   0.921339E+00   0.975086E+02   0.975086E+02   0.980837E+02  -0.575135E+00  -0.603867E+00
   0.109251E+01   0.109251E+01   0.952394E+02   0.952394E+02   0.980837E+02  -0.284430E+01  -0.134227E+01
   0.149678E+01   0.149678E+01   0.961644E+02   0.961644E+02   0.980837E+02  -0.191933E+01  -0.138645E+01
   0.167723E+01   0.167723E+01   0.988613E+02   0.988613E+02   0.980837E+02   0.777584E+00   0.359910E+00
   0.198350E+01   0.198350E+01   0.102975E+03   0.102975E+03   0.101929E+03   0.104553E+01   0.600544E+00
   0.207664E+01   0.207664E+01   0.101609E+03   0.101609E+03   0.101929E+03  -0.320435E+00  -0.333194E+00
   0.208578E+01   0.208578E+01   0.101764E+03   0.101764E+03   0.101929E+03  -0.164641E+00  -0.160680E+00
   0.235489E+01   0.235489E+01   0.102236E+03   0.102236E+03   0.101929E+03   0.306810E+00   0.285558E+00
   0.341649E+01   0.341649E+01   0.104166E+03   0.104166E+03   0.101929E+03   0.223691E+01   0.178064E+01
   0.364767E+01   0.364767E+01   0.103139E+03   0.103139E+03   0.101929E+03   0.121013E+01   0.694152E+00
   0.378891E+01   0.378891E+01   0.102161E+03   0.102161E+03   0.101929E+03   0.231773E+00   0.209430E+00
   0.412436E+01   0.412436E+01   0.101719E+03   0.101719E+03   0.101929E+03  -0.210489E+00  -0.226504E+00
   0.419606E+01   0.419606E+01   0.100100E+03   0.100100E+03   0.101929E+03  -0.182927E+01  -0.101123E+01
   0.439167E+01   0.439167E+01   0.100104E+03   0.100104E+03   0.101929E+03  -0.182481E+01  -0.202886E+01
   0.457377E+01   0.457377E+01   0.102342E+03   0.102342E+03   0.101929E+03   0.412650E+00   0.285802E+00
   0.514274E+01   0.514274E+01   0.101674E+03   0.101674E+03   0.101929E+03  -0.254853E+00  -0.271891E+00
   0.544229E+01   0.544229E+01   0.103414E+03   0.103414E+03   0.101929E+03   0.148500E+01   0.101206E+01
