X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.305341E+01   0.305341E+01   0.113578E+03   0.113578E+03   0.113401E+03   0.177236E+00   0.142510E+00
   0.345035E+01   0.345035E+01   0.113088E+03   0.113088E+03   0.113401E+03  -0.313400E+00  -0.338604E+00
   0.358027E+01   0.358027E+01   0.113730E+03   0.113730E+03   0.113401E+03   0.329262E+00   0.192990E+00
   0.404992E+01   0.404992E+01   0.113018E+03   0.113018E+03   0.113401E+03  -0.382607E+00  -0.380875E+00
   0.461210E+01   0.461210E+01   0.102693E+03   0.102693E+03   0.104052E+03  -0.135854E+01  -0.904719E+00
   0.565969E+01   0.565969E+01   0.104581E+03   0.104581E+03   0.104052E+03   0.529011E+00   0.871778E+00
   0.625194E+01   0.625194E+01   0.105486E+03   0.105486E+03   0.104052E+03   0.143399E+01   0.103703E+01
   0.650319E+01   0.650319E+01   0.104650E+03   0.104650E+03   0.104052E+03   0.598297E+00   0.357829E+00
   0.704434E+01   0.704434E+01   0.102822E+03   0.102822E+03   0.104052E+03  -0.123027E+01  -0.152688E+01
   0.746150E+01   0.746150E+01   0.101684E+03   0.101684E+03   0.104052E+03  -0.236820E+01  -0.859301E+00
   0.758047E+01   0.758047E+01   0.104561E+03   0.104561E+03   0.104052E+03   0.508517E+00   0.565454E+00
