X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.500276E-01   0.500276E-01   0.996259E+02   0.996259E+02   0.113544E+03  -0.139181E+02  -0.230491E+01
   0.183053E+00   0.183053E+00   0.991591E+02   0.991591E+02   0.113544E+03  -0.143849E+02  -0.238163E+01
   0.776523E+00   0.776523E+00   0.104524E+03   0.104524E+03   0.113544E+03  -0.901959E+01  -0.146855E+01
   0.980898E+00   0.980898E+00   0.100882E+03   0.100882E+03   0.113544E+03  -0.126625E+02  -0.213333E+01
   0.112277E+01   0.112277E+01   0.988692E+02   0.988692E+02   0.113544E+03  -0.146748E+02  -0.247493E+01
   0.137931E+01   0.137931E+01   0.116326E+03   0.116326E+03   0.113544E+03   0.278156E+01   0.451481E+00
   0.148315E+01   0.148315E+01   0.113986E+03   0.113986E+03   0.113544E+03   0.441639E+00   0.714596E-01
   0.158126E+01   0.158126E+01   0.115050E+03   0.115050E+03   0.113544E+03   0.150620E+01   0.252869E+00
   0.199412E+01   0.199412E+01   0.115690E+03   0.115690E+03   0.113544E+03   0.214624E+01   0.357603E+00
   0.252463E+01   0.252463E+01   0.116418E+03   0.116418E+03   0.113544E+03   0.287387E+01   0.477957E+00
   0.300622E+01   0.300622E+01   0.117257E+03   0.117257E+03   0.113544E+03   0.371319E+01   0.622779E+00
   0.367561E+01   0.367561E+01   0.118153E+03   0.118153E+03   0.113544E+03   0.460919E+01   0.757877E+00
   0.416510E+01   0.416510E+01   0.118894E+03   0.118894E+03   0.113544E+03   0.535046E+01   0.831628E+00
   0.442782E+01   0.442782E+01   0.115141E+03   0.115141E+03   0.113544E+03   0.159673E+01   0.266133E+00
   0.483348E+01   0.483348E+01   0.116782E+03   0.116782E+03   0.113544E+03   0.323842E+01   0.546640E+00
   0.497228E+01   0.497228E+01   0.115289E+03   0.115289E+03   0.113544E+03   0.174516E+01   0.293522E+00
   0.509555E+01   0.509555E+01   0.116289E+03   0.116289E+03   0.113544E+03   0.274484E+01   0.462035E+00
   0.607785E+01   0.607785E+01   0.116801E+03   0.116801E+03   0.113544E+03   0.325690E+01   0.539316E+00
   0.633432E+01   0.633432E+01   0.115822E+03   0.115822E+03   0.113544E+03   0.227770E+01   0.381946E+00
   0.685235E+01   0.685235E+01   0.116342E+03   0.116342E+03   0.113544E+03   0.279850E+01   0.469208E+00
   0.694222E+01   0.694222E+01   0.117563E+03   0.117563E+03   0.113544E+03   0.401854E+01   0.637689E+00
   0.719208E+01   0.719208E+01   0.115856E+03   0.115856E+03   0.113544E+03   0.231197E+01   0.389309E+00
   0.768631E+01   0.768631E+01   0.116606E+03   0.116606E+03   0.113544E+03   0.306167E+01   0.499585E+00
   0.811744E+01   0.811744E+01   0.116088E+03   0.116088E+03   0.113544E+03   0.254398E+01   0.425757E+00
   0.816357E+01   0.816357E+01   0.117168E+03   0.117168E+03   0.113544E+03   0.362409E+01   0.607497E+00
   0.839324E+01   0.839324E+01   0.116006E+03   0.116006E+03   0.113544E+03   0.246187E+01   0.406705E+00
   0.863817E+01   0.863817E+01   0.116093E+03   0.116093E+03   0.113544E+03   0.254873E+01   0.426484E+00
   0.882068E+01   0.882068E+01   0.115941E+03   0.115941E+03   0.113544E+03   0.239671E+01   0.405419E+00
   0.888646E+01   0.888646E+01   0.116576E+03   0.116576E+03   0.113544E+03   0.303174E+01   0.500409E+00
   0.929113E+01   0.929113E+01   0.115570E+03   0.115570E+03   0.113544E+03   0.202636E+01   0.338594E+00
