res1           Y1_gamma1      LogPost        
   0.114165E+03   0.596643E+01  -0.964083E+02
   0.114029E+03   0.487790E+01  -0.974040E+02
   0.113829E+03   0.588230E+01  -0.963099E+02
   0.116028E+03   0.651064E+01  -0.984802E+02
   0.112180E+03   0.658640E+01  -0.973833E+02
   0.112566E+03   0.613988E+01  -0.968136E+02
   0.113623E+03   0.547120E+01  -0.964324E+02
   0.115569E+03   0.583186E+01  -0.978264E+02
   0.113511E+03   0.515565E+01  -0.967910E+02
   0.113435E+03   0.591639E+01  -0.963210E+02
   0.112114E+03   0.685054E+01  -0.976558E+02
   0.113204E+03   0.578470E+01  -0.963907E+02
   0.112234E+03   0.577326E+01  -0.971719E+02
   0.115643E+03   0.725003E+01  -0.984781E+02
   0.112704E+03   0.722417E+01  -0.976290E+02
   0.113429E+03   0.624928E+01  -0.964277E+02
   0.114526E+03   0.515561E+01  -0.971845E+02
   0.112995E+03   0.616526E+01  -0.965349E+02
   0.113696E+03   0.736686E+01  -0.975662E+02
   0.111979E+03   0.767009E+01  -0.987247E+02
   0.115571E+03   0.575461E+01  -0.978777E+02
   0.114008E+03   0.621659E+01  -0.964345E+02
   0.113041E+03   0.996593E+01  -0.102189E+03
   0.114432E+03   0.106918E+02  -0.103588E+03
   0.114623E+03   0.537935E+01  -0.969654E+02
   0.111656E+03   0.550467E+01  -0.982807E+02
   0.112789E+03   0.565569E+01  -0.966687E+02
   0.113412E+03   0.646277E+01  -0.965692E+02
   0.113233E+03   0.734378E+01  -0.975852E+02
   0.113160E+03   0.630703E+01  -0.965319E+02
   0.115056E+03   0.606097E+01  -0.970857E+02
   0.112698E+03   0.573394E+01  -0.967104E+02
   0.113976E+03   0.601886E+01  -0.963562E+02
   0.112680E+03   0.590015E+01  -0.966933E+02
   0.114408E+03   0.774861E+01  -0.982684E+02
   0.113246E+03   0.641994E+01  -0.965766E+02
   0.114367E+03   0.515518E+01  -0.970513E+02
   0.112354E+03   0.658965E+01  -0.972240E+02
   0.113722E+03   0.644877E+01  -0.965376E+02
   0.113853E+03   0.527373E+01  -0.966406E+02
   0.115287E+03   0.699618E+01  -0.978539E+02
   0.113198E+03   0.618492E+01  -0.964567E+02
   0.113519E+03   0.702025E+01  -0.971156E+02
   0.112875E+03   0.588465E+01  -0.965524E+02
   0.110900E+03   0.709716E+01  -0.994101E+02
   0.113872E+03   0.608773E+01  -0.963539E+02
   0.113575E+03   0.446781E+01  -0.986477E+02
   0.114226E+03   0.667109E+01  -0.968285E+02
   0.113300E+03   0.597140E+01  -0.963597E+02
   0.112930E+03   0.564126E+01  -0.965749E+02
   0.115009E+03   0.718339E+01  -0.978198E+02
   0.114360E+03   0.572952E+01  -0.965247E+02
   0.115119E+03   0.635853E+01  -0.972242E+02
   0.111694E+03   0.576258E+01  -0.979616E+02
   0.115009E+03   0.734587E+01  -0.980185E+02
   0.113540E+03   0.660955E+01  -0.966753E+02
   0.114095E+03   0.760243E+01  -0.979564E+02
   0.112674E+03   0.629884E+01  -0.967899E+02
   0.114501E+03   0.578961E+01  -0.966024E+02
   0.112126E+03   0.524727E+01  -0.978487E+02
   0.112750E+03   0.509483E+01  -0.973185E+02
   0.114400E+03   0.721148E+01  -0.975016E+02
   0.110695E+03   0.760741E+01  -0.100148E+03
   0.117496E+03   0.738676E+01  -0.101490E+03
   0.113241E+03   0.750402E+01  -0.978120E+02
   0.113297E+03   0.686875E+01  -0.969745E+02
   0.115036E+03   0.598834E+01  -0.970637E+02
   0.112795E+03   0.709405E+01  -0.974204E+02
   0.114810E+03   0.661456E+01  -0.971057E+02
   0.115050E+03   0.661365E+01  -0.973042E+02
   0.112219E+03   0.568202E+01  -0.972375E+02
   0.114039E+03   0.498310E+01  -0.971711E+02
   0.113213E+03   0.557644E+01  -0.964570E+02
   0.114257E+03   0.555043E+01  -0.965466E+02
   0.112739E+03   0.559342E+01  -0.967418E+02
   0.113260E+03   0.580578E+01  -0.963679E+02
   0.113591E+03   0.604880E+01  -0.963269E+02
   0.112044E+03   0.678872E+01  -0.976718E+02
   0.112410E+03   0.552768E+01  -0.971158E+02
   0.114756E+03   0.536848E+01  -0.971124E+02
   0.113766E+03   0.605770E+01  -0.963317E+02
   0.115459E+03   0.556775E+01  -0.978569E+02
   0.113195E+03   0.658507E+01  -0.967219E+02
   0.113501E+03   0.675927E+01  -0.968238E+02
   0.113020E+03   0.599056E+01  -0.964748E+02
   0.112061E+03   0.615454E+01  -0.973330E+02
   0.113744E+03   0.666305E+01  -0.967216E+02
   0.114577E+03   0.562026E+01  -0.967261E+02
   0.111730E+03   0.666605E+01  -0.979405E+02
   0.114432E+03   0.726818E+01  -0.975887E+02
   0.114715E+03   0.779194E+01  -0.984662E+02
   0.111410E+03   0.801680E+01  -0.997355E+02
   0.114795E+03   0.739271E+01  -0.979382E+02
   0.113682E+03   0.565165E+01  -0.963346E+02
   0.115277E+03   0.441631E+01  -0.100755E+03
   0.113180E+03   0.555356E+01  -0.964841E+02
   0.113246E+03   0.669204E+01  -0.968046E+02
   0.115547E+03   0.588406E+01  -0.977648E+02
   0.114097E+03   0.587627E+01  -0.963769E+02
   0.113448E+03   0.600095E+01  -0.963312E+02
   0.112803E+03   0.553033E+01  -0.967307E+02
   0.116470E+03   0.740314E+01  -0.996939E+02
   0.113034E+03   0.590543E+01  -0.964600E+02
   0.112240E+03   0.692096E+01  -0.976075E+02
   0.112306E+03   0.649579E+01  -0.972036E+02
   0.114226E+03   0.808573E+01  -0.987541E+02
   0.114608E+03   0.648115E+01  -0.968657E+02
   0.112956E+03   0.634390E+01  -0.966423E+02
   0.113185E+03   0.604170E+01  -0.964122E+02
   0.113071E+03   0.531626E+01  -0.967425E+02
   0.112904E+03   0.725657E+01  -0.975751E+02
   0.111551E+03   0.713808E+01  -0.985338E+02
   0.114582E+03   0.622243E+01  -0.967063E+02
   0.113561E+03   0.858931E+01  -0.995640E+02
   0.112891E+03   0.650667E+01  -0.967856E+02
   0.113707E+03   0.655494E+01  -0.966225E+02
   0.114332E+03   0.567763E+01  -0.965259E+02
   0.112762E+03   0.521712E+01  -0.971042E+02
   0.114115E+03   0.516394E+01  -0.968805E+02
