X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.112052E+01   0.112052E+01   0.899346E+02   0.899346E+02   0.919183E+02  -0.198371E+01  -0.174942E+01
   0.112326E+01   0.112326E+01   0.927389E+02   0.927389E+02   0.919183E+02   0.820621E+00   0.655730E+00
   0.208623E+01   0.208623E+01   0.938859E+02   0.938859E+02   0.919183E+02   0.196761E+01   0.141850E+01
   0.215814E+01   0.215814E+01   0.905170E+02   0.905170E+02   0.901749E+02   0.342076E+00   0.413810E+00
   0.216009E+01   0.216009E+01   0.900621E+02   0.900621E+02   0.901749E+02  -0.112785E+00  -0.157305E+00
   0.239225E+01   0.239225E+01   0.906695E+02   0.906695E+02   0.901749E+02   0.494593E+00   0.382642E+00
   0.269616E+01   0.269616E+01   0.874034E+02   0.874034E+02   0.901749E+02  -0.277146E+01  -0.146897E+01
   0.270833E+01   0.270833E+01   0.924752E+02   0.924752E+02   0.901749E+02   0.230030E+01   0.110172E+01
   0.299299E+01   0.299299E+01   0.870043E+02   0.870043E+02   0.901749E+02  -0.317060E+01  -0.213999E+01
   0.304708E+01   0.304708E+01   0.904434E+02   0.904434E+02   0.901749E+02   0.268458E+00   0.170662E+00
