res1           res2           tau1           Y1_gamma1      LogPost        
   0.113761E+03   0.112000E+03   0.327883E+01   0.448619E+01  -0.994797E+01
   0.117357E+03   0.113569E+03   0.324929E+01   0.208666E+01  -0.848199E+01
   0.113826E+03   0.112639E+03   0.329239E+01   0.165909E+01  -0.673470E+01
   0.114331E+03   0.113422E+03   0.338157E+01   0.165909E+01  -0.668703E+01
   0.112539E+03   0.112714E+03   0.315505E+01   0.165909E+01  -0.682404E+01
   0.113563E+03   0.113078E+03   0.369342E+01   0.415647E+00  -0.472190E+01
   0.113563E+03   0.113707E+03   0.367669E+01   0.901337E-01  -0.473501E+01
   0.113563E+03   0.113678E+03   0.326731E+01   0.402550E+00  -0.494959E+01
   0.114524E+03   0.113678E+03   0.311944E+01   0.616305E-01  -0.506694E+01
   0.113347E+03   0.113087E+03   0.400970E+01   0.616305E-01  -0.444300E+01
   0.115919E+03   0.113299E+03   0.312807E+01   0.300555E+01  -0.866714E+01
   0.114628E+03   0.111525E+03   0.330893E+01   0.360720E+01  -0.939186E+01
   0.114865E+03   0.114721E+03   0.371632E+01   0.430191E+01  -0.990128E+01
   0.116343E+03   0.113191E+03   0.338360E+01   0.365255E+01  -0.934545E+01
   0.113896E+03   0.123850E+03   0.345299E+01   0.906657E+01  -0.138433E+02
   0.111459E+03   0.138193E+03   0.392099E+01   0.123139E+02  -0.158555E+02
   0.117712E+03   0.111228E+03   0.341836E+01   0.210778E+02  -0.159094E+02
   0.111749E+03   0.111394E+03   0.403214E+01   0.482727E+01  -0.103366E+02
   0.114317E+03   0.112349E+03   0.328995E+01   0.327474E+01  -0.882610E+01
   0.113260E+03   0.113011E+03   0.305802E+01   0.995692E-01  -0.449305E+01
   0.113260E+03   0.111727E+03   0.311889E+01   0.387945E+00  -0.690246E+01
   0.112384E+03   0.113450E+03   0.348341E+01   0.106855E+00  -0.521976E+01
   0.111866E+03   0.113450E+03   0.392826E+01   0.106855E+00  -0.686111E+01
   0.113041E+03   0.113044E+03   0.333579E+01   0.106855E+00  -0.454561E+01
   0.113041E+03   0.113044E+03   0.340492E+01   0.153657E+00  -0.456345E+01
   0.113380E+03   0.114707E+03   0.403817E+01   0.153657E+00  -0.585495E+01
   0.113781E+03   0.114707E+03   0.369521E+01   0.522799E-01  -0.606317E+01
   0.112056E+03   0.112648E+03   0.334089E+01   0.365274E+00  -0.559208E+01
   0.115282E+03   0.112372E+03   0.381900E+01   0.611178E+00  -0.809472E+01
   0.112088E+03   0.112008E+03   0.318874E+01   0.649231E+00  -0.673921E+01
   0.112842E+03   0.114211E+03   0.396546E+01   0.649231E+00  -0.569412E+01
