res1           res2           tau1           Y1_gamma1      LogPost        
   0.110407E+03   0.123288E+03   0.278892E+01   0.468750E+01  -0.825410E+02
   0.109781E+03   0.124912E+03   0.256795E+01   0.403843E+01  -0.826981E+02
   0.112602E+03   0.124056E+03   0.266163E+01   0.382956E+01  -0.818229E+02
   0.109653E+03   0.124235E+03   0.285119E+01   0.419308E+01  -0.831052E+02
   0.111908E+03   0.120815E+03   0.275620E+01   0.498063E+01  -0.840646E+02
   0.110421E+03   0.124330E+03   0.275135E+01   0.421537E+01  -0.822142E+02
   0.113137E+03   0.119484E+03   0.277400E+01   0.510979E+01  -0.867707E+02
   0.110501E+03   0.121121E+03   0.229800E+01   0.516931E+01  -0.867726E+02
   0.111459E+03   0.122068E+03   0.267757E+01   0.368580E+01  -0.815111E+02
   0.111173E+03   0.122776E+03   0.261523E+01   0.410272E+01  -0.812905E+02
   0.111190E+03   0.121693E+03   0.279589E+01   0.420325E+01  -0.820769E+02
   0.110944E+03   0.125361E+03   0.274243E+01   0.324059E+01  -0.840272E+02
   0.110440E+03   0.123885E+03   0.263484E+01   0.407351E+01  -0.818206E+02
   0.111605E+03   0.122851E+03   0.263853E+01   0.560278E+01  -0.842440E+02
   0.109686E+03   0.123118E+03   0.273268E+01   0.416704E+01  -0.827084E+02
   0.111884E+03   0.123405E+03   0.274135E+01   0.416704E+01  -0.812954E+02
   0.112831E+03   0.121631E+03   0.271223E+01   0.677012E+01  -0.879727E+02
   0.110353E+03   0.123736E+03   0.261399E+01   0.396235E+01  -0.817846E+02
   0.111680E+03   0.123356E+03   0.253938E+01   0.386077E+01  -0.804690E+02
   0.112826E+03   0.123445E+03   0.265929E+01   0.390378E+01  -0.818354E+02
   0.110624E+03   0.124187E+03   0.265964E+01   0.282953E+01  -0.841506E+02
   0.112545E+03   0.123466E+03   0.276509E+01   0.479964E+01  -0.826206E+02
   0.112132E+03   0.123402E+03   0.256970E+01   0.448313E+01  -0.815246E+02
   0.110150E+03   0.122197E+03   0.253600E+01   0.418993E+01  -0.811981E+02
   0.109157E+03   0.121439E+03   0.261189E+01   0.418993E+01  -0.846857E+02
   0.113789E+03   0.125225E+03   0.259687E+01   0.395429E+01  -0.848627E+02
   0.112447E+03   0.121212E+03   0.255230E+01   0.566912E+01  -0.849111E+02
   0.111475E+03   0.121960E+03   0.285706E+01   0.317058E+01  -0.824959E+02
   0.112963E+03   0.123488E+03   0.265590E+01   0.384945E+01  -0.820289E+02
   0.110740E+03   0.124335E+03   0.265590E+01   0.414011E+01  -0.818911E+02
   0.111248E+03   0.123526E+03   0.262697E+01   0.494147E+01  -0.826620E+02
   0.111224E+03   0.122774E+03   0.285387E+01   0.451437E+01  -0.818463E+02
   0.109367E+03   0.122366E+03   0.256154E+01   0.440127E+01  -0.822425E+02
   0.111766E+03   0.121100E+03   0.256154E+01   0.407974E+01  -0.818106E+02
   0.114095E+03   0.122470E+03   0.257481E+01   0.449735E+01  -0.842062E+02
   0.108789E+03   0.123997E+03   0.257481E+01   0.384101E+01  -0.832811E+02
   0.111258E+03   0.123516E+03   0.263908E+01   0.431344E+01  -0.814874E+02
   0.110539E+03   0.122277E+03   0.267669E+01   0.291793E+01  -0.837275E+02
   0.111014E+03   0.124239E+03   0.283236E+01   0.320188E+01  -0.822505E+02
   0.111832E+03   0.123728E+03   0.284547E+01   0.576631E+01  -0.847044E+02
   0.110329E+03   0.121215E+03   0.268906E+01   0.383918E+01  -0.831999E+02
   0.111389E+03   0.122551E+03   0.263032E+01   0.415885E+01  -0.813820E+02
   0.111064E+03   0.123514E+03   0.260841E+01   0.433728E+01  -0.815823E+02
   0.111117E+03   0.124353E+03   0.254457E+01   0.461086E+01  -0.819882E+02
   0.112986E+03   0.123077E+03   0.274226E+01   0.500090E+01  -0.833413E+02
   0.111659E+03   0.122597E+03   0.278345E+01   0.361273E+01  -0.811684E+02
   0.110763E+03   0.123689E+03   0.274467E+01   0.303138E+01  -0.825593E+02
   0.112362E+03   0.119869E+03   0.257761E+01   0.430104E+01  -0.851067E+02
   0.110873E+03   0.122730E+03   0.277932E+01   0.423193E+01  -0.815795E+02
   0.110915E+03   0.121342E+03   0.274105E+01   0.363422E+01  -0.826455E+02
   0.111881E+03   0.122808E+03   0.257551E+01   0.413600E+01  -0.813058E+02
   0.110853E+03   0.123032E+03   0.267546E+01   0.367889E+01  -0.812109E+02
   0.112790E+03   0.124346E+03   0.267546E+01   0.324187E+01  -0.832816E+02
   0.111098E+03   0.123011E+03   0.282380E+01   0.339368E+01  -0.813004E+02
   0.109810E+03   0.121756E+03   0.253859E+01   0.526321E+01  -0.837240E+02
   0.111583E+03   0.125454E+03   0.277374E+01   0.434268E+01  -0.829682E+02
