res1           res2           tau1           Y1_gamma1      LogPost        
   0.992136E+02   0.100025E+03   0.271312E+01   0.236988E+00  -0.170831E+03
   0.995766E+02   0.100025E+03   0.115659E+01   0.591432E+00  -0.171789E+03
   0.100316E+03   0.996973E+02   0.143534E+00   0.365476E+00  -0.169519E+03
   0.101343E+03   0.996973E+02   0.668522E+00   0.637033E+00  -0.170691E+03
   0.998039E+02   0.998679E+02   0.313165E+01   0.148197E+00  -0.169977E+03
   0.996690E+02   0.998679E+02   0.204810E+01   0.148197E+00  -0.168969E+03
   0.995395E+02   0.998679E+02   0.367401E+01   0.219484E+00  -0.169419E+03
   0.993573E+02   0.999219E+02   0.225938E+01   0.100209E-01  -0.168500E+03
   0.998342E+02   0.999219E+02   0.369324E+01   0.118027E+00  -0.170244E+03
   0.994412E+02   0.100192E+03   0.320448E+01   0.397542E+00  -0.168596E+03
   0.994215E+02   0.997399E+02   0.321014E+01   0.521861E+00  -0.169455E+03
   0.998471E+02   0.100125E+03   0.319827E+01   0.331961E-01  -0.170631E+03
   0.998689E+02   0.100062E+03   0.380512E+01   0.534285E+00  -0.170251E+03
   0.997770E+02   0.999743E+02   0.661041E+01   0.534285E+00  -0.170507E+03
   0.996866E+02   0.991597E+02   0.746800E+01   0.527404E+00  -0.171756E+03
   0.997912E+02   0.979154E+02   0.942255E+01   0.313597E+00  -0.169685E+03
   0.998940E+02   0.963865E+02   0.941705E+01   0.209824E+00  -0.171666E+03
   0.998332E+02   0.953607E+02   0.974053E+01   0.130539E-02  -0.170762E+03
   0.997884E+02   0.934946E+02   0.974053E+01   0.367453E+00  -0.171432E+03
   0.999055E+02   0.963922E+02   0.974053E+01   0.514143E+00  -0.170158E+03
   0.998475E+02   0.968932E+02   0.967909E+01   0.969318E-01  -0.170242E+03
   0.996770E+02   0.986306E+02   0.967909E+01   0.592407E+00  -0.170505E+03
   0.999593E+02   0.994213E+02   0.839818E+01   0.111371E+00  -0.171108E+03
   0.997043E+02   0.973261E+02   0.924232E+01   0.462019E+00  -0.170341E+03
   0.996524E+02   0.997039E+02   0.663554E+01   0.342462E+00  -0.170945E+03
   0.999078E+02   0.997039E+02   0.617851E+01   0.648176E+00  -0.170779E+03
   0.998531E+02   0.995988E+02   0.717296E+01   0.253960E+00  -0.170403E+03
   0.997575E+02   0.999682E+02   0.476792E+01   0.949664E-01  -0.170747E+03
   0.100001E+03   0.100011E+03   0.379072E+01   0.415951E+00  -0.171483E+03
   0.100001E+03   0.995753E+02   0.545456E+01   0.328482E+00  -0.170472E+03
   0.997426E+02   0.986860E+02   0.888342E+01   0.476926E+00  -0.169527E+03
   0.997138E+02   0.956779E+02   0.925164E+01   0.300801E+00  -0.172907E+03
   0.995713E+02   0.975435E+02   0.925164E+01   0.930019E+00  -0.174157E+03
   0.999366E+02   0.980171E+02   0.975024E+01   0.722604E+00  -0.171100E+03
   0.998868E+02   0.953892E+02   0.975024E+01   0.228516E+00  -0.170665E+03
   0.998788E+02   0.955067E+02   0.975024E+01   0.670032E+00  -0.170878E+03
   0.997093E+02   0.936497E+02   0.975024E+01   0.625645E-01  -0.172279E+03
   0.100042E+03   0.958215E+02   0.982019E+01   0.545162E+00  -0.171820E+03
   0.998761E+02   0.976729E+02   0.982019E+01   0.686872E+00  -0.170523E+03
   0.998180E+02   0.972764E+02   0.970107E+01   0.475222E+00  -0.169652E+03
   0.998642E+02   0.977990E+02   0.899213E+01   0.631908E+00  -0.171221E+03
   0.998379E+02   0.993001E+02   0.763536E+01   0.484885E+00  -0.170802E+03
   0.999799E+02   0.100329E+03   0.879429E+01   0.490392E+00  -0.171911E+03
   0.998771E+02   0.983331E+02   0.957753E+01   0.522793E+00  -0.169900E+03
   0.998538E+02   0.995859E+02   0.912932E+01   0.521719E+00  -0.170017E+03
   0.998166E+02   0.993690E+02   0.747034E+01   0.653468E+00  -0.170989E+03
   0.997144E+02   0.100530E+03   0.818354E+01   0.242524E+00  -0.172878E+03
   0.999756E+02   0.998055E+02   0.528361E+01   0.323513E+00  -0.170412E+03
   0.997114E+02   0.991593E+02   0.926031E+01   0.170210E+00  -0.170435E+03
   0.999913E+02   0.930737E+02   0.952352E+01   0.223680E+00  -0.173415E+03
   0.998810E+02   0.955258E+02   0.981886E+01   0.636380E+00  -0.170702E+03
