res1           Y1_gamma1      LogPost        
   0.989045E+02   0.271259E+01  -0.157202E+03
   0.988569E+02   0.223935E+01  -0.157263E+03
   0.985867E+02   0.280657E+01  -0.157517E+03
   0.996408E+02   0.265525E+01  -0.159566E+03
   0.982292E+02   0.256334E+01  -0.158042E+03
   0.983644E+02   0.256334E+01  -0.157562E+03
   0.987351E+02   0.230554E+01  -0.157083E+03
   0.994172E+02   0.267794E+01  -0.158445E+03
   0.986958E+02   0.241723E+01  -0.156940E+03
   0.986692E+02   0.251369E+01  -0.156939E+03
   0.987319E+02   0.261735E+01  -0.156988E+03
   0.990423E+02   0.249864E+01  -0.157129E+03
   0.983628E+02   0.250727E+01  -0.157562E+03
   0.988514E+02   0.287208E+01  -0.157626E+03
   0.985071E+02   0.207499E+01  -0.158418E+03
   0.986729E+02   0.273020E+01  -0.157233E+03
   0.989305E+02   0.268521E+01  -0.157168E+03
   0.985209E+02   0.330890E+01  -0.159814E+03
   0.987666E+02   0.278899E+01  -0.157348E+03
   0.995727E+02   0.294221E+01  -0.159707E+03
   0.984121E+02   0.293259E+01  -0.158224E+03
   0.990182E+02   0.235387E+01  -0.157191E+03
   0.987691E+02   0.383723E+01  -0.163105E+03
   0.993045E+02   0.362387E+01  -0.162208E+03
   0.992914E+02   0.270927E+01  -0.158008E+03
   0.990377E+02   0.260929E+01  -0.157194E+03
   0.986980E+02   0.244275E+01  -0.156922E+03
   0.989802E+02   0.238684E+01  -0.157080E+03
   0.991593E+02   0.234395E+01  -0.157557E+03
   0.985614E+02   0.205927E+01  -0.158373E+03
   0.981187E+02   0.264784E+01  -0.158552E+03
   0.992266E+02   0.245453E+01  -0.157632E+03
   0.988664E+02   0.276056E+01  -0.157293E+03
   0.988752E+02   0.263472E+01  -0.157033E+03
   0.984917E+02   0.254660E+01  -0.157222E+03
   0.984752E+02   0.286886E+01  -0.157880E+03
   0.984400E+02   0.250010E+01  -0.157338E+03
   0.988184E+02   0.288698E+01  -0.157667E+03
