"iter_above"	"iter"	"muMAP"	"mu2"	"mu10"	"mu90"	"mu97"	"tMAP"	"treal"	"t2"	"t10"	"t90"	"t97"	"t.before"	"t.shift"	"t.plus"
3	4	99.777	99.432325	99.5422	99.9708	100.087625	5.68254	5.68254	5.4961015	5.52144	5.77162	5.7935775	0.174143107142299	5.68254	6.31329610245302
2	5	108.887	104.367025	106.923	111.23	113.31565	6.37358	6.37358	6.3141975	6.32038	6.38134	6.733872	0.174143107142299	6.37358	6.84703142149374
1	6	93.4381	79.2421375	88.4771	97.0046	102.255	7.00846	7.00846	6.52224825	6.84925	7.05703	7.07844	0.174143107142299	7.00846	9.85114971641451
9	10	80.7241	80.1308	80.3023	81.1107	81.29514	7.80451	7.80451	7.7618005	7.77341	7.91077	7.927691	7.08242786349729	7.80451	8.1495701498352
8	11	69.5293	67.5871625	68.4711	70.6881	71.5178425	8.15575	8.15575	8.153209	8.18469	8.96247	9.097302	7.08242786349729	8.15575	9.29505927255377
12	13	81.5302	80.48967	80.8701	82.176	82.4543175	9.10823	9.10823	8.32839725	8.54706	9.16318	9.18023475	8.1958524743095	9.10823	9.29505927255377
7	14	83.3339	82.4546625	82.8173	84.0242	84.403765	9.53174	9.53174	9.3036655	9.32855	9.57018	9.59519225	7.08242786349729	9.53174	9.85114971641451
7	15	67.3377906250726	66.0043093688665	0	0	68.6712718812787	9.53174	9.53174	9.3036655	9.32855	9.57018	9.59519225	7.08242786349729	9.53174	9.85114971641451
