X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.380549E-01   0.380549E-01   0.103178E+03   0.103178E+03   0.103047E+03   0.131281E+00   0.188924E-01
   0.359725E+00   0.359725E+00   0.100467E+03   0.100467E+03   0.103047E+03  -0.257986E+01  -0.380072E+00
   0.457638E+00   0.457638E+00   0.994794E+02   0.994794E+02   0.103047E+03  -0.356762E+01  -0.533743E+00
   0.477565E+00   0.477565E+00   0.100405E+03   0.100405E+03   0.103047E+03  -0.264153E+01  -0.392212E+00
   0.601521E+00   0.601521E+00   0.101081E+03   0.101081E+03   0.103047E+03  -0.196628E+01  -0.286261E+00
   0.638990E+00   0.638990E+00   0.984359E+02   0.984359E+02   0.103047E+03  -0.461113E+01  -0.683831E+00
   0.895939E+00   0.895939E+00   0.100082E+03   0.100082E+03   0.103047E+03  -0.296542E+01  -0.425551E+00
   0.107590E+01   0.107590E+01   0.992563E+02   0.992563E+02   0.103047E+03  -0.379068E+01  -0.558690E+00
   0.113894E+01   0.113894E+01   0.100778E+03   0.100778E+03   0.103047E+03  -0.226930E+01  -0.334496E+00
   0.117937E+01   0.117937E+01   0.979507E+02   0.979507E+02   0.103047E+03  -0.509634E+01  -0.744605E+00
   0.146365E+01   0.146365E+01   0.100549E+03   0.100549E+03   0.103047E+03  -0.249763E+01  -0.365263E+00
   0.149838E+01   0.149838E+01   0.103947E+03   0.103947E+03   0.103047E+03   0.899880E+00   0.130757E+00
   0.150719E+01   0.150719E+01   0.100832E+03   0.100832E+03   0.103047E+03  -0.221519E+01  -0.328601E+00
   0.160235E+01   0.160235E+01   0.102843E+03   0.102843E+03   0.103047E+03  -0.204199E+00  -0.298055E-01
   0.161349E+01   0.161349E+01   0.979611E+02   0.979611E+02   0.103047E+03  -0.508592E+01  -0.752308E+00
   0.178410E+01   0.178410E+01   0.980003E+02   0.980003E+02   0.103047E+03  -0.504668E+01  -0.735940E+00
   0.180576E+01   0.180576E+01   0.101479E+03   0.101479E+03   0.103047E+03  -0.156835E+01  -0.233341E+00
   0.187981E+01   0.187981E+01   0.978603E+02   0.978603E+02   0.103047E+03  -0.518670E+01  -0.731814E+00
   0.195374E+01   0.195374E+01   0.996320E+02   0.996320E+02   0.103047E+03  -0.341496E+01  -0.511322E+00
   0.203179E+01   0.203179E+01   0.998865E+02   0.998865E+02   0.103047E+03  -0.316050E+01  -0.463607E+00
   0.209473E+01   0.209473E+01   0.987385E+02   0.987385E+02   0.103047E+03  -0.430854E+01  -0.599903E+00
   0.210471E+01   0.210471E+01   0.103100E+03   0.103100E+03   0.103047E+03   0.534092E-01   0.729816E-02
   0.215186E+01   0.215186E+01   0.990785E+02   0.990785E+02   0.103047E+03  -0.396854E+01  -0.586864E+00
   0.218400E+01   0.218400E+01   0.991678E+02   0.991678E+02   0.103047E+03  -0.387916E+01  -0.566498E+00
   0.220869E+01   0.220869E+01   0.998000E+02   0.998000E+02   0.103047E+03  -0.324701E+01  -0.483814E+00
   0.234434E+01   0.234434E+01   0.986101E+02   0.986101E+02   0.103047E+03  -0.443689E+01  -0.645098E+00
   0.250679E+01   0.250679E+01   0.999831E+02   0.999831E+02   0.103047E+03  -0.306387E+01  -0.445624E+00
   0.251043E+01   0.251043E+01   0.956459E+02   0.956459E+02   0.103047E+03  -0.740113E+01  -0.108093E+01
   0.288625E+01   0.288625E+01   0.968862E+02   0.968862E+02   0.103047E+03  -0.616079E+01  -0.895309E+00
   0.312004E+01   0.312004E+01   0.963889E+02   0.963889E+02   0.103047E+03  -0.665808E+01  -0.952046E+00
   0.323360E+01   0.323360E+01   0.981233E+02   0.981233E+02   0.103047E+03  -0.492370E+01  -0.720751E+00
   0.335363E+01   0.335363E+01   0.961314E+02   0.961314E+02   0.103047E+03  -0.691555E+01  -0.101765E+01
   0.360454E+01   0.360454E+01   0.963249E+02   0.963249E+02   0.103047E+03  -0.672209E+01  -0.982510E+00
   0.365831E+01   0.365831E+01   0.964173E+02   0.964173E+02   0.103047E+03  -0.662973E+01  -0.942445E+00
   0.373329E+01   0.373329E+01   0.971015E+02   0.971015E+02   0.103047E+03  -0.594548E+01  -0.822140E+00
   0.388987E+01   0.388987E+01   0.946673E+02   0.946673E+02   0.103047E+03  -0.837971E+01  -0.123157E+01
   0.389053E+01   0.389053E+01   0.963697E+02   0.963697E+02   0.103047E+03  -0.667728E+01  -0.981208E+00
   0.389221E+01   0.389221E+01   0.958407E+02   0.958407E+02   0.103047E+03  -0.720631E+01  -0.106763E+01
   0.394783E+01   0.394783E+01   0.917713E+02   0.917713E+02   0.103047E+03  -0.112757E+02  -0.167353E+01
   0.425561E+01   0.425561E+01   0.919117E+02   0.919117E+02   0.103047E+03  -0.111353E+02  -0.163078E+01
