res1           res2           tau1           Y1_gamma1      LogPost        
   0.119868E+03   0.124413E+03   0.276398E+01   0.253569E+01  -0.203113E+02
   0.117823E+03   0.125144E+03   0.274223E+01   0.246297E+01  -0.200099E+02
   0.118372E+03   0.125144E+03   0.266410E+01   0.669932E+00  -0.155873E+02
   0.115867E+03   0.125144E+03   0.277300E+01   0.379956E+00  -0.162299E+02
   0.118423E+03   0.124412E+03   0.273544E+01   0.379956E+00  -0.158942E+02
   0.116903E+03   0.124396E+03   0.264858E+01   0.652244E+00  -0.160912E+02
   0.120415E+03   0.124396E+03   0.285771E+01   0.553519E+00  -0.162664E+02
   0.118280E+03   0.125533E+03   0.260642E+01   0.951066E+00  -0.168368E+02
   0.116786E+03   0.125265E+03   0.270274E+01   0.963906E+00  -0.163986E+02
   0.120122E+03   0.125031E+03   0.282362E+01   0.158917E+01  -0.175961E+02
   0.119637E+03   0.125031E+03   0.276199E+01   0.773626E+00  -0.156624E+02
   0.120585E+03   0.125031E+03   0.260523E+01   0.233321E+00  -0.158729E+02
   0.118055E+03   0.124290E+03   0.265392E+01   0.895143E+00  -0.162978E+02
   0.117885E+03   0.124422E+03   0.278420E+01   0.210764E-01  -0.160885E+02
   0.119067E+03   0.124869E+03   0.286277E+01   0.210764E-01  -0.153171E+02
   0.114909E+03   0.125364E+03   0.263151E+01   0.885602E+00  -0.174217E+02
   0.118593E+03   0.124748E+03   0.285342E+01   0.118244E+01  -0.162219E+02
   0.110322E+03   0.125920E+03   0.259363E+01   0.721719E+00  -0.251020E+02
   0.116657E+03   0.123343E+03   0.270781E+01   0.907036E+00  -0.211200E+02
   0.122650E+03   0.125235E+03   0.270781E+01   0.187258E+01  -0.194586E+02
   0.118667E+03   0.125306E+03   0.262438E+01   0.556313E+00  -0.159549E+02
   0.121364E+03   0.123871E+03   0.272592E+01   0.102070E+01  -0.185250E+02
   0.118221E+03   0.124997E+03   0.265387E+01   0.881822E+00  -0.156469E+02
   0.116889E+03   0.124862E+03   0.259327E+01   0.881822E+00  -0.157934E+02
   0.115464E+03   0.124927E+03   0.259327E+01   0.437547E+00  -0.161319E+02
   0.117868E+03   0.124947E+03   0.283549E+01   0.139463E+01  -0.168228E+02
   0.116320E+03   0.125775E+03   0.269826E+01   0.695792E+00  -0.183431E+02
   0.119296E+03   0.123915E+03   0.268548E+01   0.775251E+00  -0.177423E+02
   0.118189E+03   0.125150E+03   0.268548E+01   0.368453E+00  -0.155660E+02
   0.120571E+03   0.125150E+03   0.268087E+01   0.243091E+00  -0.161023E+02
   0.118255E+03   0.125255E+03   0.275083E+01   0.243091E+00  -0.159187E+02
   0.121770E+03   0.124638E+03   0.275083E+01   0.243091E+00  -0.166000E+02
   0.117480E+03   0.124638E+03   0.282304E+01   0.135392E+00  -0.155348E+02
   0.115605E+03   0.124638E+03   0.282304E+01   0.686131E-01  -0.163141E+02
   0.116628E+03   0.125593E+03   0.260098E+01   0.952106E+00  -0.173295E+02
   0.116640E+03   0.123838E+03   0.260098E+01   0.680483E+00  -0.185405E+02
   0.117152E+03   0.125583E+03   0.278893E+01   0.501714E+00  -0.172855E+02
   0.117094E+03   0.125416E+03   0.265703E+01   0.215047E+01  -0.193984E+02
   0.121269E+03   0.125439E+03   0.268867E+01   0.972033E+00  -0.173086E+02
   0.122049E+03   0.125439E+03   0.268867E+01   0.645381E+00  -0.177041E+02
   0.116813E+03   0.125371E+03   0.281196E+01   0.399065E+00  -0.165143E+02
   0.119944E+03   0.124439E+03   0.271373E+01   0.122826E+00  -0.162185E+02
   0.119243E+03   0.124844E+03   0.273677E+01   0.122826E+00  -0.153293E+02
   0.122889E+03   0.126426E+03   0.324739E+01   0.145097E+01  -0.203257E+02
   0.124907E+03   0.127666E+03   0.353456E+01   0.139931E+01  -0.221434E+02
   0.124747E+03   0.122561E+03   0.366469E+01   0.160507E+01  -0.205069E+02
   0.122736E+03   0.126038E+03   0.344051E+01   0.200847E+01  -0.222222E+02
   0.128096E+03   0.126038E+03   0.261847E+01   0.200847E+01  -0.253250E+02
   0.121538E+03   0.124962E+03   0.261847E+01   0.232317E+01  -0.200200E+02
   0.120582E+03   0.124962E+03   0.282015E+01   0.729246E+00  -0.158591E+02
   0.121303E+03   0.124962E+03   0.271720E+01   0.158658E+01  -0.179362E+02
   0.118354E+03   0.124606E+03   0.271720E+01   0.137669E+01  -0.167894E+02
   0.119723E+03   0.124552E+03   0.271720E+01   0.647694E+00  -0.156875E+02
   0.117756E+03   0.124552E+03   0.260732E+01   0.795476E+00  -0.156847E+02
   0.117753E+03   0.124552E+03   0.282961E+01   0.650212E+00  -0.155649E+02
   0.117273E+03   0.125026E+03   0.274462E+01   0.149050E+00  -0.155311E+02
   0.119282E+03   0.125026E+03   0.265141E+01   0.114346E+01  -0.162575E+02
   0.118437E+03   0.125935E+03   0.258518E+01   0.210279E+01  -0.199045E+02
   0.118623E+03   0.126081E+03   0.272848E+01   0.200357E+01  -0.199991E+02
   0.116198E+03   0.123975E+03   0.282093E+01   0.209704E+01  -0.196892E+02
   0.119505E+03   0.124498E+03   0.267125E+01   0.721089E-01  -0.159201E+02
   0.115762E+03   0.125632E+03   0.267125E+01   0.466042E-01  -0.187135E+02
   0.117729E+03   0.124815E+03   0.271468E+01   0.466042E-01  -0.153245E+02
   0.119067E+03   0.124815E+03   0.283067E+01   0.466042E-01  -0.153177E+02
   0.120741E+03   0.125076E+03   0.258636E+01   0.113761E+01  -0.166804E+02
   0.120379E+03   0.125076E+03   0.280116E+01   0.712798E+00  -0.158849E+02
   0.118131E+03   0.124458E+03   0.257832E+01   0.969624E+00  -0.160402E+02
   0.114867E+03   0.125280E+03   0.257832E+01   0.490319E+00  -0.171837E+02
   0.122220E+03   0.124828E+03   0.259759E+01   0.487682E+00  -0.166871E+02
   0.119837E+03   0.125059E+03   0.268807E+01   0.487682E+00  -0.155764E+02
   0.113727E+03   0.124357E+03   0.268807E+01   0.233654E+00  -0.185692E+02
   0.117783E+03   0.124546E+03   0.282168E+01   0.233654E+00  -0.156383E+02
   0.121215E+03   0.124674E+03   0.271502E+01   0.685627E+00  -0.161530E+02
   0.119436E+03   0.124781E+03   0.271502E+01   0.136264E+00  -0.153825E+02
   0.115769E+03   0.124643E+03   0.275167E+01   0.655769E+00  -0.160921E+02
   0.122218E+03   0.124901E+03   0.271496E+01   0.655769E+00  -0.167281E+02
   0.121245E+03   0.125159E+03   0.266361E+01   0.828309E+00  -0.165201E+02
   0.117837E+03   0.124599E+03   0.264818E+01   0.828309E+00  -0.156543E+02
   0.119885E+03   0.124599E+03   0.264818E+01   0.818533E+00  -0.158118E+02
   0.123785E+03   0.124599E+03   0.259439E+01   0.689142E+00  -0.183017E+02
   0.116198E+03   0.124944E+03   0.259430E+01   0.728328E-01  -0.158411E+02
   0.118008E+03   0.124730E+03   0.264312E+01   0.728328E-01  -0.153426E+02
   0.116897E+03   0.124358E+03   0.264312E+01   0.728328E-01  -0.165527E+02
   0.122956E+03   0.124358E+03   0.264312E+01   0.728328E-01  -0.185266E+02
   0.119854E+03   0.124913E+03   0.262397E+01   0.164086E+01  -0.176391E+02
   0.120419E+03   0.124788E+03   0.284739E+01   0.164086E+01  -0.177601E+02
   0.119327E+03   0.124788E+03   0.284711E+01   0.431391E+00  -0.152893E+02
   0.118429E+03   0.124937E+03   0.266200E+01   0.185044E+00  -0.152768E+02
   0.115886E+03   0.124478E+03   0.281166E+01   0.185044E+00  -0.165017E+02
   0.119621E+03   0.125374E+03   0.263634E+01   0.905662E+00  -0.164599E+02
   0.119921E+03   0.124345E+03   0.265354E+01   0.101754E+01  -0.165147E+02
   0.118100E+03   0.125698E+03   0.261734E+01   0.896916E+00  -0.174283E+02
   0.121470E+03   0.125759E+03   0.258185E+01   0.161132E+01  -0.191354E+02
   0.113980E+03   0.124612E+03   0.264299E+01   0.277016E+01  -0.215959E+02
   0.117002E+03   0.125768E+03   0.275884E+01   0.840975E+00  -0.179307E+02
   0.118663E+03   0.124639E+03   0.269378E+01   0.840975E+00  -0.156026E+02
   0.120325E+03   0.124991E+03   0.257868E+01   0.335252E+00  -0.156718E+02
   0.121424E+03   0.124960E+03   0.270762E+01   0.116691E+01  -0.169626E+02
   0.118275E+03   0.124960E+03   0.264636E+01   0.850093E+00  -0.155666E+02
   0.117306E+03   0.124851E+03   0.266421E+01   0.850093E+00  -0.156387E+02
   0.118956E+03   0.124690E+03   0.272111E+01   0.973343E+00  -0.158060E+02
   0.113136E+03   0.123841E+03   0.272111E+01   0.973343E+00  -0.203995E+02
   0.120897E+03   0.125182E+03   0.285188E+01   0.948023E+00  -0.165367E+02
   0.117481E+03   0.125351E+03   0.282505E+01   0.948023E+00  -0.164010E+02
   0.119298E+03   0.124935E+03   0.282046E+01   0.296969E+00  -0.153259E+02
   0.117837E+03   0.125016E+03   0.269170E+01   0.116260E+01  -0.162610E+02
   0.117436E+03   0.125196E+03   0.269170E+01   0.116260E+01  -0.165042E+02
   0.120389E+03   0.123728E+03   0.276976E+01   0.172954E+01  -0.192882E+02
   0.113788E+03   0.123848E+03   0.282123E+01   0.776722E+00  -0.200680E+02
   0.116463E+03   0.125331E+03   0.282123E+01   0.134619E+01  -0.173484E+02
   0.115442E+03   0.124429E+03   0.282123E+01   0.117255E+01  -0.172052E+02
   0.119873E+03   0.124118E+03   0.282100E+01   0.124971E+00  -0.177564E+02
   0.118706E+03   0.124118E+03   0.266942E+01   0.142684E+01  -0.175661E+02
   0.117423E+03   0.124588E+03   0.285576E+01   0.862673E+00  -0.157755E+02
   0.118020E+03   0.125307E+03   0.285576E+01   0.378022E+00  -0.160339E+02
   0.116105E+03   0.125904E+03   0.267234E+01   0.361106E+01  -0.234312E+02
   0.114805E+03   0.124770E+03   0.263497E+01   0.140757E+01  -0.178047E+02
   0.120420E+03   0.124659E+03   0.279697E+01   0.942328E-01  -0.158463E+02
   0.116509E+03   0.124659E+03   0.279697E+01   0.942328E-01  -0.158101E+02
   0.118759E+03   0.124302E+03   0.257740E+01   0.126105E-01  -0.165747E+02
   0.121470E+03   0.124200E+03   0.264107E+01   0.131328E+01  -0.178883E+02
   0.119812E+03   0.125416E+03   0.258370E+01   0.183781E+01  -0.185664E+02
   0.117842E+03   0.125249E+03   0.284909E+01   0.132134E-02  -0.160099E+02
   0.120188E+03   0.124538E+03   0.282503E+01   0.104996E+01  -0.163399E+02
   0.120385E+03   0.124538E+03   0.268582E+01   0.766302E+00  -0.160049E+02
   0.115586E+03   0.125409E+03   0.258648E+01   0.427782E+00  -0.172167E+02
   0.124369E+03   0.125873E+03   0.280309E+01   0.845955E+00  -0.215867E+02
   0.118789E+03   0.124199E+03   0.262894E+01   0.464956E+00  -0.166691E+02
   0.114548E+03   0.124199E+03   0.266699E+01   0.140532E+01  -0.184975E+02
   0.119643E+03   0.124171E+03   0.280840E+01   0.851069E+00  -0.167424E+02
   0.119044E+03   0.124488E+03   0.269401E+01   0.874586E+00  -0.158770E+02
   0.120175E+03   0.124488E+03   0.272439E+01   0.669295E+00  -0.159549E+02
   0.119677E+03   0.124222E+03   0.260216E+01   0.669295E+00  -0.165657E+02
   0.119874E+03   0.124437E+03   0.265918E+01   0.669295E+00  -0.159733E+02
   0.118480E+03   0.124437E+03   0.272808E+01   0.467579E+00  -0.157712E+02
   0.116263E+03   0.124437E+03   0.277409E+01   0.149716E+01  -0.175954E+02
   0.117789E+03   0.124113E+03   0.263856E+01   0.115553E+00  -0.176110E+02
   0.114304E+03   0.126072E+03   0.285760E+01   0.625287E+00  -0.217169E+02
   0.118097E+03   0.123337E+03   0.269578E+01   0.288134E+01  -0.221001E+02
   0.117507E+03   0.125533E+03   0.277078E+01   0.460358E+00  -0.169996E+02
   0.116814E+03   0.125219E+03   0.271636E+01   0.625126E+00  -0.159802E+02
   0.116264E+03   0.124646E+03   0.284869E+01   0.426051E+00  -0.158173E+02
   0.120869E+03   0.125590E+03   0.263053E+01   0.131683E+01  -0.179821E+02
   0.115879E+03   0.124955E+03   0.281948E+01   0.131683E+01  -0.170995E+02
   0.120846E+03   0.125515E+03   0.281948E+01   0.131683E+01  -0.177991E+02
   0.116836E+03   0.124167E+03   0.270609E+01   0.135118E+01  -0.174955E+02
   0.117012E+03   0.124167E+03   0.267104E+01   0.497646E+00  -0.169667E+02
