"res1"	"Y1_gamma1"	"LogPost"
99.5041	2.46937	-13.8191
99.0698	2.31918	-13.2847
96.6006	6.2539	-17.0544
98.9125	1.24687	-12.5964
97.8697	1.57859	-12.1968
98.4623	2.795	-13.45
97.9124	1.23953	-12.0464
98.5154	1.23953	-12.1622
98.2499	1.82029	-12.3732
98.5841	3.72536	-14.5221
97.9284	0.359535	-12.6395
99.0728	2.04643	-13.0743
98.9617	4.08436	-15.0021
96.8765	5.95896	-16.7629
99.7733	7.91719	-18.3388
98.0054	2.40539	-12.946
97.6823	2.5823	-13.1846
97.6823	1.6501	-12.3161
99.2647	1.82854	-13.1806
98.432	0.860714	-12.1702
98.6454	1.16957	-12.2722
97.6076	1.44978	-12.2669
98.9656	0.793776	-13.002
95.0698	4.18671	-16.25
97.6533	0.898697	-12.3307
98.4444	1.223	-12.1117
96.0242	1.57682	-15.0653
98.6049	0.929537	-12.2946
98.3417	3.29223	-13.9918
96.9346	1.42652	-13.1148
98.2557	0.57758	-12.3038
99.8857	1.78391	-14.2647
98.1557	2.08764	-12.6121
98.208	0.521783	-12.3522
98.0794	1.39726	-12.0651
98.4587	3.85982	-14.6443
99.0772	4.20774	-15.1631
97.7478	1.20825	-12.1282
97.9312	0.257341	-12.75
98.0417	0.0637595	-12.795
97.3071	0.857923	-12.9432
98.0911	2.5139	-13.0689
98.1601	1.69782	-12.2574
97.5287	2.91554	-13.5945
99.5943	3.25472	-14.5196
96.5946	1.97864	-13.5799
97.8081	1.99069	-12.5401
101.661	2.82257	-17.3823
96.7369	3.37502	-14.4118
97.2553	1.10953	-12.7531
98.4157	0.9126	-12.1331
96.7731	5.04892	-15.992
96.7162	1.82082	-13.3868
98.1109	3.83824	-14.5842
100.547	4.02165	-15.8547
98.5792	1.26472	-12.2165
97.8615	1.41889	-12.1165
95.9143	3.72386	-15.2603
96.0384	2.86054	-14.6006
97.5872	0.931573	-12.3866
97.1693	1.88086	-12.8384
98.4625	0.0438266	-12.9539
98.4625	0.929673	-12.1598
97.4786	1.33258	-12.3612
97.6166	0.322897	-13.1627
98.0597	0.555829	-12.3286
98.6118	1.92627	-12.6122
98.0318	1.92821	-12.4509
97.3548	0.782479	-12.9579
97.0173	2.37912	-13.3166
97.8082	1.51017	-12.1792
96.5438	0.934509	-15.017
97.6986	0.00163662	-13.2475
98.6403	1.19769	-12.2665
98.5506	1.21535	-12.1865
97.6423	1.21535	-12.209
97.6423	1.21535	-12.209
96.7455	1.47096	-13.4473
98.5	2.02329	-12.6421
98.7563	1.5572	-12.4701
99.2505	1.28245	-13.1687
97.6256	1.39303	-12.238
99.2026	1.76143	-13.0725
97.673	1.41657	-12.2112
98.6123	0.601982	-12.5901
98.7835	1.55819	-12.4966
98.6801	1.3572	-12.3259
97.507	0.971452	-12.4639
98.9878	0.244471	-14.0197
98.7974	1.55442	-12.5087
99.2294	1.52591	-13.0706
97.8106	1.99927	-12.5475
98.4114	1.79078	-12.398
98.8845	0.442165	-13.37
97.3455	1.60716	-12.545
97.8786	0.242522	-12.821
98.2991	1.26387	-12.0508
97.0755	2.64706	-13.5132
98.1224	1.92137	-12.4466
98.1317	0.703065	-12.171
98.0209	1.71132	-12.2644
97.6857	2.09816	-12.6777
99.1878	1.51873	-13.0035
98.719	1.24045	-12.3498
98.741	3.22645	-14.0197
98.1708	2.05298	-12.5788
96.4669	1.70646	-13.8556
101.117	3.40089	-16.2171
97.0855	1.45477	-12.8552
98.1272	1.45477	-12.094
98.8056	1.11556	-12.4733
99.124	1.29947	-12.9246
98.3752	2.30857	-12.8866
100.564	1.79418	-15.9637
96.8965	1.9634	-13.1722
98.6644	4.10293	-14.9433
98.6056	1.60982	-12.3744
99.6916	2.5035	-14.0545
98.1535	1.59368	-12.1805
98.236	1.45442	-12.109
98.9191	1.3954	-12.604
97.9551	1.43239	-12.0958
97.4407	1.09399	-12.4727
99.2535	4.43313	-15.4421
99.3202	1.20957	-13.364
96.8129	1.55718	-13.274
98.9599	1.02661	-12.7617
96.6586	1.644	-13.5184
96.7257	2.58606	-13.7245
98.2272	0.461393	-12.4232
98.1025	0.769375	-12.1219
98.3344	3.67722	-14.4249
98.302	1.20248	-12.0392
95.9662	1.78162	-14.9054
99.3917	3.36438	-14.4801
99.2524	1.84038	-13.1684
98.4553	1.44654	-12.1901
98.08	1.26246	-12.0179
98.3894	2.17151	-12.7468
97.3663	3.356	-14.1273
97.5986	0.0519406	-13.4649
96.6773	1.02165	-14.3028
98.0894	0.879117	-12.0571
98.0441	0.879117	-12.0652
97.6659	0.533421	-12.7478
99.5645	1.45681	-13.7371
97.8731	1.20477	-12.0581
97.8731	1.20477	-12.0581
97.9656	1.31724	-12.049
98.2694	1.7488	-12.3175
98.5236	1.06247	-12.17
95.3118	3.89354	-15.8803
97.2231	0.591055	-13.6744
98.4743	1.7756	-12.4136
97.1998	1.90385	-12.8224
