"res1"	"Y1_gamma1"	"LogPost"
91.6031	2.28311	-22.6148
90.65	1.81422	-21.1689
89.9729	1.63193	-21.3387
90.3708	4.07137	-24.9073
87.1051	3.72086	-28.0016
89.9541	0.746953	-21.7385
90.2103	0.976708	-21.0043
90.3168	1.1383	-20.8431
89.6878	1.42374	-21.8111
90.1866	1.68014	-21.1525
89.803	1.90984	-21.7648
89.5934	2.03162	-22.1765
90.7788	0.146106	-21.6691
90.6572	1.38482	-20.8279
90.5728	1.51056	-20.8808
89.9244	3.83916	-24.6047
91.0099	3.00096	-23.1155
90.9738	0.487582	-21.7817
92.5733	3.87551	-25.8079
91.6498	2.06502	-22.5076
89.5005	1.71419	-22.2043
90.7871	1.19783	-20.8591
89.5516	1.19783	-22.3649
90.2537	1.81281	-21.2334
89.5843	0.108239	-24.5762
90.2962	1.07378	-20.8721
89.8454	1.06337	-21.6569
89.923	1.07199	-21.462
90.6779	1.27611	-20.8003
90.0909	1.60114	-21.1818
90.5107	1.0939	-20.7623
91.4026	1.19478	-21.9868
91.3224	1.49513	-21.6554
91.6648	2.7084	-23.201
91.0755	1.31483	-21.2089
90.1735	1.40547	-21.0024
90.9367	4.57994	-25.7962
88.1236	4.79415	-27.2586
91.5963	2.27016	-22.5913
90.9681	2.31636	-21.9785
90.7969	1.13377	-20.8727
90.637	1.49327	-20.8803
90.8247	0.532479	-21.3711
90.5046	0.833247	-20.8615
90.7209	1.39093	-20.8572
89.9947	2.07816	-21.7281
91.5954	1.51764	-22.288
90.3014	0.119551	-21.5002
91.6077	3.00255	-23.5499
90.7422	2.80264	-22.6815
90.259	1.41039	-20.9283
90.04	4.08919	-24.9938
91.1259	0.747479	-21.792
89.9648	0.870922	-21.5554
90.3895	1.38848	-20.8415
90.4801	0.515628	-21.1091
91.1311	1.30268	-21.3037
91.0751	0.184784	-22.6215
90.3276	0.979543	-20.8768
90.551	1.57274	-20.9247
90.1371	1.25204	-21.0203
90.5818	3.1167	-23.2145
90.7288	3.37514	-23.6911
89.9003	1.77517	-21.5274
90.3874	1.42665	-20.86
90.6398	1.61506	-20.971
91.3455	1.06009	-21.9759
90.9678	2.17289	-21.7728
90.6404	1.66829	-21.0179
92.3989	2.64747	-24.3736
90.2508	0.964818	-20.9604
90.0544	1.1346	-21.1666
89.7586	3.09116	-23.4246
90.4334	0.17217	-21.3551
92.4847	3.60724	-25.3833
91.1756	0.0917692	-23.2134
90.1368	1.5044	-21.0802
90.1368	1.66691	-21.1834
90.8331	1.46682	-20.9649
90.1042	1.2473	-21.064
90.9076	0.720955	-21.2982
91.0312	1.45673	-21.1656
90.8283	0.80318	-21.0833
90.716	1.45681	-20.887
90.8104	2.31759	-21.9013
90.3363	0.870881	-20.925
91.1863	1.66114	-21.4718
89.6068	1.66114	-21.9693
90.3801	0.949882	-20.8505
91.1944	0.349071	-22.8831
90.3461	1.24904	-20.8243
90.9255	0.837854	-21.2052
90.3895	0.385205	-21.2585
90.7024	0.744916	-20.9917
90.7258	0.874507	-20.9157
90.8346	0.590709	-21.3186
89.673	1.5602	-21.8234
90.6292	0.298986	-21.3315
90.4351	0.272999	-21.3044
91.0727	0.851479	-21.4992
89.2185	1.34718	-23.3184
90.1885	1.47548	-21.0163
90.7063	0.738733	-21.0003
90.6706	1.14863	-20.7863
92.2859	1.43872	-24.9264
92.2983	1.16068	-26.0153
90.8448	1.67666	-21.1187
89.8829	1.14198	-21.502
92.5078	3.22589	-25.0141
90.7628	1.76613	-21.1565
90.2061	1.76613	-21.2157
90.9083	0.831824	-21.1809
89.9831	1.77031	-21.4225
91.2258	0.281122	-23.1905
91.4911	1.62909	-22.0164
90.5982	1.92891	-21.2959
90.7429	1.035	-20.8513
89.948	0.322946	-22.3425
90.6104	1.00228	-20.7913
90.6104	1.42367	-20.8342
90.2286	0.923335	-21.0109
90.6121	1.33434	-20.7959
91.1012	0.670998	-21.8483
90.4758	1.19786	-20.7651
90.3979	0.225352	-21.3526
90.4311	1.66306	-21.0137
90.987	1.68708	-21.2462
91.0994	1.38386	-21.2481
91.6458	1.49652	-22.4371
90.8669	1.89204	-21.3506
90.1964	1.09963	-20.971
91.214	1.62736	-21.4962
90.061	0.200587	-22.0404
89.5422	2.85356	-23.2314
89.565	1.66435	-22.0585
91.1249	2.97242	-23.125
90.8426	0.973334	-20.9779
90.5046	1.21267	-20.7618
90.5386	1.06054	-20.7663
90.7133	1.81182	-21.1847
90.1357	2.79074	-22.7159
90.6396	1.09398	-20.7791
89.9691	0.939293	-21.4724
90.2644	0.821495	-21.034
91.1891	2.51306	-22.4313
90.8307	2.70986	-22.5467
90.2323	0.458757	-21.4038
90.3307	1.62803	-21.0191
89.8704	0.0762776	-22.8814
89.699	3.13372	-23.5351
90.3937	1.12555	-20.795
90.5325	0.940198	-20.804
88.797	2.94789	-24.331
89.8512	0.920313	-21.8032
89.3497	1.73202	-22.5615
90.2895	1.69394	-21.097
90.2531	0.639313	-21.2026
90.4191	1.30835	-20.8014
90.3036	1.7358	-21.129
91.434	3.10723	-23.5561
90.1967	2.73807	-22.6034
88.9531	1.40364	-24.2897
90.9267	0.805116	-21.2405
91.2534	0.733595	-22.2358
90.7905	0.620637	-21.2127
91.0967	1.00596	-21.3889
89.8685	2.21115	-22.0124
90.3942	1.05936	-20.8054
90.4487	1.44296	-20.8486
89.725	1.87677	-21.8518
91.188	0.421298	-22.6882
91.7059	1.64244	-22.5359
91.3807	2.41052	-22.4708
90.8808	0.647393	-21.3353
90.5009	2.01158	-21.4002
89.9898	3.43778	-23.8906
91.009	1.66855	-21.2545
90.2248	0.762699	-21.1348
89.5172	1.96264	-22.2577
90.348	1.48242	-20.908
87.935	2.48627	-26.3294
91.2497	1.08586	-21.6794
90.4368	1.63993	-20.9919
90.2289	1.65795	-21.1032
91.4294	4.18219	-25.3048
91.6916	1.45986	-22.5978
90.2434	1.39587	-20.9351
90.9785	2.20693	-21.8272
90.75	0.311845	-21.4822
90.5024	1.04945	-20.7711
90.3995	0.677785	-21.0127
90.5508	0.337037	-21.2546
91.2102	0.805477	-21.9513
91.2102	1.27008	-21.4643
89.3707	2.05053	-22.5843
90.8094	0.700627	-21.1552
90.8094	0.753658	-21.1028
90.9499	1.31992	-21.0326
89.9526	0.244617	-22.4041
90.1053	1.51446	-21.1183
90.7602	0.845921	-20.9671
90.0116	2.18565	-21.8513
91.0993	1.7591	-21.4255
91.1842	2.21702	-22.0106
90.3963	0.211013	-21.3608
90.7126	1.00066	-20.8414
90.5411	0.156383	-21.3566
90.7144	1.61328	-20.9938
91.5677	0.89067	-23.1354
90.7997	0.289346	-21.6011
90.923	3.40287	-23.7843
90.3337	0.0263515	-21.4723
90.0709	2.24851	-21.8942
90.0434	1.8057	-21.3891
91.0725	1.3741	-21.2059
90.6215	0.00412758	-21.4476
91.8675	2.28408	-23.0707
90.8974	1.12083	-20.9838
