res1           res2           tau1           Y1_gamma1      LogPost        
   0.808154E+02   0.698974E+02   0.784481E+01   0.370765E+00  -0.270743E+02
   0.807503E+02   0.689550E+02   0.785394E+01   0.554117E-01  -0.267826E+02
   0.808268E+02   0.695908E+02   0.788822E+01   0.713086E+00  -0.285433E+02
   0.809789E+02   0.682258E+02   0.788822E+01   0.292402E+00  -0.296805E+02
   0.805683E+02   0.697180E+02   0.793051E+01   0.188643E+00  -0.265787E+02
   0.805683E+02   0.697942E+02   0.778477E+01   0.458658E+00  -0.274349E+02
   0.806711E+02   0.699203E+02   0.778477E+01   0.266853E+00  -0.267544E+02
   0.807948E+02   0.681130E+02   0.778477E+01   0.314211E+00  -0.298053E+02
   0.805167E+02   0.685657E+02   0.789895E+01   0.314211E+00  -0.284575E+02
   0.813844E+02   0.689177E+02   0.777874E+01   0.718545E+00  -0.308243E+02
   0.806761E+02   0.698460E+02   0.777874E+01   0.453647E+00  -0.273206E+02
   0.812366E+02   0.691745E+02   0.786431E+01   0.405365E+00  -0.287438E+02
   0.806322E+02   0.705850E+02   0.781683E+01   0.227565E+00  -0.280432E+02
   0.807964E+02   0.701113E+02   0.784043E+01   0.449078E+00  -0.275648E+02
   0.801033E+02   0.704570E+02   0.777831E+01   0.246358E+00  -0.301964E+02
   0.804607E+02   0.690044E+02   0.787784E+01   0.594946E+00  -0.286513E+02
   0.808650E+02   0.703083E+02   0.781691E+01   0.409195E+00  -0.278173E+02
   0.810538E+02   0.688747E+02   0.789230E+01   0.409195E+00  -0.283449E+02
   0.810567E+02   0.696722E+02   0.792695E+01   0.203738E+00  -0.271417E+02
   0.800009E+02   0.693682E+02   0.792695E+01   0.330516E+00  -0.300460E+02
   0.808975E+02   0.697552E+02   0.784239E+01   0.571970E-02  -0.264364E+02
   0.807067E+02   0.695625E+02   0.780451E+01   0.571970E-02  -0.261759E+02
   0.805466E+02   0.694553E+02   0.776349E+01   0.571970E-02  -0.264289E+02
   0.807661E+02   0.697279E+02   0.779646E+01   0.430807E+00  -0.271673E+02
   0.806643E+02   0.704356E+02   0.784398E+01   0.346957E+00  -0.278282E+02
   0.812510E+02   0.700887E+02   0.784759E+01   0.340656E+00  -0.287900E+02
   0.803918E+02   0.696460E+02   0.784713E+01   0.439728E-01  -0.270062E+02
