X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.273599E+00   0.273599E+00   0.100284E+03   0.100284E+03   0.934711E+02   0.681301E+01   0.151755E+01
   0.273637E+00   0.273637E+00   0.985116E+02   0.985116E+02   0.934711E+02   0.504052E+01   0.110702E+01
   0.364505E+00   0.364505E+00   0.100506E+03   0.100506E+03   0.934711E+02   0.703505E+01   0.157837E+01
   0.709222E+00   0.709222E+00   0.983381E+02   0.983381E+02   0.934711E+02   0.486704E+01   0.972532E+00
   0.718023E+00   0.718023E+00   0.100034E+03   0.100034E+03   0.934711E+02   0.656257E+01   0.145515E+01
   0.112052E+01   0.112052E+01   0.899346E+02   0.899346E+02   0.934711E+02  -0.353651E+01  -0.779423E+00
   0.112326E+01   0.112326E+01   0.927389E+02   0.927389E+02   0.934711E+02  -0.732179E+00  -0.160280E+00
   0.208623E+01   0.208623E+01   0.938859E+02   0.938859E+02   0.934711E+02   0.414813E+00   0.900370E-01
   0.215814E+01   0.215814E+01   0.905170E+02   0.905170E+02   0.934711E+02  -0.295412E+01  -0.660810E+00
   0.216009E+01   0.216009E+01   0.900621E+02   0.900621E+02   0.934711E+02  -0.340899E+01  -0.765809E+00
   0.239225E+01   0.239225E+01   0.906695E+02   0.906695E+02   0.934711E+02  -0.280161E+01  -0.611763E+00
   0.269616E+01   0.269616E+01   0.874034E+02   0.874034E+02   0.934711E+02  -0.606766E+01  -0.126903E+01
   0.270833E+01   0.270833E+01   0.924752E+02   0.924752E+02   0.934711E+02  -0.995898E+00  -0.204738E+00
   0.299299E+01   0.299299E+01   0.870043E+02   0.870043E+02   0.934711E+02  -0.646680E+01  -0.139477E+01
   0.304708E+01   0.304708E+01   0.904434E+02   0.904434E+02   0.934711E+02  -0.302774E+01  -0.648826E+00
   0.316417E+01   0.316417E+01   0.729029E+02   0.729029E+02   0.724132E+02   0.489657E+00   0.103114E+00
   0.336401E+01   0.336401E+01   0.614081E+02   0.614081E+02   0.724132E+02  -0.110051E+02  -0.184638E+01
   0.371074E+01   0.371074E+01   0.653030E+02   0.653030E+02   0.724132E+02  -0.711017E+01  -0.154707E+01
   0.376708E+01   0.376708E+01   0.648135E+02   0.648135E+02   0.724132E+02  -0.759969E+01  -0.166781E+01
   0.384600E+01   0.384600E+01   0.646149E+02   0.646149E+02   0.724132E+02  -0.779830E+01  -0.170522E+01
   0.385074E+01   0.385074E+01   0.654983E+02   0.654983E+02   0.724132E+02  -0.691489E+01  -0.155559E+01
   0.396198E+01   0.396198E+01   0.735933E+02   0.735933E+02   0.724132E+02   0.118014E+01   0.188372E+00
   0.420453E+01   0.420453E+01   0.766909E+02   0.766909E+02   0.724132E+02   0.427775E+01   0.944094E+00
   0.435522E+01   0.435522E+01   0.759071E+02   0.759071E+02   0.724132E+02   0.349388E+01   0.753238E+00
   0.435784E+01   0.435784E+01   0.776765E+02   0.776765E+02   0.724132E+02   0.526326E+01   0.109590E+01
   0.441455E+01   0.441455E+01   0.754057E+02   0.754057E+02   0.724132E+02   0.299255E+01   0.665749E+00
   0.452948E+01   0.452948E+01   0.736505E+02   0.736505E+02   0.724132E+02   0.123734E+01   0.266777E+00
   0.473641E+01   0.473641E+01   0.740310E+02   0.740310E+02   0.724132E+02   0.161775E+01   0.353396E+00
   0.480272E+01   0.480272E+01   0.737032E+02   0.737032E+02   0.724132E+02   0.129003E+01   0.279431E+00
   0.513422E+01   0.513422E+01   0.746257E+02   0.746257E+02   0.724132E+02   0.221246E+01   0.484230E+00
   0.513941E+01   0.513941E+01   0.749957E+02   0.749957E+02   0.724132E+02   0.258249E+01   0.548258E+00
   0.539980E+01   0.539980E+01   0.746894E+02   0.746894E+02   0.724132E+02   0.227624E+01   0.504045E+00
   0.544297E+01   0.544297E+01   0.724285E+02   0.724285E+02   0.724132E+02   0.153379E-01   0.338177E-02
   0.546326E+01   0.546326E+01   0.754227E+02   0.754227E+02   0.724132E+02   0.300953E+01   0.668571E+00
   0.559880E+01   0.559880E+01   0.763810E+02   0.763810E+02   0.724132E+02   0.396784E+01   0.799671E+00
