"res1"	"Y1_gamma1"	"LogPost"
109.886	0.501418	-49.22
110.273	0.0133298	-51.1249
109.897	1.25212	-51.9378
109.953	0.478814	-49.2769
110.07	0.112687	-49.5126
110.174	0.994239	-51.3946
110.074	0.336748	-49.5647
109.433	0.588422	-50.9715
110.152	0.0306014	-50.029
109.885	0.50823	-49.2284
109.219	1.41453	-54.294
110.194	1.05554	-51.7241
109.761	0.667043	-49.5694
109.623	0.549202	-49.7889
109.293	0.490426	-52.4683
109.469	0.128755	-51.2284
109.901	0.68329	-49.5801
110.008	1.0499	-51.0768
110.038	0.715226	-49.9576
110.232	0.726213	-50.9216
109.877	1.44049	-53.0334
109.457	1.66073	-54.8257
109.773	0.29803	-49.16
109.629	0.707962	-49.9848
109.67	0.37958	-49.5183
109.9	0.689677	-49.5949
110.092	0.88903	-50.6731
109.691	0.413002	-49.4396
110.19	0.832797	-50.9306
110.145	0.188323	-49.9665
109.83	0.837292	-50.002
110.162	0.500923	-50.163
109.834	1.02002	-50.7281
109.881	0.563319	-49.3119
109.788	1.08358	-51.027
109.541	0.368016	-50.2842
109.94	0.402429	-49.1735
110.032	0.803944	-50.1882
109.95	0.502231	-49.3028
109.527	0.870266	-50.7665
109.273	0.968651	-52.448
109.975	0.816087	-50.0816
109.788	0.459397	-49.2135
109.898	0.866924	-50.1395
109.705	0.65356	-49.6501
109.817	0.788939	-49.846
109.871	0.136596	-49.0203
109.903	0.0332504	-49.0263
109.857	0.390244	-49.0983
109.917	0.651149	-49.521
109.549	0.292361	-50.2906
110.013	0.240777	-49.2789
109.422	0.694197	-51.0646
110.104	0.546818	-49.8934
110.016	0.588132	-49.6061
109.806	0.924779	-50.3273
110.069	0.0548167	-49.5105
110.228	0.709996	-50.8701
109.587	0.447238	-49.943
110.031	0.576875	-49.6381
109.78	0.396765	-49.1804
109.872	0.258672	-49.0354
109.918	0.0978481	-49.0412
109.921	0.561257	-49.346
109.947	0.251606	-49.1046
109.837	0.299378	-49.0607
109.877	0.548992	-49.2857
109.756	0.166188	-49.2084
109.677	0.55004	-49.5783
109.914	1.02831	-50.8186
109.787	0.232046	-49.1224
110.037	0.397863	-49.4414
109.687	0.453012	-49.4679
110.167	0.555508	-50.2514
109.854	0.536145	-49.2597
110.014	0.805825	-50.1434
110.014	1.26262	-52.1634
109.667	0.193701	-49.5817
109.645	0.393988	-49.6341
109.77	0.319271	-49.1712
110.357	0.0973282	-52.0972
109.725	0.175932	-49.3146
109.896	0.454909	-49.1696
109.699	0.461718	-49.4319
109.797	0.461718	-49.203
109.797	0.461718	-49.203
110.208	0.560267	-50.5201
110.045	0.214496	-49.4023
109.97	0.297389	-49.1698
109.97	0.380805	-49.2179
109.734	0.423438	-49.3019
110.191	0.582447	-50.4337
109.681	0.449489	-49.4888
109.985	0.344554	-49.2313
109.965	0.362611	-49.1929
109.935	0.285119	-49.0944
109.195	1.1122	-53.3155
110.469	0.433903	-53.1435
109.823	0.075079	-49.0589
109.908	0.927903	-50.3829
109.755	0.6432	-49.5287
109.607	0.594705	-49.9043
109.733	0.434559	-49.3122
110.04	0.242026	-49.3852
110.341	0.280335	-51.7446
109.579	0.228822	-50.1236
109.893	0.308388	-49.0587
109.879	0.229595	-49.0296
109.697	0.50812	-49.4726
109.745	0.242088	-49.234
109.976	0.426685	-49.2713
109.87	0.426685	-49.1286
109.836	0.252475	-49.0496
109.409	0.986257	-51.657
109.496	0.425961	-50.58
109.675	0.536914	-49.5722
110.094	0.479731	-49.7639
110.412	0.525508	-52.3386
109.747	0.650924	-49.5589
110.032	0.40985	-49.4313
109.558	0.986836	-51.0205
109.458	0.0681653	-51.3952
110.034	0.729133	-49.9796
109.382	0.658261	-51.3602
109.735	0.655392	-49.5894
110.085	0.25388	-49.6018
110.028	0.224054	-49.3318
109.393	0.969712	-51.6946
110.026	0.963939	-50.7489
109.945	0.599293	-49.4539
110.048	0.576421	-49.6985
109.87	0.405108	-49.1097
109.721	0.0141781	-49.3573
109.791	0.42001	-49.1763
109.801	0.310798	-49.1079
109.91	0.0467776	-49.0324
109.987	0.461864	-49.3372
110.074	0.265719	-49.5473
109.894	0.59615	-49.3809
109.622	0.461799	-49.7543
110.031	0.208151	-49.3423
109.752	0.197809	-49.2173
110.251	0.829892	-51.2722
110.288	0.959996	-51.8671
110.003	0.0230911	-49.2272
109.869	0.709307	-49.6226
109.858	0.564323	-49.3053
109.881	0.718232	-49.6533
109.871	0.611029	-49.3954
109.852	0.709504	-49.6173
