res1           res2           tau1           Y1_gamma1      LogPost        
   0.110223E+03   0.110163E+03   0.553233E+01   0.195179E+00  -0.500857E+02
   0.109581E+03   0.108713E+03   0.859025E+01   0.442494E+00  -0.515772E+02
   0.110747E+03   0.109215E+03   0.943942E+01   0.770807E+00  -0.545585E+02
   0.110137E+03   0.109221E+03   0.910086E+01   0.571562E+00  -0.496748E+02
   0.109663E+03   0.109933E+03   0.794207E+01   0.755198E+00  -0.496864E+02
   0.110102E+03   0.109048E+03   0.909059E+01   0.350022E+00  -0.495843E+02
   0.110144E+03   0.109592E+03   0.551316E+01   0.556915E-01  -0.492368E+02
   0.109990E+03   0.110351E+03   0.800855E+01   0.151913E+00  -0.497837E+02
   0.109876E+03   0.110083E+03   0.785219E+01   0.646843E+00  -0.494281E+02
   0.109876E+03   0.108726E+03   0.753971E+01   0.858063E+00  -0.533687E+02
   0.109685E+03   0.109183E+03   0.843358E+01   0.296221E+00  -0.504551E+02
   0.110195E+03   0.109888E+03   0.705054E+01   0.101743E+00  -0.493861E+02
   0.109774E+03   0.109702E+03   0.526118E+01   0.691516E-01  -0.493982E+02
   0.109192E+03   0.109702E+03   0.533916E+01   0.202001E-01  -0.511934E+02
   0.109298E+03   0.109702E+03   0.538747E+01   0.282977E+00  -0.505329E+02
   0.110293E+03   0.110382E+03   0.710731E+01   0.531751E+00  -0.515029E+02
   0.109543E+03   0.109605E+03   0.763737E+01   0.656196E+00  -0.501772E+02
   0.109808E+03   0.109803E+03   0.694298E+01   0.249969E+00  -0.490825E+02
   0.110243E+03   0.109408E+03   0.947143E+01   0.284874E-01  -0.497285E+02
   0.110614E+03   0.109480E+03   0.653826E+01   0.102364E+01  -0.526633E+02
   0.109740E+03   0.109733E+03   0.681439E+01   0.154902E+00  -0.492663E+02
   0.109632E+03   0.109858E+03   0.740942E+01   0.753664E+00  -0.499562E+02
   0.109848E+03   0.109582E+03   0.799920E+01   0.635006E+00  -0.498662E+02
   0.110973E+03   0.109465E+03   0.557335E+01   0.101297E+01  -0.517121E+02
   0.110408E+03   0.109620E+03   0.609002E+01   0.130758E+00  -0.500499E+02
   0.109991E+03   0.110228E+03   0.660154E+01   0.973693E-01  -0.504421E+02
   0.110562E+03   0.109945E+03   0.527362E+01   0.158769E+00  -0.494158E+02
   0.109814E+03   0.109990E+03   0.836534E+01   0.231154E+00  -0.489714E+02
   0.109784E+03   0.110098E+03   0.926925E+01   0.112971E+01  -0.514720E+02
   0.109769E+03   0.109734E+03   0.671112E+01   0.733626E+00  -0.497317E+02
   0.110755E+03   0.109734E+03   0.514325E+01   0.227710E+00  -0.497996E+02
