X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.562098E+00   0.562098E+00   0.997321E+02   0.997321E+02   0.105352E+03  -0.561990E+01  -0.749555E+00
   0.579524E+00   0.579524E+00   0.100177E+03   0.100177E+03   0.105352E+03  -0.517533E+01  -0.698679E+00
   0.921339E+00   0.921339E+00   0.975086E+02   0.975086E+02   0.105352E+03  -0.784343E+01  -0.106194E+01
   0.109251E+01   0.109251E+01   0.952394E+02   0.952394E+02   0.105352E+03  -0.101126E+02  -0.132630E+01
   0.149678E+01   0.149678E+01   0.961644E+02   0.961644E+02   0.105352E+03  -0.918763E+01  -0.123258E+01
   0.167723E+01   0.167723E+01   0.988613E+02   0.988613E+02   0.105352E+03  -0.649072E+01  -0.849984E+00
   0.198350E+01   0.198350E+01   0.102975E+03   0.102975E+03   0.105352E+03  -0.237747E+01  -0.315802E+00
   0.207664E+01   0.207664E+01   0.101609E+03   0.101609E+03   0.105352E+03  -0.374344E+01  -0.506750E+00
   0.208578E+01   0.208578E+01   0.101764E+03   0.101764E+03   0.105352E+03  -0.358764E+01  -0.485105E+00
   0.235489E+01   0.235489E+01   0.102236E+03   0.102236E+03   0.105352E+03  -0.311619E+01  -0.420955E+00
   0.341649E+01   0.341649E+01   0.104166E+03   0.104166E+03   0.105352E+03  -0.118609E+01  -0.159609E+00
   0.364767E+01   0.364767E+01   0.103139E+03   0.103139E+03   0.105352E+03  -0.221287E+01  -0.293917E+00
   0.378891E+01   0.378891E+01   0.102161E+03   0.102161E+03   0.105352E+03  -0.319123E+01  -0.430815E+00
   0.412436E+01   0.412436E+01   0.101719E+03   0.101719E+03   0.105352E+03  -0.363349E+01  -0.492143E+00
   0.419606E+01   0.419606E+01   0.100100E+03   0.100100E+03   0.105352E+03  -0.525227E+01  -0.696185E+00
   0.439167E+01   0.439167E+01   0.100104E+03   0.100104E+03   0.105352E+03  -0.524781E+01  -0.711153E+00
   0.457377E+01   0.457377E+01   0.102342E+03   0.102342E+03   0.105352E+03  -0.301035E+01  -0.403249E+00
   0.514274E+01   0.514274E+01   0.101674E+03   0.101674E+03   0.105352E+03  -0.367785E+01  -0.498083E+00
   0.544229E+01   0.544229E+01   0.103414E+03   0.103414E+03   0.105352E+03  -0.193800E+01  -0.259444E+00
   0.639954E+01   0.639954E+01   0.117087E+03   0.117087E+03   0.105352E+03   0.117349E+02   0.157548E+01
   0.640713E+01   0.640713E+01   0.117610E+03   0.117610E+03   0.105352E+03   0.122581E+02   0.165910E+01
   0.669942E+01   0.669942E+01   0.118032E+03   0.118032E+03   0.105352E+03   0.126800E+02   0.170195E+01
   0.766938E+01   0.766938E+01   0.116642E+03   0.116642E+03   0.105352E+03   0.112897E+02   0.147743E+01
   0.796056E+01   0.796056E+01   0.119076E+03   0.119076E+03   0.105352E+03   0.137243E+02   0.180849E+01
   0.819911E+01   0.819911E+01   0.117239E+03   0.117239E+03   0.105352E+03   0.118872E+02   0.160155E+01
   0.841601E+01   0.841601E+01   0.115040E+03   0.115040E+03   0.105352E+03   0.968827E+01   0.128994E+01
   0.852964E+01   0.852964E+01   0.117271E+03   0.117271E+03   0.105352E+03   0.119189E+02   0.160530E+01
   0.880459E+01   0.880459E+01   0.102636E+03   0.102636E+03   0.105352E+03  -0.271558E+01  -0.364504E+00
   0.913465E+01   0.913465E+01   0.105963E+03   0.105963E+03   0.105352E+03   0.610917E+00   0.806950E-01
   0.972069E+01   0.972069E+01   0.103078E+03   0.103078E+03   0.105352E+03  -0.227371E+01  -0.304697E+00
