res1           Y1_gamma1      LogPost        
   0.105264E+03   0.856130E+01  -0.103353E+03
   0.105816E+03   0.112380E+02  -0.106826E+03
   0.105802E+03   0.102810E+02  -0.105432E+03
   0.107150E+03   0.833110E+01  -0.103730E+03
   0.103893E+03   0.717298E+01  -0.103387E+03
   0.107253E+03   0.771220E+01  -0.103531E+03
   0.103337E+03   0.817648E+01  -0.104032E+03
   0.107256E+03   0.686928E+01  -0.103734E+03
   0.106007E+03   0.731957E+01  -0.102748E+03
   0.103170E+03   0.696874E+01  -0.104312E+03
   0.105297E+03   0.679372E+01  -0.102819E+03
   0.103245E+03   0.726654E+01  -0.104044E+03
   0.105660E+03   0.789042E+01  -0.102854E+03
   0.105845E+03   0.679415E+01  -0.102850E+03
   0.104814E+03   0.876040E+01  -0.103622E+03
   0.106648E+03   0.885302E+01  -0.103885E+03
   0.105068E+03   0.804485E+01  -0.102976E+03
   0.104709E+03   0.778636E+01  -0.102938E+03
   0.106645E+03   0.773399E+01  -0.103101E+03
   0.105119E+03   0.988384E+01  -0.104894E+03
   0.106328E+03   0.803309E+01  -0.103091E+03
   0.104069E+03   0.794258E+01  -0.103337E+03
   0.110265E+03   0.886598E+01  -0.107909E+03
   0.109374E+03   0.103935E+02  -0.107641E+03
   0.105554E+03   0.996783E+01  -0.104988E+03
   0.105136E+03   0.791539E+01  -0.102888E+03
   0.104440E+03   0.694614E+01  -0.103057E+03
   0.105013E+03   0.775120E+01  -0.102832E+03
   0.106650E+03   0.826224E+01  -0.103382E+03
   0.106968E+03   0.655644E+01  -0.103737E+03
   0.105828E+03   0.643009E+01  -0.103172E+03
   0.104371E+03   0.905865E+01  -0.104076E+03
   0.104159E+03   0.803078E+01  -0.103324E+03
   0.104302E+03   0.805602E+01  -0.103257E+03
   0.105485E+03   0.653314E+01  -0.103016E+03
   0.104761E+03   0.674639E+01  -0.103001E+03
   0.106337E+03   0.664611E+01  -0.103154E+03
   0.103617E+03   0.772570E+01  -0.103617E+03
   0.103913E+03   0.700780E+01  -0.103435E+03
   0.105352E+03   0.812179E+01  -0.102992E+03
   0.104812E+03   0.679245E+01  -0.102948E+03
   0.104665E+03   0.984146E+01  -0.104920E+03
   0.105499E+03   0.750803E+01  -0.102699E+03
   0.105375E+03   0.824916E+01  -0.103083E+03
   0.103218E+03   0.903694E+01  -0.104752E+03
   0.106227E+03   0.695750E+01  -0.102896E+03
   0.103900E+03   0.103452E+02  -0.105855E+03
   0.104141E+03   0.901711E+01  -0.104133E+03
   0.106316E+03   0.738107E+01  -0.102863E+03
   0.105339E+03   0.686625E+01  -0.102775E+03
   0.105877E+03   0.691585E+01  -0.102794E+03
   0.106244E+03   0.738071E+01  -0.102833E+03
   0.106927E+03   0.699024E+01  -0.103339E+03
   0.107896E+03   0.640648E+01  -0.105208E+03
   0.104344E+03   0.739846E+01  -0.103022E+03
   0.103154E+03   0.872819E+01  -0.104547E+03
   0.104358E+03   0.876588E+01  -0.103783E+03
   0.105091E+03   0.780700E+01  -0.102841E+03
   0.104330E+03   0.662620E+01  -0.103362E+03
   0.106328E+03   0.691099E+01  -0.102966E+03
   0.104288E+03   0.583222E+01  -0.104810E+03
   0.104095E+03   0.824786E+01  -0.103493E+03
   0.103729E+03   0.763721E+01  -0.103501E+03
   0.107773E+03   0.876918E+01  -0.104544E+03
   0.103104E+03   0.753804E+01  -0.104151E+03
   0.105956E+03   0.670825E+01  -0.102938E+03
   0.106375E+03   0.776653E+01  -0.102979E+03
   0.105048E+03   0.809732E+01  -0.103013E+03
   0.105476E+03   0.775807E+01  -0.102782E+03
   0.107747E+03   0.100620E+02  -0.105859E+03
   0.104467E+03   0.715882E+01  -0.102969E+03
   0.106401E+03   0.822862E+01  -0.103247E+03
   0.104700E+03   0.642808E+01  -0.103342E+03
   0.108499E+03   0.639661E+01  -0.106378E+03
   0.104068E+03   0.707890E+01  -0.103268E+03
   0.106420E+03   0.733586E+01  -0.102912E+03
   0.109022E+03   0.762991E+01  -0.105867E+03
   0.105600E+03   0.706059E+01  -0.102702E+03
   0.104334E+03   0.706059E+01  -0.103078E+03
   0.107269E+03   0.686797E+01  -0.103750E+03
   0.106138E+03   0.770192E+01  -0.102865E+03
   0.105409E+03   0.756177E+01  -0.102713E+03
   0.105649E+03   0.752190E+01  -0.102709E+03
   0.104502E+03   0.674249E+01  -0.103143E+03
   0.107559E+03   0.699082E+01  -0.103999E+03
   0.103867E+03   0.794262E+01  -0.103478E+03
   0.106672E+03   0.898066E+01  -0.104024E+03
   0.104712E+03   0.670432E+01  -0.103056E+03
   0.103728E+03   0.796973E+01  -0.103597E+03
   0.104759E+03   0.930743E+01  -0.104231E+03
   0.106781E+03   0.738962E+01  -0.103129E+03
   0.108395E+03   0.869178E+01  -0.105112E+03
   0.105025E+03   0.853216E+01  -0.103359E+03
   0.106287E+03   0.642548E+01  -0.103363E+03
   0.106614E+03   0.597858E+01  -0.104396E+03
   0.103801E+03   0.721077E+01  -0.103460E+03
   0.104149E+03   0.858833E+01  -0.103722E+03
   0.105626E+03   0.789990E+01  -0.102856E+03
   0.105780E+03   0.694614E+01  -0.102761E+03
   0.104916E+03   0.662423E+01  -0.103035E+03
   0.105471E+03   0.672012E+01  -0.102856E+03
   0.106646E+03   0.750547E+01  -0.103048E+03
   0.107342E+03   0.627404E+01  -0.104608E+03
   0.107338E+03   0.699490E+01  -0.103738E+03
   0.104644E+03   0.691207E+01  -0.102959E+03
   0.105330E+03   0.652313E+01  -0.103034E+03
   0.104147E+03   0.741935E+01  -0.103151E+03
   0.107831E+03   0.773242E+01  -0.104116E+03
   0.104468E+03   0.796086E+01  -0.103122E+03
   0.105028E+03   0.616754E+01  -0.103585E+03
   0.105319E+03   0.772474E+01  -0.102774E+03
   0.106563E+03   0.775182E+01  -0.103063E+03
   0.107041E+03   0.640247E+01  -0.104021E+03
   0.104232E+03   0.854487E+01  -0.103643E+03
   0.104827E+03   0.901736E+01  -0.103886E+03
   0.104846E+03   0.625907E+01  -0.103506E+03
   0.105401E+03   0.787370E+01  -0.102839E+03
   0.105660E+03   0.970822E+01  -0.104648E+03
   0.106203E+03   0.665686E+01  -0.103075E+03
   0.104804E+03   0.821967E+01  -0.103158E+03
   0.106099E+03   0.674656E+01  -0.102960E+03
   0.104747E+03   0.878782E+01  -0.103667E+03
   0.104323E+03   0.866882E+01  -0.103708E+03
   0.104810E+03   0.849957E+01  -0.103380E+03
   0.103775E+03   0.845568E+01  -0.103846E+03
   0.105195E+03   0.845568E+01  -0.103266E+03
   0.107779E+03   0.754902E+01  -0.104056E+03
   0.107046E+03   0.733597E+01  -0.103335E+03
   0.102566E+03   0.826149E+01  -0.104911E+03
   0.105004E+03   0.782587E+01  -0.102868E+03
   0.106476E+03   0.901058E+01  -0.103978E+03
   0.104576E+03   0.626800E+01  -0.103643E+03
   0.104777E+03   0.849115E+01  -0.103381E+03
   0.106091E+03   0.813296E+01  -0.103077E+03
   0.104616E+03   0.643296E+01  -0.103383E+03
   0.104742E+03   0.811882E+01  -0.103107E+03
   0.105479E+03   0.761348E+01  -0.102727E+03
   0.107112E+03   0.869713E+01  -0.103986E+03
   0.107866E+03   0.760903E+01  -0.104156E+03
   0.104402E+03   0.633268E+01  -0.103667E+03
   0.104494E+03   0.691634E+01  -0.103039E+03
   0.104297E+03   0.610379E+01  -0.104158E+03
   0.107042E+03   0.687836E+01  -0.103510E+03
   0.104303E+03   0.745024E+01  -0.103050E+03
   0.105270E+03   0.689494E+01  -0.102768E+03
   0.104056E+03   0.698524E+01  -0.103319E+03
   0.107100E+03   0.718788E+01  -0.103412E+03
   0.107609E+03   0.717345E+01  -0.103954E+03
   0.103473E+03   0.858427E+01  -0.104167E+03
   0.105707E+03   0.898457E+01  -0.103781E+03
   0.106002E+03   0.611486E+01  -0.103710E+03
   0.104340E+03   0.755043E+01  -0.103041E+03
