X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.257547E+01   0.257547E+01   0.118422E+03   0.118422E+03   0.122950E+03  -0.452831E+01  -0.128563E+01
   0.286435E+01   0.286435E+01   0.125167E+03   0.125167E+03   0.122950E+03   0.221681E+01   0.732450E+00
   0.288246E+01   0.288246E+01   0.125484E+03   0.125484E+03   0.122950E+03   0.253423E+01   0.862941E+00
   0.288978E+01   0.288978E+01   0.123748E+03   0.123748E+03   0.122950E+03   0.798016E+00   0.261596E+00
   0.302262E+01   0.302262E+01   0.124054E+03   0.124054E+03   0.122950E+03   0.110424E+01   0.376236E+00
   0.315698E+01   0.315698E+01   0.123283E+03   0.123283E+03   0.122950E+03   0.333213E+00   0.113233E+00
   0.337621E+01   0.337621E+01   0.126462E+03   0.126462E+03   0.122950E+03   0.351249E+01   0.118474E+01
   0.346276E+01   0.346276E+01   0.124665E+03   0.124665E+03   0.122950E+03   0.171520E+01   0.543540E+00
   0.365801E+01   0.365801E+01   0.126064E+03   0.126064E+03   0.122950E+03   0.311443E+01   0.106424E+01
   0.366736E+01   0.366736E+01   0.124212E+03   0.124212E+03   0.122950E+03   0.126229E+01   0.425087E+00
   0.415298E+01   0.415298E+01   0.118842E+03   0.118842E+03   0.122950E+03  -0.410835E+01  -0.141980E+01
   0.455412E+01   0.455412E+01   0.119515E+03   0.119515E+03   0.122950E+03  -0.343482E+01  -0.112561E+01
   0.455877E+01   0.455877E+01   0.117218E+03   0.117218E+03   0.122950E+03  -0.573173E+01  -0.193330E+01
