res1           res2           tau1           Y1_gamma1      LogPost        
   0.101084E+03   0.998616E+02   0.547204E+01   0.155653E+01  -0.353138E+02
   0.999712E+02   0.100577E+03   0.569180E+01   0.560142E-01  -0.308424E+02
   0.999940E+02   0.100249E+03   0.484465E+01   0.466837E+00  -0.294383E+02
   0.988244E+02   0.100499E+03   0.520917E+01   0.352769E+00  -0.285500E+02
   0.100098E+03   0.100499E+03   0.488335E+01   0.229268E+00  -0.285017E+02
   0.987180E+02   0.998925E+02   0.510991E+01   0.336378E+00  -0.314500E+02
   0.100748E+03   0.100405E+03   0.511087E+01   0.336378E+00  -0.307146E+02
   0.100654E+03   0.100679E+03   0.542396E+01   0.476872E+00  -0.305861E+02
   0.987222E+02   0.100580E+03   0.519918E+01   0.422001E+00  -0.288608E+02
   0.995056E+02   0.100892E+03   0.492312E+01   0.757769E-01  -0.284143E+02
   0.986993E+02   0.100780E+03   0.479042E+01   0.321230E+00  -0.289999E+02
   0.987900E+02   0.100522E+03   0.484295E+01   0.177819E-01  -0.282396E+02
   0.993536E+02   0.100331E+03   0.492870E+01   0.198637E+00  -0.280829E+02
   0.992287E+02   0.100285E+03   0.479235E+01   0.198637E+00  -0.282882E+02
   0.997094E+02   0.100152E+03   0.483263E+01   0.538435E+00  -0.296995E+02
   0.988512E+02   0.100714E+03   0.487398E+01   0.934680E-01  -0.283158E+02
   0.996003E+02   0.100493E+03   0.545505E+01   0.543429E+00  -0.327601E+02
   0.100097E+03   0.999242E+02   0.464837E+01   0.230243E+00  -0.308466E+02
   0.995763E+02   0.996772E+02   0.566108E+01   0.907288E+00  -0.338661E+02
   0.997911E+02   0.100858E+03   0.504041E+01   0.949705E+00  -0.310128E+02
   0.999470E+02   0.100308E+03   0.468246E+01   0.204767E+00  -0.292887E+02
   0.992355E+02   0.100088E+03   0.469907E+01   0.150137E+00  -0.303897E+02
   0.100109E+03   0.100284E+03   0.502105E+01   0.150137E+00  -0.289026E+02
   0.100157E+03   0.998323E+02   0.547128E+01   0.148504E+00  -0.301112E+02
   0.100401E+03   0.992983E+02   0.568663E+01   0.835910E-01  -0.292669E+02
   0.100036E+03   0.100093E+03   0.472731E+01   0.916569E+00  -0.317367E+02
   0.100223E+03   0.100446E+03   0.490857E+01   0.581266E+00  -0.297582E+02
   0.992840E+02   0.100772E+03   0.482528E+01   0.635136E+00  -0.292669E+02
