"res1"	"Y1_gamma1"	"LogPost"
95.1179	5.90566	-79.4459
96.568	8.46642	-82.6391
96.6899	5.43726	-78.7762
97.7061	6.2213	-79.9769
95.9672	4.85896	-78.5919
95.983	4.93985	-78.5785
96.7704	4.95246	-78.7264
97.3577	4.46807	-79.6157
96.1879	6.97712	-80.3262
94.421	4.74466	-80.0622
96.3543	5.04607	-78.5772
97.4152	4.35234	-79.8785
97.6591	4.66814	-79.7965
96.7414	5.50205	-78.8286
95.2848	6.22538	-79.6444
97.6341	7.15931	-80.9808
93.9278	4.85133	-80.9028
99.4182	6.6778	-82.461
95.1633	5.84568	-79.3633
98.261	4.95027	-80.5399
98.0289	5.89156	-80.0733
94.3124	5.23021	-80.0378
95.6499	4.36205	-79.029
96.4042	6.0934	-79.2263
95.3385	7.18325	-80.8367
95.6502	4.8348	-78.701
96.0548	4.40236	-78.8627
96.056	4.40236	-78.8626
97.5746	7.31399	-81.1555
94.438	5.11883	-79.8613
97.4151	5.30255	-79.2168
95.7367	4.58861	-78.7759
95.8673	5.3409	-78.6834
96.1867	6.09815	-79.2255
95.864	5.67803	-78.8885
96.9394	7.36047	-80.9637
95.6969	4.90723	-78.6663
95.8811	4.97425	-78.5985
97.0318	4.82776	-78.9433
95.6755	4.99919	-78.67
97.0701	7.27603	-80.88
97.4108	6.24869	-79.7758
95.7691	4.13386	-79.3156
95.3461	5.36279	-78.9346
97.4503	6.86736	-80.4962
95.355	5.49495	-78.9925
97.4718	9.20997	-84.0229
95.4297	6.27823	-79.6249
95.8722	5.04909	-78.6033
94.68	4.48976	-79.8957
96.4007	4.88756	-78.5959
97.7451	5.74691	-79.687
95.1964	4.19141	-79.6432
96.1368	5.25457	-78.6082
94.1675	5.88326	-80.4256
95.7763	4.87142	-78.6407
96.9167	4.61823	-78.9835
97.3447	5.91454	-79.44
96.2305	5.12003	-78.5734
94.8074	4.11115	-80.3248
95.6152	3.78425	-80.2383
96.8781	5.93325	-79.1913
97.2628	4.26506	-79.8218
95.5278	3.93792	-79.8719
96.6546	4.38207	-79.0454
96.5645	5.80089	-78.9787
95.6077	5.01537	-78.7019
95.3083	5.94363	-79.3519
97.5824	4.86285	-79.5165
97.4013	6.3124	-79.8325
97.8904	4.91675	-79.9257
95.611	4.57222	-78.8476
96.6039	3.80323	-80.2493
95.4226	4.91862	-78.8162
96.7678	5.3841	-78.7842
95.3722	5.44943	-78.9576
