"res1"	"Y1_gamma1"	"LogPost"
65.6157	0.223463	-7.41167
65.3267	0.0559325	-6.95373
65.876	0.356171	-8.12523
64.0632	0.465675	-9.16889
64.9402	1.30881	-8.64655
63.4447	1.93993	-10.5463
65.4653	3.3458	-11.64
66.1215	0.632309	-9.0203
64.1058	2.59518	-10.7413
66.0403	0.53232	-8.72013
64.8122	0.800697	-7.83422
64.994	0.214731	-7.0495
64.7808	0.797323	-7.84863
64.0714	0.671331	-8.95184
64.4817	0.0397688	-8.03379
65.646	2.42246	-10.6023
65.3083	0.169753	-6.99212
65.2826	0.623939	-7.53142
63.1966	1.73157	-10.8082
65.4881	2.98829	-11.2394
63.8018	3.24356	-11.5704
65.2188	2.49667	-10.5391
64.869	1.15626	-8.39235
65.5546	0.453697	-7.55014
65.5546	1.40472	-9.0566
66.0288	1.83205	-10.125
65.6114	1.35755	-9.02957
64.3533	1.0437	-8.58357
63.2045	2.51923	-11.2344
65.1525	0.66473	-7.54868
64.6965	0.66473	-7.74713
64.0468	2.59732	-10.7665
64.1476	1.00339	-8.84501
64.962	0.0592205	-7.02117
64.962	0.605097	-7.4749
66.2909	2.04328	-10.6589
65.1498	1.07739	-8.26226
65.9511	0.227346	-8.28299
65.6558	1.1691	-8.77443
66.2069	1.62825	-10.1039
64.8491	0.532208	-7.44969
64.5048	0.532208	-7.92454
64.4982	0.451116	-7.91479
66.3869	0.433102	-9.98715
65.0543	0.408613	-7.18879
66.311	0.369153	-9.68308
65.1355	0.25119	-7.01436
64.9596	0.957037	-8.03635
65.1661	0.588445	-7.43086
61.6356	6.69029	-14.8234
64.313	1.92706	-9.79556
64.1365	1.41223	-9.25589
65.583	0.648484	-7.86537
65.3937	0.737044	-7.79563
65.3937	0.96834	-8.19164
65.8569	1.95175	-10.1173
64.4538	0.914603	-8.31414
64.218	0.163758	-8.95888
64.8824	0.705871	-7.65581
63.3924	3.04612	-11.5579
64.121	0.233358	-9.29177
63.8977	0.648708	-9.50211
65.448	0.0567437	-7.06571
65.5789	2.82893	-11.0818
65.2384	0.413554	-7.20214
65.227	1.08463	-8.30121
64.8193	0.131268	-7.2218
65.5814	0.17265	-7.31425
64.6572	0.292205	-7.55179
67.2866	1.16669	-12.7851
64.7304	1.0145	-8.20912
65.2662	0.430645	-7.23633
65.4854	1.1389	-8.55837
66.0694	1.02684	-9.21967
65.5463	0.411178	-7.48405
65.3973	0.823724	-7.94506
68.3986	3.87427	-14.0602
61.8892	2.46977	-12.9431
63.1358	1.87516	-10.9415
64.3251	0.417132	-8.35851
65.0314	0.0913851	-6.96903
65.081	0.467106	-7.25457
64.9777	0.480375	-7.30369
64.692	0.480375	-7.57829
64.692	0.480375	-7.57829
65.5564	0.7766	-8.02879
64.7322	0.53637	-7.57252
65.616	0.0578757	-7.33138
63.9757	0.462193	-9.50447
64.7157	0.62057	-7.67716
65.6178	1.11132	-8.64043
66.7287	2.0429	-11.2332
63.8209	2.23983	-10.4751
65.2378	0.663536	-7.57352
65.3862	0.512525	-7.43381
64.8229	0.140316	-7.21791
64.9428	0.212568	-7.09218
63.871	2.13467	-10.3226
65.4745	2.51542	-10.6462
65.0186	0.771659	-7.71775
65.0186	0.296939	-7.09228
64.9697	0.0747284	-7.01614
65.4175	0.191921	-7.09643
64.9593	0.952846	-8.02923
64.9343	0.800101	-7.78039
65.373	0.643537	-7.62498
66.1193	2.35783	-10.8406
64.5519	0.689669	-7.95246
63.8634	0.556141	-9.7696
65.2071	1.61722	-9.21553
62.4309	3.18219	-12.3587
66.0855	1.0345	-9.26008
64.9122	0.57495	-7.45784
64.1462	1.04294	-8.87645
63.8544	1.25915	-9.50554
65.6148	2.9832	-11.2785
65.3381	1.55574	-9.16629
65.3833	0.473434	-7.3751
65.0012	0.473434	-7.28475
64.4326	2.10164	-9.99062
66.0781	0.186238	-8.73032
64.5072	0.754686	-8.07638
65.8577	0.754686	-8.4826
65.9946	0.292791	-8.4524
