X1_obs         X1_true        Y1_obs         Y1_unbiased    Y1_sim         Y1_res         Y1_stdres      
   0.273599E+00   0.273599E+00   0.100284E+03   0.100284E+03   0.875307E+02   0.127534E+02   0.106660E+01
   0.273637E+00   0.273637E+00   0.985116E+02   0.985116E+02   0.875307E+02   0.109809E+02   0.916518E+00
   0.364505E+00   0.364505E+00   0.100506E+03   0.100506E+03   0.875307E+02   0.129754E+02   0.108627E+01
   0.709222E+00   0.709222E+00   0.983381E+02   0.983381E+02   0.875307E+02   0.108074E+02   0.888785E+00
   0.718023E+00   0.718023E+00   0.100034E+03   0.100034E+03   0.875307E+02   0.125030E+02   0.104499E+01
   0.112052E+01   0.112052E+01   0.899346E+02   0.899346E+02   0.875307E+02   0.240389E+01   0.200741E+00
   0.112326E+01   0.112326E+01   0.927389E+02   0.927389E+02   0.875307E+02   0.520822E+01   0.434497E+00
   0.208623E+01   0.208623E+01   0.938859E+02   0.938859E+02   0.875307E+02   0.635521E+01   0.529526E+00
   0.215814E+01   0.215814E+01   0.905170E+02   0.905170E+02   0.875307E+02   0.298628E+01   0.249899E+00
   0.216009E+01   0.216009E+01   0.900621E+02   0.900621E+02   0.875307E+02   0.253141E+01   0.211961E+00
   0.239225E+01   0.239225E+01   0.906695E+02   0.906695E+02   0.875307E+02   0.313879E+01   0.261759E+00
   0.269616E+01   0.269616E+01   0.874034E+02   0.874034E+02   0.875307E+02  -0.127257E+00  -0.105436E-01
   0.270833E+01   0.270833E+01   0.924752E+02   0.924752E+02   0.875307E+02   0.494450E+01   0.408544E+00
   0.299299E+01   0.299299E+01   0.870043E+02   0.870043E+02   0.875307E+02  -0.526401E+00  -0.438193E-01
   0.304708E+01   0.304708E+01   0.904434E+02   0.904434E+02   0.875307E+02   0.291266E+01   0.242225E+00
   0.316417E+01   0.316417E+01   0.729029E+02   0.729029E+02   0.875307E+02  -0.146278E+02  -0.121325E+01
   0.336401E+01   0.336401E+01   0.614081E+02   0.614081E+02   0.875307E+02  -0.261226E+02  -0.207596E+01
   0.371074E+01   0.371074E+01   0.653030E+02   0.653030E+02   0.875307E+02  -0.222277E+02  -0.185271E+01
   0.376708E+01   0.376708E+01   0.648135E+02   0.648135E+02   0.875307E+02  -0.227172E+02  -0.189587E+01
   0.384600E+01   0.384600E+01   0.646149E+02   0.646149E+02   0.875307E+02  -0.229158E+02  -0.191145E+01
   0.385074E+01   0.385074E+01   0.654983E+02   0.654983E+02   0.875307E+02  -0.220324E+02  -0.184518E+01
   0.396198E+01   0.396198E+01   0.735933E+02   0.735933E+02   0.875307E+02  -0.139374E+02  -0.109480E+01
   0.420453E+01   0.420453E+01   0.766909E+02   0.766909E+02   0.875307E+02  -0.108398E+02  -0.905372E+00
   0.435522E+01   0.435522E+01   0.759071E+02   0.759071E+02   0.875307E+02  -0.116236E+02  -0.967524E+00
   0.435784E+01   0.435784E+01   0.776765E+02   0.776765E+02   0.875307E+02  -0.985424E+01  -0.815875E+00
   0.441455E+01   0.441455E+01   0.754057E+02   0.754057E+02   0.875307E+02  -0.121250E+02  -0.101387E+01
   0.452948E+01   0.452948E+01   0.736505E+02   0.736505E+02   0.875307E+02  -0.138802E+02  -0.115537E+01
   0.473641E+01   0.473641E+01   0.740310E+02   0.740310E+02   0.875307E+02  -0.134997E+02  -0.112587E+01
   0.480272E+01   0.480272E+01   0.737032E+02   0.737032E+02   0.875307E+02  -0.138275E+02  -0.115178E+01
   0.513422E+01   0.513422E+01   0.746257E+02   0.746257E+02   0.875307E+02  -0.129050E+02  -0.107657E+01
   0.513941E+01   0.513941E+01   0.749957E+02   0.749957E+02   0.875307E+02  -0.125350E+02  -0.104097E+01
   0.539980E+01   0.539980E+01   0.746894E+02   0.746894E+02   0.875307E+02  -0.128413E+02  -0.107306E+01
   0.544297E+01   0.544297E+01   0.724285E+02   0.724285E+02   0.875307E+02  -0.151022E+02  -0.126121E+01
   0.546326E+01   0.546326E+01   0.754227E+02   0.754227E+02   0.875307E+02  -0.121080E+02  -0.101224E+01
   0.559880E+01   0.559880E+01   0.763810E+02   0.763810E+02   0.875307E+02  -0.111497E+02  -0.918250E+00
   0.578350E+01   0.578350E+01   0.956001E+02   0.956001E+02   0.875307E+02   0.806935E+01   0.674669E+00
   0.580097E+01   0.580097E+01   0.985974E+02   0.985974E+02   0.875307E+02   0.110667E+02   0.901368E+00
   0.672904E+01   0.672904E+01   0.957714E+02   0.957714E+02   0.875307E+02   0.824066E+01   0.681863E+00
   0.705608E+01   0.705608E+01   0.938147E+02   0.938147E+02   0.875307E+02   0.628396E+01   0.525924E+00
   0.708311E+01   0.708311E+01   0.941049E+02   0.941049E+02   0.875307E+02   0.657420E+01   0.546368E+00
   0.717353E+01   0.717353E+01   0.945466E+02   0.945466E+02   0.875307E+02   0.701594E+01   0.585748E+00
   0.722379E+01   0.722379E+01   0.946673E+02   0.946673E+02   0.875307E+02   0.713659E+01   0.593414E+00
   0.788946E+01   0.788946E+01   0.114215E+03   0.114215E+03   0.875307E+02   0.266842E+02   0.201159E+01
   0.796334E+01   0.796334E+01   0.115175E+03   0.115175E+03   0.875307E+02   0.276446E+02   0.230574E+01
   0.857262E+01   0.857262E+01   0.104837E+03   0.104837E+03   0.875307E+02   0.173060E+02   0.140574E+01
   0.869104E+01   0.869104E+01   0.945961E+02   0.945961E+02   0.875307E+02   0.706540E+01   0.582800E+00
   0.870386E+01   0.870386E+01   0.973704E+02   0.973704E+02   0.875307E+02   0.983968E+01   0.816375E+00
