res1           res2           tau1           Y1_gamma1      LogPost        
   0.716167E+02   0.638671E+02   0.323783E+01   0.455226E+01  -0.153435E+02
   0.643524E+02   0.653930E+02   0.372594E+01   0.205348E+01  -0.167304E+02
   0.737289E+02   0.700171E+02   0.377132E+01   0.950498E+01  -0.209583E+02
   0.661583E+02   0.645289E+02   0.321908E+01   0.445753E+01  -0.161372E+02
   0.724649E+02   0.652729E+02   0.329451E+01   0.148380E-01  -0.844735E+01
   0.705622E+02   0.656172E+02   0.326633E+01   0.148380E-01  -0.968701E+01
   0.762737E+02   0.648337E+02   0.326633E+01   0.103439E+01  -0.111755E+02
   0.717857E+02   0.651404E+02   0.321738E+01   0.194676E+01  -0.117041E+02
   0.745622E+02   0.660605E+02   0.322036E+01   0.148323E+01  -0.117465E+02
   0.748893E+02   0.650176E+02   0.322036E+01   0.113019E+01  -0.104443E+02
   0.722539E+02   0.643339E+02   0.336276E+01   0.132295E+01  -0.107103E+02
   0.718567E+02   0.649794E+02   0.317234E+01   0.229127E+01  -0.122598E+02
   0.678910E+02   0.660587E+02   0.358564E+01   0.202300E+01  -0.145330E+02
   0.686513E+02   0.659068E+02   0.348203E+01   0.437094E+00  -0.134652E+02
   0.735325E+02   0.652521E+02   0.352387E+01   0.437094E+00  -0.128684E+02
   0.691545E+02   0.659875E+02   0.354106E+01   0.285240E+00  -0.132924E+02
   0.698529E+02   0.659290E+02   0.345708E+01   0.632042E-01  -0.127021E+02
   0.746166E+02   0.653301E+02   0.334722E+01   0.163141E+01  -0.113397E+02
   0.726757E+02   0.659038E+02   0.329634E+01   0.319106E+00  -0.970085E+01
   0.714624E+02   0.648278E+02   0.331025E+01   0.319106E+00  -0.911254E+01
   0.706648E+02   0.648593E+02   0.331119E+01   0.853762E-01  -0.943669E+01
   0.716621E+02   0.648690E+02   0.318770E+01   0.853762E-01  -0.887824E+01
   0.736482E+02   0.646758E+02   0.322250E+01   0.853762E-01  -0.908232E+01
   0.718167E+02   0.642082E+02   0.329476E+01   0.176264E+01  -0.115656E+02
   0.707160E+02   0.630924E+02   0.329476E+01   0.477775E+01  -0.157991E+02
   0.691826E+02   0.635748E+02   0.358414E+01   0.196414E+01  -0.146867E+02
   0.686251E+02   0.645319E+02   0.370253E+01   0.140377E+01  -0.136068E+02
   0.707474E+02   0.638118E+02   0.341353E+01   0.929156E+00  -0.141228E+02
   0.642534E+02   0.620598E+02   0.329982E+01   0.256310E+01  -0.185341E+02
   0.707828E+02   0.658124E+02   0.324447E+01   0.131638E+01  -0.113534E+02
   0.732755E+02   0.658802E+02   0.318499E+01   0.122840E+01  -0.108523E+02
   0.712036E+02   0.655566E+02   0.330685E+01   0.403638E-01  -0.917110E+01
   0.702270E+02   0.650973E+02   0.320819E+01   0.346916E+00  -0.971127E+01
   0.715101E+02   0.654594E+02   0.336148E+01   0.857741E+00  -0.990652E+01
   0.731067E+02   0.648608E+02   0.336148E+01   0.464681E+00  -0.890288E+01
   0.701628E+02   0.648952E+02   0.336148E+01   0.169218E+01  -0.117302E+02
   0.726962E+02   0.649856E+02   0.336148E+01   0.211149E+01  -0.118870E+02
   0.737844E+02   0.655359E+02   0.321385E+01   0.491472E+00  -0.922110E+01
   0.735591E+02   0.640132E+02   0.327400E+01   0.109385E+00  -0.115488E+02
